customer_id,customer_type,invoice_id,invoice_date,total_amount,product_category
C0245,champion,INV01998,2024-08-02,315.92,Sports
C0245,champion,INV01999,2024-07-11,187.15,Apparel
C0245,champion,INV02000,2024-04-30,260.12,Apparel
C0245,champion,INV02001,2024-05-05,314.68,Apparel
C0245,champion,INV02002,2024-03-27,285.02,Apparel
C0245,champion,INV02003,2024-01-19,117.12,Electronics
C0245,champion,INV02004,2024-06-01,251.04,Sports
C0245,champion,INV02005,2023-10-06,213.99,Electronics
C0245,champion,INV02006,2024-05-18,238.41,Sports
C0245,champion,INV02007,2024-02-26,278.06,Electronics
C0245,champion,INV02008,2024-01-21,153.83,Home
C0245,champion,INV02009,2023-08-31,240.05,Home
C0245,champion,INV02010,2023-06-29,258.72,Electronics
C0245,champion,INV02011,2023-10-10,210.72,Sports
C0245,champion,INV02012,2023-03-19,328.91,Apparel
C0245,champion,INV02013,2023-02-12,315.18,Home
C0245,champion,INV02014,2023-01-28,196.34,Home
C0245,champion,INV02015,2023-10-15,364.73,Home
C0245,champion,INV02016,2023-12-22,177.67,Home
C0245,champion,INV02017,2022-06-25,223.5,Home
C0245,champion,INV02018,2023-10-27,345.21,Electronics
C0246,lost,INV02019,2024-02-20,79.03,Apparel
C0247,lost,INV02020,2024-01-01,66.19,Home
C0248,lost,INV02021,2023-10-24,44.38,Apparel
C0248,lost,INV02022,2023-10-11,54.62,Beauty
C0248,lost,INV02023,2023-09-02,33.5,Electronics
C0249,lost,INV02024,2023-03-01,39.62,Sports
C0249,lost,INV02025,2023-01-30,83.67,Home
C0250,champion,INV02026,2024-12-18,473.68,Beauty
C0250,champion,INV02027,2024-12-05,369.07,Electronics
C0250,champion,INV02028,2024-10-15,350.94,Apparel
C0250,champion,INV02029,2024-09-25,256.92,Home
C0250,champion,INV02030,2024-10-31,237.43,Sports
C0250,champion,INV02031,2024-08-20,378.18,Home
C0250,champion,INV02032,2024-07-27,314.84,Electronics
C0250,champion,INV02033,2024-07-24,252.15,Sports
C0250,champion,INV02034,2024-07-27,334.09,Home
C0250,champion,INV02035,2024-05-07,223.7,Electronics
C0250,champion,INV02036,2024-01-23,331.93,Home
C0250,champion,INV02037,2024-07-17,137.08,Beauty
C0250,champion,INV02038,2024-09-01,306.26,Apparel
C0250,champion,INV02039,2024-06-06,234.67,Sports
C0250,champion,INV02040,2023-08-16,212.96,Electronics
C0250,champion,INV02041,2024-07-06,284.95,Electronics
C0250,champion,INV02042,2023-10-13,125.27,Home
C0250,champion,INV02043,2024-03-04,331.82,Sports
C0251,lost,INV02044,2023-02-14,27.17,Beauty
C0251,lost,INV02045,2023-02-02,48.03,Beauty
C0251,lost,INV02046,2023-01-23,39.02,Electronics
C0252,champion,INV02047,2024-12-07,152.66,Beauty
C0252,champion,INV02048,2024-11-14,258.37,Sports
C0252,champion,INV02049,2024-11-01,93.2,Beauty
C0252,champion,INV02050,2024-08-27,283.42,Apparel
C0252,champion,INV02051,2024-10-04,333.91,Sports
C0252,champion,INV02052,2024-10-03,316.83,Beauty
C0252,champion,INV02053,2024-09-14,138.74,Electronics
C0252,champion,INV02054,2024-03-23,183.81,Electronics
C0252,champion,INV02055,2024-07-08,82.12,Home
C0252,champion,INV02056,2024-06-01,195.47,Electronics
C0252,champion,INV02057,2024-06-20,127.75,Electronics
C0252,champion,INV02058,2024-07-17,210.72,Home
C0252,champion,INV02059,2024-06-22,215.2,Sports
C0252,champion,INV02060,2024-08-12,253.44,Sports
C0253,lost,INV02061,2023-06-12,40.34,Apparel
C0253,lost,INV02062,2023-05-18,56.24,Apparel
C0254,atrisk,INV02063,2024-05-06,54.53,Electronics
C0254,atrisk,INV02064,2024-04-24,184.1,Beauty
C0254,atrisk,INV02065,2024-04-08,217.19,Beauty
C0254,atrisk,INV02066,2024-03-07,143.53,Home
C0254,atrisk,INV02067,2024-01-11,120.33,Home
C0255,lost,INV02068,2023-09-18,48.52,Sports
C0256,atrisk,INV02069,2024-08-20,88.13,Home
C0256,atrisk,INV02070,2024-07-20,89.63,Electronics
C0256,atrisk,INV02071,2024-06-17,61.32,Home
C0256,atrisk,INV02072,2024-06-21,88.99,Apparel
C0256,atrisk,INV02073,2024-04-02,152.2,Electronics
C0256,atrisk,INV02074,2024-05-17,131.98,Apparel
C0256,atrisk,INV02075,2024-05-22,116.91,Electronics
C0257,lost,INV02076,2023-10-05,98.28,Home
C0257,lost,INV02077,2023-09-02,90.57,Electronics
C0257,lost,INV02078,2023-09-03,56.4,Apparel
C0258,atrisk,INV02079,2024-04-22,100.76,Home
C0258,atrisk,INV02080,2024-04-10,81.11,Beauty
C0258,atrisk,INV02081,2024-03-23,104.3,Electronics
C0258,atrisk,INV02082,2024-01-26,87.02,Apparel
C0258,atrisk,INV02083,2024-01-05,123.29,Sports
C0259,lost,INV02084,2023-07-31,40.29,Electronics
C0259,lost,INV02085,2023-06-25,45.48,Sports
C0260,champion,INV02086,2024-12-23,233.14,Sports
C0260,champion,INV02087,2024-11-29,154.84,Beauty
C0260,champion,INV02088,2024-10-10,133.65,Home
C0260,champion,INV02089,2024-09-30,319.27,Sports
C0260,champion,INV02090,2024-09-30,143.59,Electronics
C0260,champion,INV02091,2024-08-20,223.79,Electronics
C0260,champion,INV02092,2024-08-25,231.68,Apparel
C0260,champion,INV02093,2024-06-03,192.25,Home
C0260,champion,INV02094,2024-08-09,330.7,Electronics
C0260,champion,INV02095,2024-10-21,252.76,Beauty
C0260,champion,INV02096,2024-01-28,214.69,Beauty
C0260,champion,INV02097,2024-05-17,187.19,Home
C0260,champion,INV02098,2024-04-03,327.05,Electronics
C0260,champion,INV02099,2024-01-07,252.29,Electronics
C0260,champion,INV02100,2024-04-01,270.23,Apparel
C0260,champion,INV02101,2024-07-26,197.54,Beauty
C0260,champion,INV02102,2023-11-19,252.92,Electronics
C0260,champion,INV02103,2024-03-09,166.79,Apparel
C0260,champion,INV02104,2023-01-21,303.75,Apparel
C0260,champion,INV02105,2023-09-05,107.47,Beauty
C0261,atrisk,INV02106,2024-05-21,179.62,Home
C0261,atrisk,INV02107,2024-04-23,120.61,Sports
C0261,atrisk,INV02108,2024-04-03,210.19,Beauty
C0261,atrisk,INV02109,2024-02-09,169.23,Apparel
C0262,lost,INV02110,2023-09-07,35.02,Beauty
C0262,lost,INV02111,2023-08-20,53.6,Beauty
C0262,lost,INV02112,2023-07-07,48.32,Home
C0263,lost,INV02113,2023-07-16,51.11,Sports
C0263,lost,INV02114,2023-06-11,52.44,Home
C0263,lost,INV02115,2023-06-26,44.56,Beauty
C0264,champion,INV02116,2024-12-19,413.89,Beauty
C0264,champion,INV02117,2024-11-16,381.65,Apparel
C0264,champion,INV02118,2024-10-28,397.87,Electronics
C0264,champion,INV02119,2024-11-16,365.34,Home
C0264,champion,INV02120,2024-11-01,524.3,Electronics
C0264,champion,INV02121,2024-07-27,333.7,Electronics
C0264,champion,INV02122,2024-05-11,324.81,Home
C0264,champion,INV02123,2024-04-25,480.55,Beauty
C0264,champion,INV02124,2024-09-06,563.29,Electronics
C0264,champion,INV02125,2024-05-17,153.1,Electronics
C0264,champion,INV02126,2024-08-11,338.98,Apparel
C0264,champion,INV02127,2024-08-31,329.18,Apparel
C0264,champion,INV02128,2023-09-20,389.5,Beauty
C0264,champion,INV02129,2023-09-21,504.53,Home
C0264,champion,INV02130,2024-01-04,505.43,Electronics
C0264,champion,INV02131,2024-02-08,258.44,Home
C0264,champion,INV02132,2023-12-17,401.05,Apparel
C0264,champion,INV02133,2023-02-25,344.83,Beauty
C0264,champion,INV02134,2024-07-10,318.02,Home
C0264,champion,INV02135,2024-07-20,412.16,Beauty
C0264,champion,INV02136,2022-12-10,474.68,Home
C0264,champion,INV02137,2023-11-16,366.97,Home
C0265,potential,INV02138,2024-09-08,104.2,Apparel
C0265,potential,INV02139,2024-08-04,54.66,Beauty
C0265,potential,INV02140,2024-07-04,77.12,Sports
C0266,potential,INV02141,2024-11-24,78.35,Apparel
C0266,potential,INV02142,2024-11-13,98.67,Electronics
C0266,potential,INV02143,2024-10-25,63.41,Sports
C0266,potential,INV02144,2024-09-01,89.3,Home
C0266,potential,INV02145,2024-09-09,116.57,Sports
C0267,loyal,INV02146,2024-10-12,140.83,Apparel
C0267,loyal,INV02147,2024-10-04,94.72,Electronics
C0267,loyal,INV02148,2024-09-28,141.01,Electronics
C0267,loyal,INV02149,2024-09-21,109.86,Electronics
C0267,loyal,INV02150,2024-09-02,92.92,Beauty
C0267,loyal,INV02151,2024-04-15,135.94,Beauty
C0267,loyal,INV02152,2024-07-26,84.5,Beauty
C0267,loyal,INV02153,2024-01-20,157.05,Sports
C0267,loyal,INV02154,2024-04-27,73.0,Electronics
C0267,loyal,INV02155,2024-05-12,141.51,Sports
C0267,loyal,INV02156,2023-09-18,86.07,Electronics
C0268,potential,INV02157,2024-09-30,55.21,Home
C0268,potential,INV02158,2024-09-13,91.96,Beauty
C0268,potential,INV02159,2024-07-24,48.58,Sports
C0268,potential,INV02160,2024-06-29,69.75,Home
C0268,potential,INV02161,2024-07-24,84.69,Apparel
C0268,potential,INV02162,2024-06-17,85.97,Apparel
C0268,potential,INV02163,2024-04-21,89.46,Sports
C0269,lost,INV02164,2024-01-31,87.11,Sports
C0269,lost,INV02165,2024-01-09,70.75,Home
C0270,lost,INV02166,2023-07-19,39.6,Apparel
C0270,lost,INV02167,2023-07-03,113.26,Apparel
C0271,atrisk,INV02168,2024-05-19,179.33,Apparel
C0271,atrisk,INV02169,2024-05-08,164.08,Apparel
C0271,atrisk,INV02170,2024-03-14,178.39,Home
C0271,atrisk,INV02171,2024-03-08,261.81,Electronics
C0271,atrisk,INV02172,2024-02-17,210.16,Electronics
C0271,atrisk,INV02173,2023-12-26,130.0,Beauty
C0272,lost,INV02174,2023-12-07,53.33,Apparel
C0272,lost,INV02175,2023-11-02,34.08,Electronics
C0272,lost,INV02176,2023-10-26,55.25,Electronics
C0273,champion,INV02177,2024-12-02,277.33,Beauty
C0273,champion,INV02178,2024-11-11,475.85,Sports
C0273,champion,INV02179,2024-10-05,426.74,Sports
C0273,champion,INV02180,2024-08-16,331.4,Electronics
C0273,champion,INV02181,2024-07-03,565.58,Sports
C0273,champion,INV02182,2024-07-30,419.77,Home
C0273,champion,INV02183,2024-04-30,355.63,Sports
C0273,champion,INV02184,2024-04-01,401.05,Sports
C0273,champion,INV02185,2024-03-29,296.65,Home
C0273,champion,INV02186,2024-02-27,207.82,Electronics
C0273,champion,INV02187,2024-05-26,459.56,Beauty
C0273,champion,INV02188,2024-08-25,387.75,Home
C0273,champion,INV02189,2024-03-25,425.98,Beauty
C0273,champion,INV02190,2024-03-04,227.97,Apparel
C0273,champion,INV02191,2024-03-25,80.55,Home
C0273,champion,INV02192,2023-10-24,242.84,Electronics
C0274,potential,INV02193,2024-10-22,133.67,Electronics
C0274,potential,INV02194,2024-09-13,149.06,Apparel
C0274,potential,INV02195,2024-10-04,93.59,Sports
C0275,champion,INV02196,2024-12-03,446.77,Electronics
C0275,champion,INV02197,2024-11-06,327.2,Home
C0275,champion,INV02198,2024-11-19,285.02,Sports
C0275,champion,INV02199,2024-10-31,463.42,Apparel
C0275,champion,INV02200,2024-09-02,407.85,Home
C0275,champion,INV02201,2024-06-06,297.45,Home
C0275,champion,INV02202,2024-06-24,417.25,Apparel
C0275,champion,INV02203,2024-10-08,246.61,Beauty
C0275,champion,INV02204,2024-06-18,322.16,Apparel
C0275,champion,INV02205,2024-07-30,325.92,Sports
C0275,champion,INV02206,2023-12-09,266.6,Home
C0275,champion,INV02207,2024-04-27,412.62,Beauty
C0275,champion,INV02208,2023-08-23,338.26,Electronics
C0275,champion,INV02209,2023-11-09,452.23,Home
C0275,champion,INV02210,2024-08-13,478.8,Electronics
C0275,champion,INV02211,2023-04-28,342.37,Home
C0275,champion,INV02212,2023-10-14,442.94,Electronics
C0275,champion,INV02213,2024-08-06,397.37,Home
C0275,champion,INV02214,2024-05-19,365.3,Apparel
C0275,champion,INV02215,2023-12-08,373.73,Sports
C0276,loyal,INV02216,2024-10-20,157.03,Beauty
C0276,loyal,INV02217,2024-10-12,179.71,Home
C0276,loyal,INV02218,2024-08-19,56.6,Home
C0276,loyal,INV02219,2024-09-23,105.78,Home
C0276,loyal,INV02220,2024-05-25,116.64,Apparel
C0276,loyal,INV02221,2024-04-13,50.44,Home
C0276,loyal,INV02222,2024-04-29,146.84,Electronics
C0276,loyal,INV02223,2024-06-09,115.32,Home
C0276,loyal,INV02224,2023-12-29,208.77,Apparel
C0276,loyal,INV02225,2024-05-02,10.0,Electronics
C0276,loyal,INV02226,2024-08-11,120.94,Beauty
C0276,loyal,INV02227,2024-03-14,156.29,Electronics
C0276,loyal,INV02228,2023-10-26,167.33,Apparel
C0277,potential,INV02229,2024-09-28,177.67,Apparel
C0277,potential,INV02230,2024-09-09,161.31,Sports
C0277,potential,INV02231,2024-07-22,159.94,Electronics
C0277,potential,INV02232,2024-06-15,141.46,Sports
C0277,potential,INV02233,2024-06-20,68.24,Beauty
C0277,potential,INV02234,2024-04-01,141.95,Electronics
C0278,atrisk,INV02235,2024-07-30,105.74,Electronics
C0278,atrisk,INV02236,2024-07-16,158.95,Apparel
C0278,atrisk,INV02237,2024-06-24,244.88,Beauty
C0278,atrisk,INV02238,2024-04-19,128.11,Apparel
C0278,atrisk,INV02239,2024-03-12,197.54,Sports
C0279,loyal,INV02240,2024-12-11,123.88,Beauty
C0279,loyal,INV02241,2024-12-03,170.53,Apparel
C0279,loyal,INV02242,2024-09-28,169.79,Home
C0279,loyal,INV02243,2024-11-17,160.98,Electronics
C0279,loyal,INV02244,2024-08-01,150.24,Electronics
C0279,loyal,INV02245,2024-09-17,160.93,Sports
C0279,loyal,INV02246,2024-08-01,162.46,Beauty
C0279,loyal,INV02247,2024-10-16,88.34,Apparel
C0279,loyal,INV02248,2024-02-03,181.62,Electronics
C0279,loyal,INV02249,2024-09-12,120.17,Apparel
C0279,loyal,INV02250,2024-09-12,145.43,Electronics
C0280,atrisk,INV02251,2024-06-03,39.35,Sports
C0280,atrisk,INV02252,2024-05-01,110.65,Beauty
C0280,atrisk,INV02253,2024-04-06,235.33,Electronics
C0280,atrisk,INV02254,2024-02-19,173.47,Beauty
C0280,atrisk,INV02255,2024-04-20,262.65,Home
C0280,atrisk,INV02256,2023-12-31,203.48,Electronics
C0280,atrisk,INV02257,2024-03-23,237.27,Apparel
C0280,atrisk,INV02258,2023-10-16,200.87,Electronics
C0281,lost,INV02259,2023-12-17,70.85,Electronics
C0281,lost,INV02260,2023-11-09,67.48,Electronics
C0282,atrisk,INV02261,2024-04-06,107.7,Sports
C0282,atrisk,INV02262,2024-03-21,60.21,Beauty
C0282,atrisk,INV02263,2024-02-24,106.76,Home
C0282,atrisk,INV02264,2024-02-06,72.96,Apparel
C0282,atrisk,INV02265,2024-01-21,85.07,Apparel
C0282,atrisk,INV02266,2023-10-09,66.03,Electronics
C0282,atrisk,INV02267,2023-11-08,79.41,Apparel
C0282,atrisk,INV02268,2023-12-16,67.47,Sports
C0283,potential,INV02269,2024-09-14,125.67,Electronics
C0283,potential,INV02270,2024-08-06,151.07,Apparel
C0283,potential,INV02271,2024-07-16,142.16,Electronics
C0283,potential,INV02272,2024-06-13,133.87,Apparel
C0283,potential,INV02273,2024-07-28,102.16,Beauty
C0283,potential,INV02274,2024-05-27,86.44,Electronics
C0284,atrisk,INV02275,2024-05-28,89.41,Apparel
C0284,atrisk,INV02276,2024-04-20,108.16,Home
C0284,atrisk,INV02277,2024-04-20,30.71,Beauty
C0284,atrisk,INV02278,2024-04-16,120.09,Home
C0284,atrisk,INV02279,2024-04-06,84.62,Electronics
C0284,atrisk,INV02280,2024-01-14,84.85,Home
C0285,loyal,INV02281,2024-10-14,147.05,Home
C0285,loyal,INV02282,2024-10-06,151.17,Apparel
C0285,loyal,INV02283,2024-09-30,168.48,Home
C0285,loyal,INV02284,2024-09-17,174.93,Beauty
C0285,loyal,INV02285,2024-06-24,140.19,Home
C0285,loyal,INV02286,2024-08-10,67.71,Apparel
C0285,loyal,INV02287,2024-05-17,109.66,Apparel
C0285,loyal,INV02288,2024-02-12,132.57,Apparel
C0286,atrisk,INV02289,2024-05-11,158.54,Home
C0286,atrisk,INV02290,2024-04-08,141.82,Home
C0286,atrisk,INV02291,2024-04-05,91.64,Apparel
C0286,atrisk,INV02292,2024-04-14,181.57,Home
C0287,atrisk,INV02293,2024-03-19,84.42,Sports
C0287,atrisk,INV02294,2024-02-14,129.06,Beauty
C0287,atrisk,INV02295,2024-01-15,113.63,Home
C0287,atrisk,INV02296,2024-01-07,101.73,Apparel
C0287,atrisk,INV02297,2023-10-31,110.68,Sports
C0287,atrisk,INV02298,2023-10-06,128.17,Apparel
C0287,atrisk,INV02299,2023-11-26,46.08,Home
C0287,atrisk,INV02300,2023-08-15,174.38,Electronics
C0287,atrisk,INV02301,2023-12-22,122.65,Apparel
C0288,champion,INV02302,2024-12-19,305.84,Apparel
C0288,champion,INV02303,2024-11-18,323.56,Apparel
C0288,champion,INV02304,2024-10-16,128.57,Apparel
C0288,champion,INV02305,2024-11-01,350.82,Home
C0288,champion,INV02306,2024-07-16,321.87,Electronics
C0288,champion,INV02307,2024-08-06,371.71,Electronics
C0288,champion,INV02308,2024-07-04,352.02,Electronics
C0288,champion,INV02309,2024-05-09,246.98,Home
C0288,champion,INV02310,2024-02-19,392.73,Apparel
C0288,champion,INV02311,2024-05-26,368.19,Electronics
C0288,champion,INV02312,2024-08-11,301.28,Beauty
C0288,champion,INV02313,2024-04-10,337.32,Sports
C0288,champion,INV02314,2024-09-02,425.38,Home
C0288,champion,INV02315,2023-12-21,313.98,Home
C0288,champion,INV02316,2024-06-06,408.84,Apparel
C0288,champion,INV02317,2024-08-06,253.91,Sports
C0288,champion,INV02318,2023-12-17,328.93,Home
C0288,champion,INV02319,2023-10-21,279.03,Electronics
C0288,champion,INV02320,2023-05-05,434.65,Electronics
C0288,champion,INV02321,2023-07-06,273.9,Home
C0288,champion,INV02322,2023-01-19,358.05,Home
C0288,champion,INV02323,2024-02-29,336.86,Electronics
C0288,champion,INV02324,2023-12-11,238.08,Apparel
C0288,champion,INV02325,2023-08-24,391.12,Beauty
C0288,champion,INV02326,2023-01-23,327.98,Electronics
C0288,champion,INV02327,2024-06-27,204.62,Electronics
C0288,champion,INV02328,2023-06-22,301.78,Home
C0289,champion,INV02329,2024-12-21,250.12,Home
C0289,champion,INV02330,2024-12-06,486.92,Sports
C0289,champion,INV02331,2024-10-12,485.57,Apparel
C0289,champion,INV02332,2024-09-01,424.95,Apparel
C0289,champion,INV02333,2024-09-20,262.1,Beauty
C0289,champion,INV02334,2024-11-16,484.88,Apparel
C0289,champion,INV02335,2024-05-01,522.85,Home
C0289,champion,INV02336,2024-05-04,486.27,Apparel
C0289,champion,INV02337,2024-03-08,466.49,Electronics
C0289,champion,INV02338,2024-07-12,478.14,Electronics
C0289,champion,INV02339,2024-08-03,453.15,Home
C0289,champion,INV02340,2024-03-10,289.05,Home
C0289,champion,INV02341,2023-12-03,491.62,Beauty
C0289,champion,INV02342,2024-02-13,331.71,Electronics
C0289,champion,INV02343,2024-01-20,285.33,Apparel
C0289,champion,INV02344,2023-10-28,213.93,Apparel
C0290,loyal,INV02345,2024-12-16,275.13,Beauty
C0290,loyal,INV02346,2024-11-30,193.67,Electronics
C0290,loyal,INV02347,2024-11-28,139.68,Home
C0290,loyal,INV02348,2024-11-13,169.58,Apparel
C0290,loyal,INV02349,2024-08-10,222.39,Beauty
C0290,loyal,INV02350,2024-11-01,142.31,Home
C0290,loyal,INV02351,2024-05-26,143.14,Sports
C0291,lost,INV02352,2023-09-09,75.09,Home
C0291,lost,INV02353,2023-08-23,81.72,Electronics
C0291,lost,INV02354,2023-08-18,69.74,Electronics
C0292,potential,INV02355,2024-11-12,104.65,Sports
C0292,potential,INV02356,2024-11-03,52.59,Sports
C0292,potential,INV02357,2024-08-30,92.15,Home
C0292,potential,INV02358,2024-08-23,127.24,Sports
C0292,potential,INV02359,2024-09-17,120.53,Electronics
C0292,potential,INV02360,2024-06-05,106.64,Apparel
C0293,lost,INV02361,2023-11-06,73.68,Electronics
C0293,lost,INV02362,2023-10-18,58.21,Sports
C0294,loyal,INV02363,2024-11-08,175.56,Home
C0294,loyal,INV02364,2024-10-14,182.54,Electronics
C0294,loyal,INV02365,2024-08-24,155.7,Electronics
C0294,loyal,INV02366,2024-08-07,78.59,Apparel
C0294,loyal,INV02367,2024-09-17,160.88,Electronics
C0294,loyal,INV02368,2024-06-11,112.28,Electronics
C0294,loyal,INV02369,2024-04-12,90.35,Apparel
C0294,loyal,INV02370,2024-03-01,140.54,Beauty
C0294,loyal,INV02371,2024-02-10,169.83,Apparel
C0294,loyal,INV02372,2023-12-29,88.89,Electronics
C0294,loyal,INV02373,2024-04-22,118.34,Home
C0295,loyal,INV02374,2024-10-15,50.79,Home
C0295,loyal,INV02375,2024-10-03,112.46,Sports
C0295,loyal,INV02376,2024-08-20,122.05,Electronics
C0295,loyal,INV02377,2024-07-08,109.61,Home
C0295,loyal,INV02378,2024-07-11,136.13,Home
C0295,loyal,INV02379,2024-04-13,128.13,Beauty
C0295,loyal,INV02380,2024-04-30,146.1,Sports
C0295,loyal,INV02381,2024-01-16,140.99,Electronics
C0295,loyal,INV02382,2024-01-17,152.85,Sports
C0295,loyal,INV02383,2023-11-17,166.36,Sports
C0295,loyal,INV02384,2023-09-21,71.3,Sports
C0295,loyal,INV02385,2023-12-12,118.88,Electronics
C0296,lost,INV02386,2023-09-30,76.02,Home
C0296,lost,INV02387,2023-08-30,102.69,Home
C0297,potential,INV02388,2024-10-17,55.98,Electronics
C0297,potential,INV02389,2024-09-09,57.07,Beauty
C0297,potential,INV02390,2024-08-04,91.87,Apparel
C0297,potential,INV02391,2024-08-15,83.84,Apparel
C0297,potential,INV02392,2024-06-27,123.3,Apparel
C0297,potential,INV02393,2024-04-05,58.35,Apparel
C0298,potential,INV02394,2024-10-19,159.91,Apparel
C0298,potential,INV02395,2024-10-02,91.9,Home
C0298,potential,INV02396,2024-09-13,135.53,Electronics
C0298,potential,INV02397,2024-06-30,85.72,Home
C0299,atrisk,INV02398,2024-05-19,129.53,Electronics
C0299,atrisk,INV02399,2024-04-10,121.43,Beauty
C0299,atrisk,INV02400,2024-03-28,131.17,Home
C0299,atrisk,INV02401,2024-04-28,107.14,Home
C0299,atrisk,INV02402,2024-04-09,125.24,Beauty
C0299,atrisk,INV02403,2023-11-11,114.49,Home
C0300,loyal,INV02404,2024-11-18,167.51,Apparel
C0300,loyal,INV02405,2024-10-15,173.44,Beauty
C0300,loyal,INV02406,2024-10-13,191.37,Home
C0300,loyal,INV02407,2024-09-16,140.6,Home
C0300,loyal,INV02408,2024-06-19,80.43,Apparel
C0300,loyal,INV02409,2024-07-26,223.87,Apparel
C0300,loyal,INV02410,2024-07-21,157.28,Electronics
C0300,loyal,INV02411,2024-07-08,130.82,Home
C0301,champion,INV02412,2024-12-21,415.12,Electronics
C0301,champion,INV02413,2024-11-15,303.09,Home
C0301,champion,INV02414,2024-10-04,601.38,Home
C0301,champion,INV02415,2024-10-07,432.08,Beauty
C0301,champion,INV02416,2024-11-15,256.47,Electronics
C0301,champion,INV02417,2024-09-22,599.41,Home
C0301,champion,INV02418,2024-09-28,407.08,Beauty
C0301,champion,INV02419,2024-09-07,315.18,Beauty
C0301,champion,INV02420,2024-05-27,258.99,Apparel
C0301,champion,INV02421,2024-06-06,521.63,Apparel
C0301,champion,INV02422,2024-05-05,619.87,Electronics
C0301,champion,INV02423,2024-06-06,309.28,Sports
C0301,champion,INV02424,2024-07-30,446.7,Apparel
C0301,champion,INV02425,2023-11-01,416.28,Home
C0301,champion,INV02426,2023-07-22,472.88,Apparel
C0301,champion,INV02427,2023-07-15,463.21,Home
C0301,champion,INV02428,2024-02-21,317.87,Beauty
C0301,champion,INV02429,2023-07-13,368.05,Apparel
C0301,champion,INV02430,2024-03-08,219.07,Electronics
C0301,champion,INV02431,2024-05-07,286.49,Home
C0301,champion,INV02432,2023-04-11,297.62,Apparel
C0301,champion,INV02433,2023-06-03,367.9,Apparel
C0301,champion,INV02434,2024-07-20,365.32,Home
C0301,champion,INV02435,2023-12-19,402.39,Apparel
C0301,champion,INV02436,2023-07-12,249.08,Sports
C0302,potential,INV02437,2024-10-07,49.65,Beauty
C0302,potential,INV02438,2024-09-14,53.66,Electronics
C0302,potential,INV02439,2024-08-06,135.96,Beauty
C0302,potential,INV02440,2024-08-26,93.61,Electronics
C0303,loyal,INV02441,2024-10-21,152.53,Home
C0303,loyal,INV02442,2024-09-15,177.99,Sports
C0303,loyal,INV02443,2024-09-15,137.19,Beauty
C0303,loyal,INV02444,2024-07-05,97.63,Beauty
C0303,loyal,INV02445,2024-05-30,182.42,Beauty
C0303,loyal,INV02446,2024-09-16,167.27,Home
C0304,potential,INV02447,2024-10-26,118.79,Electronics
C0304,potential,INV02448,2024-10-12,91.18,Electronics
C0304,potential,INV02449,2024-08-25,85.54,Electronics
C0305,loyal,INV02450,2024-10-24,312.58,Electronics
C0305,loyal,INV02451,2024-09-26,132.02,Electronics
C0305,loyal,INV02452,2024-09-20,179.71,Electronics
C0305,loyal,INV02453,2024-08-22,225.1,Beauty
C0305,loyal,INV02454,2024-09-18,177.61,Beauty
C0305,loyal,INV02455,2024-04-17,174.44,Home
C0305,loyal,INV02456,2024-07-14,226.29,Electronics
C0305,loyal,INV02457,2024-07-25,216.82,Home
C0305,loyal,INV02458,2024-05-25,212.82,Electronics
C0305,loyal,INV02459,2024-03-04,232.02,Sports
C0305,loyal,INV02460,2024-01-08,255.81,Electronics
C0305,loyal,INV02461,2024-05-01,192.75,Beauty
C0305,loyal,INV02462,2023-07-14,215.41,Apparel
C0306,atrisk,INV02463,2024-08-01,146.19,Home
C0306,atrisk,INV02464,2024-06-28,179.23,Home
C0306,atrisk,INV02465,2024-05-31,152.82,Electronics
C0306,atrisk,INV02466,2024-07-08,140.67,Electronics
C0306,atrisk,INV02467,2024-03-14,215.81,Home
C0306,atrisk,INV02468,2024-01-24,175.75,Home
C0306,atrisk,INV02469,2023-12-11,166.39,Electronics
C0306,atrisk,INV02470,2024-02-08,217.53,Beauty
C0307,potential,INV02471,2024-11-07,101.92,Electronics
C0307,potential,INV02472,2024-10-22,118.98,Electronics
C0307,potential,INV02473,2024-09-28,133.2,Home
C0307,potential,INV02474,2024-10-14,87.83,Apparel
C0307,potential,INV02475,2024-10-02,83.35,Sports
C0307,potential,INV02476,2024-08-29,90.58,Home
C0307,potential,INV02477,2024-08-03,146.85,Electronics
C0308,lost,INV02478,2023-12-08,51.92,Sports
C0308,lost,INV02479,2023-11-08,83.6,Electronics
C0308,lost,INV02480,2023-11-16,48.97,Home
C0309,potential,INV02481,2024-10-30,105.31,Sports
C0309,potential,INV02482,2024-10-09,125.77,Home
C0309,potential,INV02483,2024-08-29,83.0,Beauty
C0309,potential,INV02484,2024-08-19,89.81,Apparel
C0310,loyal,INV02485,2024-12-10,97.85,Beauty
C0310,loyal,INV02486,2024-11-04,258.28,Home
C0310,loyal,INV02487,2024-10-03,174.11,Beauty
C0310,loyal,INV02488,2024-09-23,120.99,Beauty
C0310,loyal,INV02489,2024-10-19,218.86,Apparel
C0310,loyal,INV02490,2024-08-22,186.14,Home
C0310,loyal,INV02491,2024-09-05,213.03,Beauty
C0310,loyal,INV02492,2024-08-06,63.36,Electronics
C0310,loyal,INV02493,2024-04-30,216.71,Beauty
C0310,loyal,INV02494,2024-08-06,216.17,Electronics
C0310,loyal,INV02495,2024-05-14,122.93,Sports
C0310,loyal,INV02496,2024-02-28,175.74,Apparel
C0310,loyal,INV02497,2023-10-05,302.43,Sports
