customer_id,recency,frequency,monetary,cluster,label
C0615,75,10,1656.65,0,Lost / Inactive
C0616,10,25,4558.77,1,Champion
C0617,70,8,1213.34,0,Lost / Inactive
C0618,286,2,197.85,0,Lost / Inactive
C0619,254,9,1640.86,0,Lost / Inactive
C0620,54,9,1170.71,0,Lost / Inactive
C0621,37,9,1000.82,0,Lost / Inactive
C0622,24,16,5122.34,1,Champion
C0623,4,23,4383.8,1,Champion
C0624,131,7,1116.59,0,Lost / Inactive
C0625,46,6,512.47,0,Lost / Inactive
C0626,496,2,63.03,0,Lost / Inactive
C0627,50,7,767.76,0,Lost / Inactive
C0628,460,3,110.71,0,Lost / Inactive
C0629,41,6,659.0,0,Lost / Inactive
C0630,12,28,5166.84,1,Champion
C0631,20,14,4805.13,1,Champion
C0632,46,11,1207.84,0,Lost / Inactive
C0633,339,2,141.09,0,Lost / Inactive
C0634,49,6,427.06,0,Lost / Inactive
C0635,12,13,4548.47,1,Champion
C0636,58,13,2711.6,0,Lost / Inactive
C0637,25,18,6628.17,1,Champion
C0638,105,4,352.92,0,Lost / Inactive
C0639,371,2,139.3,0,Lost / Inactive
C0640,73,7,1022.23,0,Lost / Inactive
C0641,153,7,618.23,0,Lost / Inactive
C0642,85,6,711.07,0,Lost / Inactive
C0643,168,9,1509.46,0,Lost / Inactive
C0644,628,3,310.78,0,Lost / Inactive
C0645,55,12,2571.19,0,Lost / Inactive
C0646,19,29,7961.53,1,Champion
C0647,35,14,2548.12,0,Lost / Inactive
C0648,14,14,3897.13,1,Champion
C0649,236,5,731.03,0,Lost / Inactive
C0650,428,1,33.31,0,Lost / Inactive
C0651,35,12,2138.57,0,Lost / Inactive
C0652,3,21,6972.0,1,Champion
C0653,103,4,353.44,0,Lost / Inactive
C0654,44,6,598.99,0,Lost / Inactive
C0655,7,26,6048.25,1,Champion
C0656,97,6,296.83,0,Lost / Inactive
C0657,16,21,4079.73,1,Champion
C0658,649,3,112.2,0,Lost / Inactive
C0659,648,3,151.41,0,Lost / Inactive
C0660,39,10,1132.85,0,Lost / Inactive
C0661,13,23,6797.67,1,Champion
C0662,18,12,2353.61,0,Lost / Inactive
C0663,62,5,350.24,0,Lost / Inactive
C0664,18,14,2942.78,0,Lost / Inactive
C0665,24,28,10012.96,1,Champion
C0666,87,8,1118.47,0,Lost / Inactive
C0667,46,5,509.56,0,Lost / Inactive
C0668,39,3,195.09,0,Lost / Inactive
C0669,91,4,305.4,0,Lost / Inactive
C0670,43,14,2003.94,0,Lost / Inactive
C0671,499,1,33.52,0,Lost / Inactive
C0672,127,5,892.59,0,Lost / Inactive
C0673,277,3,148.04,0,Lost / Inactive
C0674,383,1,71.02,0,Lost / Inactive
C0675,113,7,783.63,0,Lost / Inactive
C0676,568,2,127.24,0,Lost / Inactive
C0677,74,8,1077.83,0,Lost / Inactive
C0678,7,22,6606.92,1,Champion
C0679,15,22,5108.16,1,Champion
C0680,91,3,249.22,0,Lost / Inactive
C0681,44,4,274.09,0,Lost / Inactive
C0682,73,10,1017.27,0,Lost / Inactive
C0683,86,4,582.06,0,Lost / Inactive
C0684,85,7,499.65,0,Lost / Inactive
C0685,15,14,2034.33,0,Lost / Inactive
C0686,38,6,1072.42,0,Lost / Inactive
C0687,292,5,851.51,0,Lost / Inactive
C0688,22,12,4349.25,1,Champion
C0689,224,5,845.35,0,Lost / Inactive
C0690,31,8,1360.86,0,Lost / Inactive
C0691,89,8,1249.82,0,Lost / Inactive
C0692,12,21,7033.03,1,Champion
C0693,24,14,2520.02,0,Lost / Inactive
C0694,6,23,4512.01,1,Champion
C0695,55,10,1143.68,0,Lost / Inactive
C0696,80,3,276.0,0,Lost / Inactive
C0697,292,3,270.12,0,Lost / Inactive
C0698,115,5,710.04,0,Lost / Inactive
C0699,19,29,6280.77,1,Champion
C0700,719,1,79.62,0,Lost / Inactive
C0701,54,3,363.84,0,Lost / Inactive
C0702,88,4,630.97,0,Lost / Inactive
C0703,61,7,715.26,0,Lost / Inactive
C0704,174,7,520.67,0,Lost / Inactive
C0705,125,7,625.64,0,Lost / Inactive
C0706,218,9,1326.07,0,Lost / Inactive
C0707,378,2,143.61,0,Lost / Inactive
C0708,84,5,494.51,0,Lost / Inactive
C0709,23,24,5919.68,1,Champion
C0710,72,8,1657.86,0,Lost / Inactive
C0711,618,1,81.37,0,Lost / Inactive
C0712,97,6,777.4,0,Lost / Inactive
C0713,27,20,6810.04,1,Champion
C0714,317,2,207.42,0,Lost / Inactive
C0715,65,4,433.14,0,Lost / Inactive
C0716,103,3,268.26,0,Lost / Inactive
C0717,2,19,4637.93,1,Champion
C0718,27,7,699.56,0,Lost / Inactive
C0719,83,7,828.72,0,Lost / Inactive
C0720,527,2,45.14,0,Lost / Inactive
C0721,550,1,30.65,0,Lost / Inactive
C0722,343,3,149.47,0,Lost / Inactive
C0723,90,3,283.41,0,Lost / Inactive
C0724,111,3,235.98,0,Lost / Inactive
C0725,12,20,5354.61,1,Champion
C0726,64,7,840.06,0,Lost / Inactive
C0727,101,7,1050.27,0,Lost / Inactive
C0728,206,7,896.08,0,Lost / Inactive
C0729,54,7,789.62,0,Lost / Inactive
C0730,93,6,434.05,0,Lost / Inactive
C0731,60,3,245.86,0,Lost / Inactive
C0732,30,6,1270.92,0,Lost / Inactive
C0733,236,5,524.81,0,Lost / Inactive
C0734,82,13,1810.3,0,Lost / Inactive
C0735,421,2,126.05,0,Lost / Inactive
C0736,71,13,1766.25,0,Lost / Inactive
C0737,110,4,225.78,0,Lost / Inactive
C0738,50,11,1387.34,0,Lost / Inactive
C0739,101,6,506.76,0,Lost / Inactive
C0740,41,7,862.44,0,Lost / Inactive
C0741,63,8,1180.7,0,Lost / Inactive
C0742,53,7,1430.43,0,Lost / Inactive
C0743,85,3,274.92,0,Lost / Inactive
C0744,90,6,355.39,0,Lost / Inactive
C0745,15,29,5483.19,1,Champion
C0746,356,2,206.73,0,Lost / Inactive
C0747,49,12,2095.67,0,Lost / Inactive
C0748,35,13,2766.36,0,Lost / Inactive
C0749,60,8,1555.19,0,Lost / Inactive
C0750,65,10,1698.21,0,Lost / Inactive
C0751,171,4,467.92,0,Lost / Inactive
C0752,293,5,986.62,0,Lost / Inactive
C0753,81,14,1585.89,0,Lost / Inactive
C0754,73,3,312.98,0,Lost / Inactive
C0755,6,24,5911.65,1,Champion
C0756,48,6,589.54,0,Lost / Inactive
C0757,119,7,759.12,0,Lost / Inactive
C0758,77,6,651.86,0,Lost / Inactive
C0759,430,2,52.27,0,Lost / Inactive
C0760,16,19,7260.8,1,Champion
C0761,26,20,6100.35,1,Champion
C0762,104,3,262.5,0,Lost / Inactive
C0763,578,2,187.36,0,Lost / Inactive
C0764,53,9,1084.46,0,Lost / Inactive
C0765,107,6,602.07,0,Lost / Inactive
C0766,66,6,600.2,0,Lost / Inactive
C0767,65,13,1784.21,0,Lost / Inactive
C0768,548,1,82.52,0,Lost / Inactive
C0769,59,7,416.4,0,Lost / Inactive
C0770,439,1,59.57,0,Lost / Inactive
C0771,9,19,7678.56,1,Champion
C0772,173,7,1125.43,0,Lost / Inactive
C0773,595,1,52.24,0,Lost / Inactive
C0774,474,2,103.29,0,Lost / Inactive
C0775,40,6,740.25,0,Lost / Inactive
C0776,103,6,625.37,0,Lost / Inactive
C0777,347,3,212.39,0,Lost / Inactive
C0778,75,7,1352.38,0,Lost / Inactive
C0779,40,7,614.32,0,Lost / Inactive
C0780,55,6,1150.59,0,Lost / Inactive
C0781,82,4,350.95,0,Lost / Inactive
C0782,9,12,3824.03,1,Champion
C0783,16,14,3128.82,1,Champion
C0784,222,9,1513.12,0,Lost / Inactive
C0785,101,3,458.51,0,Lost / Inactive
C0786,278,9,981.79,0,Lost / Inactive
C0787,289,7,901.82,0,Lost / Inactive
C0788,437,2,174.62,0,Lost / Inactive
C0789,58,7,599.56,0,Lost / Inactive
C0790,47,9,851.35,0,Lost / Inactive
C0791,72,12,1337.62,0,Lost / Inactive
C0792,46,6,473.24,0,Lost / Inactive
C0793,110,5,492.69,0,Lost / Inactive
C0794,37,14,2585.05,0,Lost / Inactive
C0795,52,6,404.37,0,Lost / Inactive
C0796,36,9,978.77,0,Lost / Inactive
C0797,141,8,667.93,0,Lost / Inactive
C0798,12,14,4363.62,1,Champion
C0799,632,1,57.41,0,Lost / Inactive
C0800,20,11,1296.26,0,Lost / Inactive
C0801,61,4,335.2,0,Lost / Inactive
C0802,102,3,313.5,0,Lost / Inactive
C0803,549,1,42.28,0,Lost / Inactive
C0804,57,9,1084.67,0,Lost / Inactive
C0805,103,4,460.07,0,Lost / Inactive
C0806,133,6,854.92,0,Lost / Inactive
C0807,14,27,10682.32,1,Champion
C0808,75,6,429.76,0,Lost / Inactive
C0809,47,5,587.84,0,Lost / Inactive
C0810,270,5,901.5,0,Lost / Inactive
C0811,530,2,94.65,0,Lost / Inactive
C0812,134,4,413.97,0,Lost / Inactive
C0813,720,3,169.15,0,Lost / Inactive
C0814,245,9,1422.03,0,Lost / Inactive
C0815,108,5,454.01,0,Lost / Inactive
C0816,80,3,375.02,0,Lost / Inactive
C0817,94,3,268.68,0,Lost / Inactive
C0818,18,12,2632.68,0,Lost / Inactive
C0819,48,14,1450.86,0,Lost / Inactive
C0820,174,9,945.15,0,Lost / Inactive
C0821,59,3,299.16,0,Lost / Inactive
C0822,283,9,1039.72,0,Lost / Inactive
C0823,3,24,6571.03,1,Champion
C0824,68,5,438.17,0,Lost / Inactive
C0825,59,4,516.88,0,Lost / Inactive
C0826,81,9,884.25,0,Lost / Inactive
C0827,57,8,1322.76,0,Lost / Inactive
C0828,117,6,635.62,0,Lost / Inactive
C0829,82,11,1322.87,0,Lost / Inactive
C0830,49,7,637.02,0,Lost / Inactive
C0831,400,3,220.77,0,Lost / Inactive
C0832,24,17,5223.24,1,Champion
C0833,7,15,5091.07,1,Champion
C0834,598,1,48.22,0,Lost / Inactive
C0835,16,11,1681.45,0,Lost / Inactive
C0836,244,5,628.88,0,Lost / Inactive
C0837,722,2,96.72,0,Lost / Inactive
C0838,484,1,80.0,0,Lost / Inactive
C0839,52,4,457.39,0,Lost / Inactive
C0840,18,12,2287.82,0,Lost / Inactive
C0841,657,1,83.78,0,Lost / Inactive
C0842,114,7,778.84,0,Lost / Inactive
C0843,53,5,299.62,0,Lost / Inactive
C0844,77,6,1036.72,0,Lost / Inactive
C0845,58,10,1176.75,0,Lost / Inactive
C0846,185,6,1040.81,0,Lost / Inactive
C0847,296,6,924.0,0,Lost / Inactive
C0848,726,1,51.45,0,Lost / Inactive
C0849,92,7,677.96,0,Lost / Inactive
C0850,80,5,337.22,0,Lost / Inactive
C0851,617,3,188.39,0,Lost / Inactive
C0852,35,8,1833.02,0,Lost / Inactive
C0853,61,10,1266.73,0,Lost / Inactive
C0854,27,14,3825.93,1,Champion
C0855,23,22,4685.69,1,Champion
C0856,107,7,645.65,0,Lost / Inactive
C0857,564,1,39.7,0,Lost / Inactive
C0858,116,7,861.1,0,Lost / Inactive
C0859,97,6,518.18,0,Lost / Inactive
C0860,135,4,618.6,0,Lost / Inactive
C0861,53,6,667.86,0,Lost / Inactive
C0862,559,3,175.48,0,Lost / Inactive
C0863,76,7,1344.79,0,Lost / Inactive
C0864,69,10,1412.22,0,Lost / Inactive
C0865,106,3,236.4,0,Lost / Inactive
C0866,47,4,318.57,0,Lost / Inactive
C0867,656,2,134.26,0,Lost / Inactive
C0868,291,5,547.87,0,Lost / Inactive
C0869,267,4,576.86,0,Lost / Inactive
C0870,78,14,1945.28,0,Lost / Inactive
C0871,12,29,11018.13,1,Champion
C0872,72,5,326.8,0,Lost / Inactive
C0873,80,7,922.48,0,Lost / Inactive
C0874,89,14,2827.23,0,Lost / Inactive
C0875,9,25,10361.05,1,Champion
C0876,33,7,742.57,0,Lost / Inactive
C0877,277,8,663.3,0,Lost / Inactive
C0878,623,1,91.97,0,Lost / Inactive
C0879,330,3,293.75,0,Lost / Inactive
C0880,16,9,1800.99,0,Lost / Inactive
C0881,48,10,1647.41,0,Lost / Inactive
C0882,645,2,146.6,0,Lost / Inactive
C0883,622,1,50.41,0,Lost / Inactive
C0884,79,9,1487.1,0,Lost / Inactive
C0885,22,12,2114.71,0,Lost / Inactive
C0886,103,5,461.58,0,Lost / Inactive
C0887,1,13,3038.27,0,Lost / Inactive
C0888,44,10,1957.92,0,Lost / Inactive
C0889,32,4,216.95,0,Lost / Inactive
C0890,358,1,33.93,0,Lost / Inactive
C0891,26,17,4100.62,1,Champion
C0892,277,9,769.41,0,Lost / Inactive
C0893,67,5,281.83,0,Lost / Inactive
C0894,222,9,548.4,0,Lost / Inactive
C0895,78,3,238.22,0,Lost / Inactive
C0896,49,5,582.21,0,Lost / Inactive
C0897,25,22,5189.76,1,Champion
C0898,181,7,620.91,0,Lost / Inactive
C0899,702,1,48.83,0,Lost / Inactive
C0900,463,1,78.07,0,Lost / Inactive
C0901,95,6,455.93,0,Lost / Inactive
C0902,234,7,1299.61,0,Lost / Inactive
C0903,269,9,956.89,0,Lost / Inactive
C0904,32,4,338.95,0,Lost / Inactive
C0905,17,13,4739.29,1,Champion
C0906,703,3,219.53,0,Lost / Inactive
C0907,226,8,1199.28,0,Lost / Inactive
C0908,227,5,429.01,0,Lost / Inactive
C0909,23,14,3004.48,0,Lost / Inactive
C0910,44,12,1122.58,0,Lost / Inactive
C0911,38,9,1496.55,0,Lost / Inactive
C0912,38,13,2013.59,0,Lost / Inactive
C0913,22,25,8857.6,1,Champion
C0914,195,5,574.47,0,Lost / Inactive
C0915,278,2,131.82,0,Lost / Inactive
C0916,19,16,5715.71,1,Champion
C0917,623,2,123.16,0,Lost / Inactive
C0918,58,6,745.96,0,Lost / Inactive
C0919,117,3,350.88,0,Lost / Inactive
C0920,57,3,169.08,0,Lost / Inactive
C0921,190,5,600.77,0,Lost / Inactive
C0922,585,3,119.86,0,Lost / Inactive
C0923,27,27,7129.52,1,Champion
C0924,655,3,227.93,0,Lost / Inactive
C0925,77,5,534.09,0,Lost / Inactive
C0926,632,3,243.07,0,Lost / Inactive
C0927,39,5,416.2,0,Lost / Inactive
C0928,277,6,744.83,0,Lost / Inactive
C0929,80,11,1848.62,0,Lost / Inactive
C0930,115,6,428.59,0,Lost / Inactive
C0931,35,5,357.83,0,Lost / Inactive
C0932,54,13,2430.94,0,Lost / Inactive
C0933,207,5,604.35,0,Lost / Inactive
C0934,185,9,1306.58,0,Lost / Inactive
C0935,35,6,980.85,0,Lost / Inactive
C0936,267,6,683.85,0,Lost / Inactive
C0937,79,6,357.6,0,Lost / Inactive
C0938,176,4,441.75,0,Lost / Inactive
C0939,65,6,760.74,0,Lost / Inactive
C0940,17,26,5414.07,1,Champion
C0941,430,2,144.24,0,Lost / Inactive
C0942,722,1,54.98,0,Lost / Inactive
C0943,64,14,2010.03,0,Lost / Inactive
C0944,43,10,1631.25,0,Lost / Inactive
C0945,27,27,5100.53,1,Champion
C0946,173,4,485.06,0,Lost / Inactive
C0947,557,3,107.06,0,Lost / Inactive
C0948,429,1,89.1,0,Lost / Inactive
C0949,163,4,557.85,0,Lost / Inactive
C0950,40,5,267.77,0,Lost / Inactive
C0951,302,2,120.57,0,Lost / Inactive
C0952,247,5,663.81,0,Lost / Inactive
C0953,39,4,340.09,0,Lost / Inactive
C0954,209,4,564.48,0,Lost / Inactive
C0955,532,3,158.06,0,Lost / Inactive
C0956,231,9,1489.68,0,Lost / Inactive
C0957,293,3,111.59,0,Lost / Inactive
C0958,11,19,6919.65,1,Champion
C0959,57,7,1562.14,0,Lost / Inactive
C0960,1,22,7392.08,1,Champion
C0961,633,2,214.26,0,Lost / Inactive
C0962,93,4,419.91,0,Lost / Inactive
C0963,52,12,1780.05,0,Lost / Inactive
C0964,13,20,7297.86,1,Champion
C0965,577,1,70.99,0,Lost / Inactive
C0966,34,4,387.66,0,Lost / Inactive
C0967,22,28,6200.97,1,Champion
C0968,3,28,10605.06,1,Champion
C0969,440,3,163.84,0,Lost / Inactive
C0970,102,6,377.04,0,Lost / Inactive
C0971,92,6,626.8,0,Lost / Inactive
C0972,359,2,116.39,0,Lost / Inactive
C0973,190,7,1018.53,0,Lost / Inactive
C0974,324,3,296.86,0,Lost / Inactive
C0975,181,7,969.13,0,Lost / Inactive
C0976,216,5,758.54,0,Lost / Inactive
C0977,10,22,8589.09,1,Champion
C0978,279,9,1321.5,0,Lost / Inactive
C0979,335,1,57.16,0,Lost / Inactive
C0980,497,2,95.43,0,Lost / Inactive
C0981,32,7,818.83,0,Lost / Inactive
C0982,728,1,90.44,0,Lost / Inactive
C0983,490,1,27.5,0,Lost / Inactive
C0984,91,7,787.3,0,Lost / Inactive
C0985,21,8,1097.23,0,Lost / Inactive
C0986,78,7,763.59,0,Lost / Inactive
C0987,244,4,829.22,0,Lost / Inactive
C0988,85,10,1876.86,0,Lost / Inactive
C0989,45,3,392.43,0,Lost / Inactive
C0990,654,1,74.34,0,Lost / Inactive
C0991,16,24,9121.3,1,Champion
C0992,103,6,406.81,0,Lost / Inactive
C0993,10,19,4379.04,1,Champion
C0994,110,5,407.53,0,Lost / Inactive
C0995,28,27,9155.59,1,Champion
C0996,18,18,4028.95,1,Champion
C0997,77,6,542.02,0,Lost / Inactive
C0998,419,1,56.73,0,Lost / Inactive
C0999,287,8,1301.72,0,Lost / Inactive
C1000,303,1,28.56,0,Lost / Inactive
