order_id,date,supplier,category,warehouse,order_qty,unit_cost,order_value,lead_time_days,expected_lead_days,on_time_delivery,defect_qty,defect_rate
ORD0256,2025-07-03,Pacific Produce,Produce,Dandenong,366,3.5,1286.41,5,2,0,10,0.1
ORD0257,2025-07-24,SnackHouse,Snacks,Dandenong,241,2.1,500.92,7,5,0,3,0.03
ORD0258,2025-08-12,FreshFarm Co,Produce,Dandenong,351,3.5,1261.01,1,2,1,7,0.07
ORD0259,2025-06-17,SeaFresh,Frozen,Dandenong,96,6.5,607.48,4,3,1,3,0.03
ORD0260,2025-11-14,SeaFresh,Frozen,Dandenong,69,6.5,429.36,5,3,0,3,0.03
ORD0261,2025-11-18,Aussie Meats,Meat,Tullamarine,259,12.0,3212.35,1,2,1,8,0.08
ORD0262,2025-06-06,VicGreens,Produce,Dandenong,472,3.5,1695.57,2,2,0,7,0.07
ORD0263,2025-07-31,VicGreens,Produce,Dandenong,118,3.5,433.44,1,2,0,6,0.06
ORD0264,2025-10-15,Aussie Meats,Meat,Tullamarine,297,12.0,3551.55,3,2,1,6,0.06
ORD0265,2025-08-16,ColdChain Dairy,Dairy,Tullamarine,90,4.2,363.04,1,1,1,5,0.05
ORD0266,2025-08-17,VicGreens,Produce,Dandenong,291,3.5,998.52,1,2,0,10,0.1
ORD0267,2025-10-04,VicGreens,Produce,Tullamarine,75,3.5,262.14,1,2,1,6,0.06
ORD0268,2025-11-26,Pacific Produce,Produce,Laverton,291,3.5,976.54,3,2,1,8,0.08
ORD0269,2025-09-05,GrocerPlus,Snacks,Tullamarine,417,2.1,836.09,6,5,0,0,0.0
ORD0270,2025-09-04,Pacific Produce,Produce,Tullamarine,434,3.5,1521.55,1,2,1,6,0.06
ORD0271,2025-11-27,Pacific Produce,Produce,Tullamarine,393,3.5,1350.24,2,2,1,6,0.06
ORD0272,2025-09-07,GrocerPlus,Snacks,Laverton,345,2.1,735.26,7,5,0,3,0.03
ORD0273,2025-11-23,FreshFarm Co,Produce,Dandenong,400,3.5,1390.71,4,2,0,2,0.02
ORD0274,2025-06-05,FreshFarm Co,Produce,Tullamarine,192,3.5,702.48,2,2,1,4,0.04
ORD0275,2025-10-20,GrocerPlus,Snacks,Dandenong,219,2.1,444.71,7,5,0,6,0.06
ORD0276,2025-11-15,GrocerPlus,Snacks,Dandenong,328,2.1,678.79,5,5,0,0,0.0
ORD0277,2025-11-18,BakeryDirect,Bakery,Tullamarine,367,2.8,1046.55,1,1,1,5,0.05
ORD0278,2025-09-03,Aussie Meats,Meat,Tullamarine,73,12.0,834.91,1,2,1,4,0.04
ORD0279,2025-08-22,DrinksCo,Beverages,Laverton,348,1.9,649.38,5,4,1,4,0.04
ORD0280,2025-10-05,FreshFarm Co,Produce,Dandenong,289,3.5,1010.11,3,2,1,9,0.09
ORD0281,2025-10-31,VicGreens,Produce,Tullamarine,367,3.5,1234.96,2,2,1,5,0.05
ORD0282,2025-11-20,VicGreens,Produce,Dandenong,167,3.5,579.54,2,2,0,9,0.09
ORD0283,2025-07-08,VicGreens,Produce,Tullamarine,150,3.5,551.11,1,2,1,6,0.06
ORD0284,2025-08-19,SnackHouse,Snacks,Laverton,81,2.1,165.7,6,5,1,2,0.02
ORD0285,2025-06-09,ColdChain Dairy,Dairy,Tullamarine,233,4.2,1007.08,1,1,1,0,0.0
ORD0286,2025-06-19,FreshFarm Co,Produce,Tullamarine,80,3.5,287.11,2,2,0,14,0.14
ORD0287,2025-11-10,FreshFarm Co,Produce,Tullamarine,196,3.5,677.59,2,2,1,7,0.07
ORD0288,2025-07-01,ColdChain Dairy,Dairy,Dandenong,125,4.2,524.96,1,1,1,4,0.04
ORD0289,2025-08-11,GrocerPlus,Snacks,Tullamarine,238,2.1,520.21,5,5,1,2,0.02
ORD0290,2025-07-23,BakeryDirect,Bakery,Tullamarine,423,2.8,1226.38,1,1,1,5,0.05
ORD0291,2025-07-17,FreshFarm Co,Produce,Dandenong,286,3.5,1008.64,1,2,1,6,0.06
ORD0292,2025-07-19,SeaFresh,Frozen,Dandenong,224,6.5,1470.87,5,3,0,6,0.06
ORD0293,2025-09-28,Aussie Meats,Meat,Dandenong,437,12.0,4998.02,4,2,0,6,0.06
ORD0294,2025-06-03,FreshFarm Co,Produce,Tullamarine,194,3.5,680.63,1,2,1,7,0.07
ORD0295,2025-07-04,BakeryDirect,Bakery,Dandenong,410,2.8,1201.75,1,1,1,5,0.05
ORD0296,2025-09-08,FreshFarm Co,Produce,Tullamarine,276,3.5,965.22,2,2,0,7,0.07
ORD0297,2025-09-16,FreshFarm Co,Produce,Tullamarine,266,3.5,894.94,1,2,1,6,0.06
ORD0298,2025-10-01,GrocerPlus,Snacks,Dandenong,407,2.1,860.65,7,5,0,1,0.01
ORD0299,2025-08-31,Aussie Meats,Meat,Tullamarine,57,12.0,667.47,1,2,1,5,0.05
ORD0300,2025-07-27,FreshFarm Co,Produce,Tullamarine,146,3.5,489.26,2,2,0,11,0.11
ORD0301,2025-09-09,SnackHouse,Snacks,Dandenong,154,2.1,324.73,6,5,1,2,0.02
ORD0302,2025-10-20,ColdChain Dairy,Dairy,Tullamarine,456,4.2,1861.03,1,1,1,6,0.06
ORD0303,2025-07-03,SnackHouse,Snacks,Tullamarine,373,2.1,785.38,5,5,1,1,0.01
ORD0304,2025-08-28,GrocerPlus,Snacks,Tullamarine,381,2.1,774.64,6,5,0,2,0.02
ORD0305,2025-09-10,Pacific Produce,Produce,Dandenong,491,3.5,1689.71,3,2,1,21,0.21
ORD0306,2025-06-12,ColdChain Dairy,Dairy,Tullamarine,80,4.2,345.4,1,1,1,0,0.0
ORD0307,2025-08-30,FreshFarm Co,Produce,Dandenong,480,3.5,1660.04,2,2,1,7,0.07
ORD0308,2025-10-13,SeaFresh,Frozen,Laverton,276,6.5,1730.41,5,3,0,6,0.06
ORD0309,2025-11-05,ColdChain Dairy,Dairy,Dandenong,63,4.2,267.59,1,1,1,8,0.08
ORD0310,2025-06-23,Aussie Meats,Meat,Laverton,257,12.0,3008.94,2,2,1,6,0.06
ORD0311,2025-10-18,Pacific Produce,Produce,Laverton,291,3.5,1009.32,3,2,1,7,0.07
ORD0312,2025-08-19,BakeryDirect,Bakery,Laverton,253,2.8,684.5,1,1,1,1,0.01
ORD0313,2025-07-08,BakeryDirect,Bakery,Dandenong,70,2.8,202.02,1,1,1,1,0.01
ORD0314,2025-10-26,FreshFarm Co,Produce,Dandenong,74,3.5,252.62,2,2,1,9,0.09
ORD0315,2025-08-01,VicGreens,Produce,Tullamarine,316,3.5,1068.02,1,2,1,10,0.1
ORD0316,2025-09-08,Aussie Meats,Meat,Tullamarine,411,12.0,5170.04,1,2,1,7,0.07
ORD0317,2025-10-25,VicGreens,Produce,Tullamarine,292,3.5,998.96,1,2,1,5,0.05
ORD0318,2025-06-08,Pacific Produce,Produce,Dandenong,362,3.5,1305.95,4,2,0,16,0.16
ORD0319,2025-06-11,Pacific Produce,Produce,Tullamarine,151,3.5,508.02,3,2,0,10,0.1
ORD0320,2025-08-01,ColdChain Dairy,Dairy,Laverton,396,4.2,1736.72,1,1,1,4,0.04
ORD0321,2025-07-06,GrocerPlus,Snacks,Laverton,351,2.1,710.6,8,5,0,3,0.03
ORD0322,2025-06-14,BakeryDirect,Bakery,Dandenong,432,2.8,1186.49,1,1,1,2,0.02
ORD0323,2025-06-15,DrinksCo,Beverages,Dandenong,365,1.9,689.88,6,4,0,5,0.05
ORD0324,2025-06-30,FreshFarm Co,Produce,Dandenong,380,3.5,1346.08,2,2,1,11,0.11
ORD0325,2025-08-31,Pacific Produce,Produce,Laverton,410,3.5,1481.62,3,2,1,11,0.11
ORD0326,2025-08-17,Pacific Produce,Produce,Tullamarine,230,3.5,836.86,2,2,1,10,0.1
ORD0327,2025-10-13,DrinksCo,Beverages,Laverton,190,1.9,356.51,4,4,1,1,0.01
ORD0328,2025-10-05,Pacific Produce,Produce,Dandenong,113,3.5,387.55,3,2,1,6,0.06
ORD0329,2025-09-25,ColdChain Dairy,Dairy,Tullamarine,333,4.2,1359.31,1,1,0,2,0.02
ORD0330,2025-08-01,BakeryDirect,Bakery,Laverton,394,2.8,1093.18,1,1,1,6,0.06
ORD0331,2025-08-04,FreshFarm Co,Produce,Dandenong,96,3.5,328.18,2,2,1,10,0.1
ORD0332,2025-08-05,FreshFarm Co,Produce,Tullamarine,175,3.5,604.21,1,2,1,6,0.06
ORD0333,2025-09-27,SeaFresh,Frozen,Dandenong,191,6.5,1234.99,3,3,1,8,0.08
ORD0334,2025-10-23,Pacific Produce,Produce,Tullamarine,419,3.5,1518.24,2,2,1,13,0.13
ORD0335,2025-08-22,Pacific Produce,Produce,Laverton,435,3.5,1562.28,3,2,1,9,0.09
ORD0336,2025-10-07,DrinksCo,Beverages,Laverton,315,1.9,607.95,5,4,1,4,0.04
ORD0337,2025-11-26,VicGreens,Produce,Tullamarine,482,3.5,1605.84,2,2,1,10,0.1
ORD0338,2025-09-26,FreshFarm Co,Produce,Laverton,302,3.5,1025.71,1,2,1,6,0.06
ORD0339,2025-07-30,DrinksCo,Beverages,Tullamarine,111,1.9,209.06,5,4,1,2,0.02
ORD0340,2025-08-10,Pacific Produce,Produce,Laverton,274,3.5,911.07,1,2,1,12,0.12
ORD0341,2025-10-21,Pacific Produce,Produce,Dandenong,471,3.5,1675.8,4,2,0,14,0.14
ORD0342,2025-11-09,Pacific Produce,Produce,Tullamarine,171,3.5,621.8,2,2,1,12,0.12
ORD0343,2025-08-04,Pacific Produce,Produce,Laverton,425,3.5,1426.48,1,2,1,14,0.14
ORD0344,2025-10-19,ColdChain Dairy,Dairy,Tullamarine,169,4.2,722.5,1,1,0,5,0.05
ORD0345,2025-06-01,FreshFarm Co,Produce,Tullamarine,67,3.5,246.22,1,2,0,13,0.13
ORD0346,2025-09-02,FreshFarm Co,Produce,Laverton,121,3.5,406.49,2,2,0,11,0.11
ORD0347,2025-10-03,ColdChain Dairy,Dairy,Tullamarine,480,4.2,2009.02,1,1,1,0,0.0
ORD0348,2025-10-09,Pacific Produce,Produce,Tullamarine,74,3.5,265.08,1,2,1,12,0.12
ORD0349,2025-08-19,BakeryDirect,Bakery,Laverton,246,2.8,687.81,1,1,0,3,0.03
ORD0350,2025-07-06,Pacific Produce,Produce,Dandenong,407,3.5,1365.63,1,2,1,18,0.18
ORD0351,2025-06-12,SeaFresh,Frozen,Dandenong,125,6.5,829.97,3,3,1,11,0.11
ORD0352,2025-09-03,Pacific Produce,Produce,Tullamarine,400,3.5,1407.83,2,2,1,12,0.12
ORD0353,2025-07-29,VicGreens,Produce,Tullamarine,277,3.5,945.37,1,2,1,6,0.06
ORD0354,2025-07-06,FreshFarm Co,Produce,Tullamarine,208,3.5,761.04,1,2,1,4,0.04
ORD0355,2025-11-20,SnackHouse,Snacks,Laverton,143,2.1,288.47,8,5,0,3,0.03
ORD0356,2025-09-05,BakeryDirect,Bakery,Tullamarine,480,2.8,1317.8,1,1,1,3,0.03
ORD0357,2025-08-30,VicGreens,Produce,Laverton,134,3.5,462.83,1,2,1,7,0.07
ORD0358,2025-07-05,SeaFresh,Frozen,Dandenong,281,6.5,1767.33,5,3,0,7,0.07
ORD0359,2025-08-23,DrinksCo,Beverages,Laverton,372,1.9,737.32,5,4,0,3,0.03
ORD0360,2025-07-04,SnackHouse,Snacks,Dandenong,487,2.1,989.61,6,5,1,1,0.01
ORD0361,2025-10-25,SnackHouse,Snacks,Tullamarine,415,2.1,849.89,5,5,1,3,0.03
ORD0362,2025-08-13,Aussie Meats,Meat,Dandenong,290,12.0,3642.25,3,2,1,7,0.07
ORD0363,2025-09-04,FreshFarm Co,Produce,Tullamarine,300,3.5,1074.7,1,2,1,7,0.07
ORD0364,2025-07-28,SnackHouse,Snacks,Tullamarine,383,2.1,767.75,6,5,1,3,0.03
ORD0365,2025-07-23,FreshFarm Co,Produce,Tullamarine,494,3.5,1808.28,1,2,1,10,0.1
ORD0366,2025-10-06,SeaFresh,Frozen,Tullamarine,117,6.5,751.25,2,3,0,5,0.05
ORD0367,2025-11-26,VicGreens,Produce,Tullamarine,456,3.5,1599.27,1,2,1,7,0.07
ORD0368,2025-08-18,DrinksCo,Beverages,Tullamarine,227,1.9,441.1,4,4,1,4,0.04
ORD0369,2025-11-05,DrinksCo,Beverages,Tullamarine,206,1.9,380.24,5,4,1,3,0.03
ORD0370,2025-08-19,DrinksCo,Beverages,Dandenong,354,1.9,650.09,5,4,1,1,0.01
ORD0371,2025-10-15,VicGreens,Produce,Tullamarine,112,3.5,408.5,1,2,1,7,0.07
ORD0372,2025-08-03,Pacific Produce,Produce,Tullamarine,207,3.5,728.0,3,2,1,9,0.09
ORD0373,2025-10-04,SeaFresh,Frozen,Dandenong,306,6.5,2058.45,4,3,1,10,0.1
ORD0374,2025-06-01,SeaFresh,Frozen,Dandenong,279,6.5,1824.63,4,3,1,6,0.06
ORD0375,2025-09-19,DrinksCo,Beverages,Dandenong,415,1.9,826.56,3,4,1,4,0.04
ORD0376,2025-08-09,GrocerPlus,Snacks,Dandenong,462,2.1,943.31,7,5,0,2,0.02
ORD0377,2025-07-05,Pacific Produce,Produce,Tullamarine,482,3.5,1605.14,3,2,1,7,0.07
ORD0378,2025-08-07,Aussie Meats,Meat,Dandenong,435,12.0,5264.13,1,2,1,8,0.08
ORD0379,2025-11-05,GrocerPlus,Snacks,Laverton,275,2.1,571.05,8,5,0,2,0.02
ORD0380,2025-11-21,Pacific Produce,Produce,Dandenong,62,3.5,224.89,1,2,1,10,0.1
ORD0381,2025-11-17,SnackHouse,Snacks,Dandenong,382,2.1,825.41,6,5,1,2,0.02
ORD0382,2025-08-14,ColdChain Dairy,Dairy,Dandenong,373,4.2,1541.61,1,1,1,4,0.04
ORD0383,2025-09-11,FreshFarm Co,Produce,Dandenong,130,3.5,435.57,4,2,0,4,0.04
ORD0384,2025-09-15,Pacific Produce,Produce,Dandenong,239,3.5,801.13,3,2,1,18,0.18
ORD0385,2025-11-16,Pacific Produce,Produce,Laverton,293,3.5,1039.35,2,2,1,11,0.11
ORD0386,2025-06-25,SeaFresh,Frozen,Tullamarine,273,6.5,1790.87,4,3,1,8,0.08
ORD0387,2025-08-01,Aussie Meats,Meat,Dandenong,61,12.0,712.65,4,2,0,8,0.08
ORD0388,2025-06-21,FreshFarm Co,Produce,Tullamarine,358,3.5,1251.66,2,2,1,14,0.14
ORD0389,2025-07-01,DrinksCo,Beverages,Tullamarine,299,1.9,581.47,6,4,0,2,0.02
ORD0390,2025-09-27,Pacific Produce,Produce,Tullamarine,127,3.5,433.41,1,2,1,12,0.12
ORD0391,2025-07-29,Pacific Produce,Produce,Dandenong,188,3.5,689.08,3,2,1,12,0.12
ORD0392,2025-09-18,Aussie Meats,Meat,Laverton,386,12.0,4477.7,1,2,1,6,0.06
ORD0393,2025-09-27,SnackHouse,Snacks,Tullamarine,288,2.1,586.48,4,5,1,1,0.01
ORD0394,2025-06-29,Aussie Meats,Meat,Dandenong,493,12.0,5847.57,1,2,1,3,0.03
ORD0395,2025-08-27,GrocerPlus,Snacks,Dandenong,427,2.1,901.26,7,5,0,3,0.03
ORD0396,2025-11-09,ColdChain Dairy,Dairy,Tullamarine,442,4.2,1791.27,1,1,1,4,0.04
ORD0397,2025-08-24,ColdChain Dairy,Dairy,Dandenong,92,4.2,367.89,1,1,1,1,0.01
ORD0398,2025-07-26,Pacific Produce,Produce,Laverton,416,3.5,1433.41,2,2,1,14,0.14
ORD0399,2025-11-19,Aussie Meats,Meat,Dandenong,307,12.0,3546.02,2,2,1,15,0.15
ORD0400,2025-06-25,SnackHouse,Snacks,Dandenong,380,2.1,784.21,5,5,1,3,0.03
ORD0401,2025-06-23,Pacific Produce,Produce,Dandenong,468,3.5,1679.84,1,2,1,4,0.04
ORD0402,2025-07-21,DrinksCo,Beverages,Dandenong,206,1.9,405.99,5,4,1,2,0.02
ORD0403,2025-08-10,FreshFarm Co,Produce,Dandenong,152,3.5,538.36,2,2,1,8,0.08
ORD0404,2025-09-10,VicGreens,Produce,Laverton,200,3.5,699.73,1,2,1,7,0.07
ORD0405,2025-07-01,FreshFarm Co,Produce,Laverton,498,3.5,1671.89,2,2,1,9,0.09
ORD0406,2025-08-29,SeaFresh,Frozen,Tullamarine,396,6.5,2678.69,4,3,1,8,0.08
ORD0407,2025-06-05,VicGreens,Produce,Dandenong,247,3.5,835.12,1,2,1,6,0.06
ORD0408,2025-08-23,Pacific Produce,Produce,Dandenong,411,3.5,1497.03,4,2,0,9,0.09
ORD0409,2025-08-19,Pacific Produce,Produce,Dandenong,402,3.5,1407.83,3,2,1,8,0.08
ORD0410,2025-09-14,SnackHouse,Snacks,Laverton,223,2.1,445.57,6,5,1,3,0.03
ORD0411,2025-08-06,SeaFresh,Frozen,Laverton,200,6.5,1289.1,5,3,0,7,0.07
ORD0412,2025-06-09,SeaFresh,Frozen,Tullamarine,186,6.5,1224.74,5,3,0,7,0.07
ORD0413,2025-09-15,VicGreens,Produce,Tullamarine,176,3.5,606.42,2,2,0,8,0.08
ORD0414,2025-11-24,Pacific Produce,Produce,Dandenong,128,3.5,452.61,2,2,0,11,0.11
ORD0415,2025-06-04,FreshFarm Co,Produce,Tullamarine,479,3.5,1596.18,3,2,1,7,0.07
ORD0416,2025-10-20,VicGreens,Produce,Tullamarine,93,3.5,322.38,3,2,0,4,0.04
ORD0417,2025-11-16,VicGreens,Produce,Tullamarine,418,3.5,1429.7,1,2,1,7,0.07
ORD0418,2025-09-10,FreshFarm Co,Produce,Tullamarine,126,3.5,437.53,1,2,1,12,0.12
ORD0419,2025-10-20,FreshFarm Co,Produce,Tullamarine,165,3.5,570.72,1,2,1,4,0.04
ORD0420,2025-07-03,Aussie Meats,Meat,Dandenong,283,12.0,3487.4,1,2,1,9,0.09
ORD0421,2025-09-18,GrocerPlus,Snacks,Tullamarine,393,2.1,853.82,7,5,0,2,0.02
ORD0422,2025-06-24,Aussie Meats,Meat,Tullamarine,384,12.0,4541.99,2,2,1,8,0.08
ORD0423,2025-07-01,DrinksCo,Beverages,Dandenong,98,1.9,195.22,5,4,0,5,0.05
ORD0424,2025-07-08,SnackHouse,Snacks,Laverton,137,2.1,289.7,7,5,0,3,0.03
ORD0425,2025-07-19,BakeryDirect,Bakery,Tullamarine,206,2.8,580.65,1,1,1,7,0.07
ORD0426,2025-11-16,GrocerPlus,Snacks,Dandenong,376,2.1,814.4,8,5,0,2,0.02
ORD0427,2025-09-20,SeaFresh,Frozen,Tullamarine,158,6.5,983.44,3,3,1,3,0.03
ORD0428,2025-07-08,VicGreens,Produce,Dandenong,496,3.5,1732.92,1,2,1,11,0.11
ORD0429,2025-07-05,SeaFresh,Frozen,Tullamarine,166,6.5,1126.51,3,3,0,5,0.05
ORD0430,2025-10-07,FreshFarm Co,Produce,Dandenong,396,3.5,1382.88,2,2,1,7,0.07
ORD0431,2025-07-07,VicGreens,Produce,Laverton,358,3.5,1291.42,1,2,1,8,0.08
ORD0432,2025-11-26,Pacific Produce,Produce,Laverton,225,3.5,751.73,3,2,1,10,0.1
ORD0433,2025-11-29,FreshFarm Co,Produce,Tullamarine,86,3.5,287.73,1,2,1,6,0.06
ORD0434,2025-08-31,BakeryDirect,Bakery,Dandenong,110,2.8,293.41,1,1,1,3,0.03
ORD0435,2025-07-19,SnackHouse,Snacks,Tullamarine,212,2.1,423.01,5,5,1,1,0.01
ORD0436,2025-11-04,Aussie Meats,Meat,Laverton,283,12.0,3360.16,2,2,1,9,0.09
ORD0437,2025-09-26,VicGreens,Produce,Tullamarine,55,3.5,201.29,2,2,1,9,0.09
ORD0438,2025-09-22,ColdChain Dairy,Dairy,Tullamarine,371,4.2,1567.19,1,1,1,7,0.07
ORD0439,2025-08-12,SnackHouse,Snacks,Dandenong,439,2.1,951.8,6,5,1,2,0.02
ORD0440,2025-07-11,BakeryDirect,Bakery,Dandenong,171,2.8,492.59,2,1,1,4,0.04
ORD0441,2025-06-05,BakeryDirect,Bakery,Tullamarine,443,2.8,1259.79,1,1,1,4,0.04
ORD0442,2025-11-20,VicGreens,Produce,Tullamarine,60,3.5,211.65,1,2,1,13,0.13
ORD0443,2025-11-17,VicGreens,Produce,Tullamarine,187,3.5,654.36,1,2,1,9,0.09
ORD0444,2025-07-14,BakeryDirect,Bakery,Dandenong,365,2.8,1039.58,1,1,1,4,0.04
ORD0445,2025-10-20,SnackHouse,Snacks,Dandenong,168,2.1,338.99,6,5,1,2,0.02
ORD0446,2025-09-04,BakeryDirect,Bakery,Dandenong,208,2.8,553.97,1,1,1,1,0.01
ORD0447,2025-08-06,BakeryDirect,Bakery,Dandenong,135,2.8,387.21,1,1,1,4,0.04
ORD0448,2025-09-29,ColdChain Dairy,Dairy,Tullamarine,342,4.2,1410.8,1,1,1,4,0.04
ORD0449,2025-11-18,FreshFarm Co,Produce,Dandenong,351,3.5,1225.52,3,2,1,6,0.06
ORD0450,2025-08-27,SeaFresh,Frozen,Tullamarine,122,6.5,825.95,4,3,0,3,0.03
ORD0451,2025-09-26,SnackHouse,Snacks,Tullamarine,134,2.1,272.06,4,5,1,7,0.07
ORD0452,2025-09-07,ColdChain Dairy,Dairy,Tullamarine,92,4.2,376.98,1,1,1,3,0.03
ORD0453,2025-10-11,Pacific Produce,Produce,Laverton,107,3.5,360.09,3,2,0,10,0.1
ORD0454,2025-11-14,FreshFarm Co,Produce,Dandenong,230,3.5,775.81,1,2,1,5,0.05
ORD0455,2025-09-19,GrocerPlus,Snacks,Tullamarine,310,2.1,663.83,8,5,0,3,0.03
ORD0456,2025-07-07,SeaFresh,Frozen,Dandenong,445,6.5,2832.55,5,3,0,5,0.05
ORD0457,2025-08-22,FreshFarm Co,Produce,Laverton,310,3.5,1066.96,3,2,0,11,0.11
ORD0458,2025-07-04,BakeryDirect,Bakery,Dandenong,390,2.8,1064.23,1,1,1,5,0.05
ORD0459,2025-08-16,SnackHouse,Snacks,Dandenong,279,2.1,563.32,6,5,0,1,0.01
ORD0460,2025-07-29,BakeryDirect,Bakery,Dandenong,161,2.8,436.38,1,1,1,3,0.03
ORD0461,2025-09-26,DrinksCo,Beverages,Dandenong,79,1.9,148.42,6,4,0,1,0.01
ORD0462,2025-07-31,Pacific Produce,Produce,Dandenong,337,3.5,1222.49,3,2,1,8,0.08
ORD0463,2025-09-05,Pacific Produce,Produce,Laverton,200,3.5,701.1,2,2,1,8,0.08
ORD0464,2025-08-14,VicGreens,Produce,Dandenong,237,3.5,804.62,1,2,1,8,0.08
ORD0465,2025-06-29,VicGreens,Produce,Dandenong,287,3.5,979.71,1,2,1,7,0.07
ORD0466,2025-10-31,DrinksCo,Beverages,Tullamarine,210,1.9,386.57,4,4,1,0,0.0
ORD0467,2025-09-20,SnackHouse,Snacks,Dandenong,243,2.1,512.01,5,5,1,3,0.03
ORD0468,2025-11-10,VicGreens,Produce,Dandenong,492,3.5,1786.24,2,2,1,11,0.11
ORD0469,2025-09-23,VicGreens,Produce,Tullamarine,90,3.5,302.33,1,2,1,11,0.11
ORD0470,2025-11-21,FreshFarm Co,Produce,Laverton,311,3.5,1104.58,2,2,1,7,0.07
ORD0471,2025-09-29,Aussie Meats,Meat,Laverton,340,12.0,4073.65,3,2,1,9,0.09
ORD0472,2025-09-22,FreshFarm Co,Produce,Tullamarine,75,3.5,257.45,1,2,1,7,0.07
ORD0473,2025-10-13,Aussie Meats,Meat,Tullamarine,452,12.0,5164.98,3,2,1,7,0.07
ORD0474,2025-09-30,SeaFresh,Frozen,Laverton,423,6.5,2636.33,6,3,0,5,0.05
ORD0475,2025-09-19,FreshFarm Co,Produce,Dandenong,213,3.5,768.01,2,2,1,6,0.06
ORD0476,2025-11-28,FreshFarm Co,Produce,Laverton,336,3.5,1207.97,1,2,1,8,0.08
ORD0477,2025-07-16,SeaFresh,Frozen,Laverton,130,6.5,858.37,5,3,0,7,0.07
ORD0478,2025-08-30,SeaFresh,Frozen,Tullamarine,131,6.5,889.15,3,3,1,5,0.05
ORD0479,2025-10-09,VicGreens,Produce,Laverton,308,3.5,1078.17,1,2,1,9,0.09
ORD0480,2025-07-28,SnackHouse,Snacks,Tullamarine,481,2.1,1018.41,4,5,1,3,0.03
ORD0481,2025-06-01,SeaFresh,Frozen,Dandenong,408,6.5,2653.44,4,3,0,5,0.05
ORD0482,2025-08-21,SnackHouse,Snacks,Dandenong,476,2.1,961.84,7,5,0,1,0.01
ORD0483,2025-10-22,FreshFarm Co,Produce,Dandenong,111,3.5,371.99,2,2,0,9,0.09
ORD0484,2025-08-23,FreshFarm Co,Produce,Dandenong,485,3.5,1774.62,3,2,1,7,0.07
ORD0485,2025-08-21,FreshFarm Co,Produce,Dandenong,160,3.5,584.55,2,2,0,7,0.07
ORD0486,2025-10-22,BakeryDirect,Bakery,Dandenong,81,2.8,223.56,1,1,1,4,0.04
ORD0487,2025-10-26,DrinksCo,Beverages,Dandenong,336,1.9,607.62,5,4,1,1,0.01
ORD0488,2025-10-03,GrocerPlus,Snacks,Tullamarine,204,2.1,441.92,5,5,1,1,0.01
ORD0489,2025-06-22,SnackHouse,Snacks,Tullamarine,382,2.1,773.21,5,5,1,1,0.01
ORD0490,2025-11-19,Pacific Produce,Produce,Laverton,135,3.5,449.11,3,2,1,4,0.04
ORD0491,2025-07-11,GrocerPlus,Snacks,Tullamarine,257,2.1,556.09,6,5,1,0,0.0
ORD0492,2025-08-07,SeaFresh,Frozen,Laverton,468,6.5,3144.12,5,3,0,5,0.05
ORD0493,2025-07-05,DrinksCo,Beverages,Dandenong,146,1.9,265.77,5,4,1,1,0.01
ORD0494,2025-09-23,Pacific Produce,Produce,Dandenong,61,3.5,203.41,4,2,0,7,0.07
ORD0495,2025-07-12,VicGreens,Produce,Dandenong,498,3.5,1819.01,1,2,1,4,0.04
ORD0496,2025-08-13,ColdChain Dairy,Dairy,Tullamarine,248,4.2,1086.99,1,1,0,4,0.04
ORD0497,2025-06-16,SnackHouse,Snacks,Laverton,261,2.1,560.85,7,5,0,4,0.04
ORD0498,2025-09-12,VicGreens,Produce,Dandenong,204,3.5,712.76,2,2,1,11,0.11
ORD0499,2025-10-07,GrocerPlus,Snacks,Laverton,277,2.1,561.87,7,5,0,3,0.03
ORD0500,2025-08-23,VicGreens,Produce,Tullamarine,451,3.5,1516.38,1,2,1,9,0.09
ORD0501,2025-10-22,SeaFresh,Frozen,Tullamarine,188,6.5,1230.67,3,3,1,13,0.13
ORD0502,2025-08-20,Pacific Produce,Produce,Dandenong,169,3.5,603.62,4,2,0,5,0.05
ORD0503,2025-10-09,FreshFarm Co,Produce,Tullamarine,93,3.5,314.63,2,2,1,10,0.1
ORD0504,2025-10-05,FreshFarm Co,Produce,Tullamarine,83,3.5,304.81,1,2,1,4,0.04
ORD0505,2025-06-02,Pacific Produce,Produce,Tullamarine,125,3.5,441.67,4,2,0,12,0.12
ORD0506,2025-11-11,VicGreens,Produce,Tullamarine,178,3.5,609.99,1,2,1,9,0.09
ORD0507,2025-11-29,SnackHouse,Snacks,Dandenong,411,2.1,866.84,4,5,1,1,0.01
ORD0508,2025-07-19,VicGreens,Produce,Dandenong,485,3.5,1745.56,2,2,1,8,0.08
ORD0509,2025-10-18,FreshFarm Co,Produce,Tullamarine,125,3.5,458.1,3,2,0,8,0.08
ORD0510,2025-06-15,SnackHouse,Snacks,Tullamarine,203,2.1,428.68,5,5,1,5,0.05
ORD0511,2025-10-29,VicGreens,Produce,Tullamarine,213,3.5,722.57,1,2,1,8,0.08
ORD0512,2025-09-30,ColdChain Dairy,Dairy,Tullamarine,447,4.2,1849.82,2,1,1,2,0.02
ORD0513,2025-09-18,FreshFarm Co,Produce,Tullamarine,288,3.5,980.92,1,2,1,6,0.06
