year,month,quarter,state,brand,body_type,fuel_type,sale_price
2022,4,2,WA,Hyundai,Sedan,Diesel,34200.0
2019,12,4,NSW,Hyundai,SUV,Petrol,37500.0
2020,7,3,VIC,Mazda,SUV,Petrol,40000.0
2023,7,3,WA,Toyota,SUV,Petrol,53800.0
2019,6,2,QLD,Tesla,SUV,Electric,138000.0
2024,10,4,VIC,BYD,SUV,Electric,105800.0
2022,5,2,QLD,Nissan,SUV,Petrol,40500.0
2022,1,1,NSW,BYD,Ute,Electric,98200.0
2023,12,4,QLD,Mazda,Ute,Diesel,43800.0
2024,3,1,VIC,Toyota,Sedan,Petrol,43900.0
2021,9,3,WA,Nissan,Hatchback,Petrol,30000.0
2023,1,1,SA,Hyundai,SUV,Hybrid,47500.0
2023,5,2,SA,Hyundai,Hatchback,Diesel,29400.0
2021,2,1,SA,Nissan,SUV,Petrol,40200.0
2024,4,2,VIC,Kia,SUV,Petrol,41300.0
2024,11,4,VIC,Mazda,SUV,Petrol,44100.0
2023,1,1,VIC,Nissan,SUV,Hybrid,49900.0
2024,3,1,QLD,Nissan,Wagon,Electric,55600.0
2024,10,4,WA,Toyota,SUV,Hybrid,61300.0
2023,7,3,NSW,Nissan,SUV,Petrol,44000.0
2024,10,4,SA,Hyundai,SUV,Hybrid,43700.0
2023,3,1,WA,Kia,SUV,Petrol,40600.0
2023,4,2,ACT,Nissan,SUV,Petrol,42300.0
2023,2,1,WA,Nissan,SUV,Petrol,41100.0
2023,3,1,NSW,Mazda,SUV,Hybrid,51900.0
2020,9,3,NSW,Mazda,Hatchback,Diesel,33200.0
2024,3,1,NSW,Toyota,SUV,Diesel,61000.0
2024,11,4,NSW,Kia,SUV,Hybrid,50100.0
2019,5,2,QLD,Toyota,Ute,Petrol,40100.0
2024,2,1,WA,Ford,Wagon,Diesel,61400.0
2020,4,2,WA,Toyota,SUV,Diesel,53700.0
2021,12,4,QLD,Ford,SUV,Diesel,60900.0
2023,7,3,NSW,Toyota,Wagon,Hybrid,59000.0
2020,7,3,NSW,Isuzu,SUV,Petrol,74900.0
2024,12,4,NSW,Mazda,Sedan,Hybrid,47600.0
2024,3,1,VIC,Hyundai,SUV,Diesel,44300.0
2022,5,2,VIC,Nissan,Van,Hybrid,44900.0
2019,1,1,NSW,BYD,Wagon,Electric,89600.0
2021,10,4,VIC,Mazda,Hatchback,Petrol,33100.0
2023,10,4,NSW,Toyota,SUV,Electric,81300.0
2024,10,4,QLD,Tesla,SUV,Electric,166500.0
2023,11,4,VIC,Hyundai,SUV,Petrol,39300.0
2021,1,1,VIC,BYD,Hatchback,Electric,78800.0
2023,5,2,VIC,Ford,Hatchback,Hybrid,54600.0
2022,10,4,SA,Hyundai,Sedan,Diesel,34900.0
2023,9,3,NSW,Ford,Ute,Petrol,58100.0
2019,1,1,VIC,BYD,SUV,Electric,94100.0
2023,1,1,QLD,Nissan,Sedan,Petrol,32800.0
2022,4,2,VIC,Toyota,Ute,Hybrid,61300.0
2024,4,2,SA,Kia,SUV,Petrol,34600.0
2021,2,1,VIC,Toyota,SUV,Petrol,48300.0
2023,9,3,VIC,Ford,SUV,Electric,90200.0
2024,9,3,NSW,Nissan,Ute,Hybrid,50600.0
2019,2,1,QLD,Hyundai,Hatchback,Petrol,26900.0
2024,9,3,NSW,Nissan,Van,Diesel,46400.0
2023,6,2,NSW,Mitsubishi,Ute,Diesel,54100.0
2019,8,3,VIC,Nissan,Sedan,Diesel,35700.0
2021,10,4,VIC,BYD,SUV,Electric,103800.0
2023,4,2,NSW,Toyota,Wagon,Hybrid,59300.0
2019,2,1,QLD,Mazda,Sedan,Diesel,38000.0
2023,2,1,QLD,Hyundai,Ute,Petrol,38600.0
2021,9,3,NSW,Toyota,Ute,Diesel,53200.0
2023,1,1,VIC,Ford,Hatchback,Petrol,41700.0
2019,12,4,QLD,Ford,SUV,Petrol,47500.0
2024,7,3,VIC,Nissan,SUV,Hybrid,55800.0
2024,11,4,VIC,Ford,Ute,Petrol,59800.0
2024,3,1,VIC,BYD,Hatchback,Electric,85000.0
2023,3,1,QLD,Nissan,Ute,Diesel,41200.0
2020,2,1,SA,Nissan,Sedan,Diesel,35300.0
2023,10,4,QLD,Mazda,SUV,Petrol,40900.0
2019,6,2,NSW,Kia,Ute,Petrol,33900.0
2019,10,4,VIC,Hyundai,Ute,Diesel,37400.0
2021,2,1,WA,Hyundai,Sedan,Hybrid,41500.0
2022,10,4,NSW,Hyundai,SUV,Hybrid,46900.0
2023,4,2,TAS,Isuzu,Hatchback,Diesel,58100.0
2023,10,4,SA,Ford,Sedan,Petrol,45600.0
2022,9,3,NSW,Kia,Ute,Petrol,37500.0
2021,9,3,SA,Nissan,SUV,Diesel,42200.0
2024,6,2,VIC,Toyota,SUV,Petrol,55000.0
2022,4,2,WA,Ford,Hatchback,Hybrid,48900.0
2022,7,3,VIC,BYD,SUV,Electric,101200.0
2020,1,1,VIC,Toyota,Sedan,Petrol,41600.0
2024,12,4,QLD,Mitsubishi,Sedan,Diesel,42900.0
2023,4,2,QLD,Mazda,Ute,Hybrid,46300.0
2020,5,2,NSW,Nissan,SUV,Diesel,44700.0
2019,8,3,VIC,Hyundai,SUV,Diesel,41000.0
2023,12,4,NSW,Hyundai,Hatchback,Electric,44300.0
2023,2,1,VIC,Mitsubishi,Sedan,Electric,61400.0
2021,12,4,VIC,Toyota,SUV,Hybrid,61700.0
2024,5,2,VIC,Mazda,SUV,Hybrid,55200.0
2020,6,2,VIC,Ford,Wagon,Diesel,50200.0
2022,5,2,NSW,Hyundai,SUV,Hybrid,47300.0
2024,9,3,NSW,Kia,Sedan,Petrol,34900.0
2022,10,4,NSW,Mitsubishi,Sedan,Petrol,38900.0
2023,1,1,VIC,Kia,Hatchback,Petrol,30200.0
2022,3,1,SA,Mitsubishi,Ute,Petrol,42600.0
2021,2,1,NSW,Hyundai,Sedan,Petrol,32900.0
2024,12,4,SA,Toyota,SUV,Petrol,51200.0
2022,3,1,QLD,BYD,Hatchback,Electric,73600.0
2024,10,4,QLD,Isuzu,Sedan,Electric,95400.0
2020,9,3,QLD,Mazda,Van,Diesel,40300.0
2020,9,3,WA,Ford,Sedan,Petrol,46500.0
2019,10,4,NSW,Kia,Ute,Petrol,33300.0
2023,2,1,VIC,Kia,SUV,Hybrid,46300.0
2021,3,1,QLD,Mitsubishi,Ute,Diesel,45000.0
2024,4,2,VIC,Toyota,SUV,Electric,78200.0
2022,9,3,WA,Tesla,SUV,Electric,161000.0
2024,3,1,NSW,Toyota,SUV,Electric,83800.0
2020,7,3,QLD,Ford,SUV,Hybrid,63100.0
2024,12,4,VIC,Isuzu,SUV,Petrol,78200.0
2023,3,1,VIC,Ford,SUV,Petrol,57700.0
2023,7,3,VIC,Toyota,Hatchback,Hybrid,44800.0
2024,7,3,QLD,Nissan,SUV,Petrol,39200.0
2023,9,3,WA,Nissan,Ute,Hybrid,47500.0
2023,2,1,VIC,BYD,SUV,Electric,105100.0
2020,6,2,WA,Ford,Sedan,Petrol,46300.0
2019,9,3,VIC,Toyota,Sedan,Diesel,44700.0
2024,12,4,NSW,Nissan,Wagon,Petrol,39100.0
2023,12,4,NSW,Kia,Hatchback,Diesel,34400.0
2024,2,1,NSW,Isuzu,Sedan,Diesel,78800.0
2022,2,1,VIC,Hyundai,Ute,Electric,61600.0
2019,5,2,VIC,Hyundai,SUV,Petrol,38400.0
2020,10,4,QLD,Nissan,Sedan,Hybrid,39900.0
2023,10,4,QLD,Kia,SUV,Hybrid,45600.0
2022,12,4,NSW,Toyota,SUV,Hybrid,58500.0
2020,10,4,NSW,Mazda,SUV,Diesel,47500.0
2022,8,3,NSW,Ford,Ute,Diesel,62000.0
2019,11,4,VIC,Toyota,Sedan,Petrol,39200.0
2023,9,3,NSW,Ford,Ute,Petrol,58500.0
2021,2,1,NSW,Ford,Sedan,Hybrid,58700.0
2024,5,2,SA,BYD,SUV,Electric,103100.0
2021,7,3,WA,Hyundai,Ute,Diesel,39000.0
2022,6,2,NSW,Nissan,Hatchback,Petrol,32800.0
2019,6,2,VIC,Toyota,Hatchback,Diesel,39900.0
2019,7,3,VIC,Mitsubishi,Sedan,Petrol,38800.0
2022,3,1,QLD,Toyota,Ute,Petrol,46600.0
2022,3,1,VIC,Tesla,Ute,Electric,139700.0
2023,10,4,NSW,Nissan,SUV,Diesel,50700.0
2021,9,3,QLD,Isuzu,SUV,Petrol,68200.0
2023,8,3,VIC,Kia,SUV,Petrol,40900.0
2024,5,2,NSW,Ford,SUV,Diesel,64600.0
2023,6,2,VIC,Isuzu,Sedan,Diesel,71700.0
2019,11,4,VIC,Nissan,Wagon,Petrol,35800.0
2022,12,4,VIC,Nissan,Sedan,Petrol,36100.0
2019,10,4,NSW,Hyundai,Ute,Petrol,34900.0
2020,1,1,VIC,Nissan,Ute,Petrol,38800.0
2024,10,4,NSW,Toyota,SUV,Petrol,53300.0
2020,12,4,QLD,Mazda,SUV,Petrol,37900.0
2022,1,1,NSW,Toyota,Sedan,Petrol,43800.0
2023,4,2,NSW,Mazda,Ute,Hybrid,49900.0
2023,2,1,QLD,BYD,Wagon,Electric,93700.0
2022,11,4,QLD,Isuzu,SUV,Petrol,67100.0
2019,7,3,WA,BYD,Hatchback,Electric,72800.0
2021,2,1,VIC,Mitsubishi,SUV,Petrol,45300.0
2022,10,4,NSW,Kia,Ute,Petrol,35700.0
2019,2,1,QLD,Tesla,Sedan,Electric,118700.0
2021,5,2,QLD,Hyundai,SUV,Petrol,37200.0
2019,4,2,NSW,Isuzu,SUV,Diesel,84200.0
2019,8,3,SA,Tesla,SUV,Electric,143300.0
2022,4,2,NSW,Tesla,SUV,Electric,165900.0
2020,12,4,TAS,Kia,Ute,Petrol,30900.0
2023,6,2,WA,Nissan,SUV,Petrol,41700.0
2023,5,2,QLD,Mazda,Sedan,Petrol,33200.0
2024,11,4,SA,Hyundai,SUV,Diesel,41200.0
2020,2,1,QLD,BYD,Ute,Electric,95100.0
2020,11,4,NSW,Ford,Ute,Petrol,52200.0
2019,12,4,VIC,Nissan,Ute,Diesel,40400.0
2023,8,3,NSW,Hyundai,Sedan,Petrol,33500.0
2023,2,1,VIC,Hyundai,SUV,Petrol,38800.0
2019,9,3,QLD,Nissan,Ute,Diesel,36300.0
2024,9,3,VIC,Ford,SUV,Hybrid,74600.0
2019,3,1,VIC,Kia,SUV,Diesel,38500.0
2022,4,2,VIC,Hyundai,SUV,Petrol,39800.0
2023,8,3,WA,Mazda,Ute,Diesel,45900.0
2024,9,3,NSW,Mitsubishi,Ute,Petrol,49600.0
2023,3,1,VIC,Toyota,Ute,Hybrid,60900.0
2024,5,2,NSW,Nissan,Sedan,Diesel,43200.0
2021,11,4,QLD,BYD,SUV,Electric,97900.0
2024,8,3,NSW,Mazda,Hatchback,Petrol,33600.0
2019,3,1,QLD,Tesla,Sedan,Electric,125700.0
2024,7,3,NSW,Mitsubishi,SUV,Diesel,51800.0
2022,11,4,NSW,Mazda,Sedan,Hybrid,43200.0
2024,8,3,SA,Mazda,SUV,Petrol,41600.0
2022,10,4,NSW,Ford,SUV,Hybrid,72600.0
2023,11,4,VIC,Tesla,SUV,Electric,150500.0
2022,3,1,NSW,Mitsubishi,SUV,Hybrid,60300.0
2023,2,1,VIC,Kia,SUV,Petrol,39100.0
2019,10,4,VIC,BYD,Hatchback,Electric,72900.0
2019,7,3,VIC,BYD,Sedan,Electric,82100.0
2020,12,4,NSW,Mitsubishi,Sedan,Hybrid,47400.0
2020,9,3,VIC,BYD,Ute,Electric,90800.0
2024,1,1,QLD,Hyundai,Van,Diesel,37100.0
2020,3,1,QLD,Nissan,SUV,Diesel,40500.0
2024,5,2,VIC,Mitsubishi,Hatchback,Hybrid,46100.0
2021,3,1,VIC,Isuzu,Sedan,Petrol,63500.0
2020,1,1,NSW,Kia,SUV,Petrol,36700.0
2024,7,3,NSW,Mazda,SUV,Electric,72000.0
2023,7,3,NSW,Kia,Sedan,Petrol,33800.0
2022,10,4,NSW,Hyundai,Ute,Petrol,36900.0
2022,12,4,NSW,Tesla,SUV,Electric,152000.0
2023,8,3,VIC,Ford,Sedan,Petrol,52600.0
2020,5,2,VIC,Isuzu,Ute,Diesel,76500.0
2024,10,4,SA,Tesla,Sedan,Electric,134200.0
2024,12,4,NSW,Tesla,Hatchback,Electric,125000.0
2023,5,2,QLD,Mazda,Hatchback,Electric,50300.0
2020,5,2,WA,Nissan,Sedan,Petrol,33900.0
2023,1,1,VIC,Isuzu,Wagon,Hybrid,78900.0
2019,10,4,NSW,BYD,SUV,Electric,105300.0
2019,5,2,NSW,Hyundai,SUV,Petrol,36200.0
2021,6,2,NSW,Kia,SUV,Hybrid,43700.0
2022,12,4,NSW,Toyota,Sedan,Diesel,44500.0
2024,1,1,QLD,Kia,Sedan,Petrol,33000.0
2023,11,4,NSW,Toyota,Sedan,Petrol,45100.0
2023,7,3,NSW,Kia,SUV,Petrol,40600.0
2022,1,1,QLD,Mitsubishi,SUV,Petrol,47400.0
2021,11,4,QLD,Hyundai,Hatchback,Diesel,29300.0
2021,2,1,VIC,Kia,Hatchback,Petrol,27800.0
2024,2,1,QLD,Nissan,Ute,Electric,62300.0
2019,5,2,VIC,Toyota,Ute,Diesel,51500.0
2024,10,4,NSW,BYD,Sedan,Electric,92700.0
2023,7,3,VIC,Toyota,SUV,Hybrid,65900.0
2022,1,1,VIC,Toyota,Sedan,Petrol,40000.0
2023,10,4,SA,Mazda,Ute,Electric,62700.0
2022,1,1,NSW,BYD,Sedan,Electric,92700.0
2024,1,1,VIC,Ford,SUV,Hybrid,76700.0
2024,6,2,VIC,Nissan,Van,Hybrid,45600.0
2022,2,1,VIC,Kia,Hatchback,Electric,41200.0
2021,1,1,NSW,Toyota,SUV,Petrol,46500.0
2023,6,2,NSW,Tesla,Sedan,Electric,141500.0
2024,2,1,WA,Toyota,Hatchback,Petrol,38900.0
2020,6,2,VIC,BYD,SUV,Electric,106100.0
2023,10,4,VIC,Toyota,Sedan,Hybrid,52300.0
2023,8,3,NSW,Hyundai,Sedan,Hybrid,39700.0
2023,2,1,NSW,BYD,Sedan,Electric,89300.0
2020,11,4,VIC,Nissan,Hatchback,Diesel,30500.0
2023,9,3,WA,Hyundai,SUV,Petrol,41300.0
2024,8,3,ACT,Isuzu,SUV,Diesel,95500.0
2020,12,4,VIC,Mazda,SUV,Petrol,44000.0
2020,10,4,VIC,Isuzu,SUV,Petrol,71400.0
2024,1,1,WA,Mitsubishi,SUV,Diesel,50000.0
2020,7,3,VIC,Mazda,Ute,Petrol,37600.0
2024,10,4,VIC,Hyundai,SUV,Diesel,45700.0
2022,6,2,NSW,Toyota,Ute,Electric,79300.0
2020,6,2,QLD,Hyundai,Ute,Diesel,35100.0
2024,6,2,VIC,Mazda,SUV,Electric,66200.0
2022,6,2,WA,Mitsubishi,Sedan,Hybrid,49500.0
2022,10,4,QLD,Nissan,Ute,Petrol,38600.0
2021,7,3,NSW,Toyota,Sedan,Diesel,44500.0
2023,12,4,QLD,Kia,SUV,Electric,59700.0
2020,3,1,WA,Kia,Sedan,Hybrid,35100.0
2022,6,2,VIC,Nissan,Wagon,Hybrid,48100.0
2024,3,1,NSW,Kia,Sedan,Petrol,32800.0
2021,7,3,NSW,Kia,SUV,Petrol,35500.0
2023,7,3,VIC,Ford,Sedan,Petrol,48700.0
2021,8,3,VIC,Mazda,SUV,Hybrid,49100.0
2023,2,1,VIC,Toyota,Sedan,Diesel,47500.0
2020,9,3,NSW,Ford,SUV,Diesel,63100.0
2024,5,2,WA,Toyota,SUV,Diesel,56500.0
2022,9,3,NSW,Kia,Sedan,Hybrid,40800.0
2020,10,4,NSW,Hyundai,SUV,Petrol,37400.0
2019,5,2,VIC,Kia,SUV,Petrol,32900.0
2020,7,3,VIC,Toyota,SUV,Petrol,50500.0
2022,11,4,NSW,Nissan,SUV,Diesel,49000.0
2021,9,3,NSW,Nissan,Hatchback,Petrol,29200.0
2024,4,2,NSW,Mazda,Hatchback,Hybrid,41600.0
2022,2,1,QLD,Hyundai,SUV,Petrol,38000.0
2020,9,3,QLD,Mitsubishi,Sedan,Diesel,38100.0
2023,2,1,VIC,Toyota,SUV,Petrol,51400.0
2023,3,1,QLD,Hyundai,Sedan,Hybrid,39600.0
2020,10,4,QLD,Mazda,Sedan,Petrol,31800.0
2020,2,1,NSW,Nissan,SUV,Diesel,42500.0
2019,3,1,ACT,Isuzu,Ute,Petrol,72700.0
2023,6,2,WA,Kia,SUV,Hybrid,45700.0
2023,3,1,NSW,Kia,SUV,Electric,59100.0
2022,10,4,NSW,Nissan,Ute,Petrol,41800.0
2024,8,3,NSW,Nissan,Ute,Petrol,43700.0
2024,11,4,NSW,Nissan,Sedan,Hybrid,44700.0
2023,6,2,QLD,Toyota,Sedan,Diesel,47400.0
2024,7,3,VIC,Toyota,Sedan,Petrol,45200.0
2020,1,1,QLD,Tesla,Sedan,Electric,118800.0
2019,3,1,QLD,Kia,SUV,Petrol,33200.0
2021,3,1,QLD,Toyota,Sedan,Petrol,40300.0
2019,2,1,QLD,Toyota,Sedan,Petrol,35700.0
2022,7,3,NSW,Nissan,Ute,Petrol,40300.0
2024,9,3,NSW,Nissan,Ute,Hybrid,52800.0
2019,4,2,QLD,Hyundai,SUV,Petrol,34900.0
2020,12,4,NSW,Nissan,Sedan,Diesel,38500.0
2022,5,2,NSW,Mitsubishi,SUV,Hybrid,58900.0
2024,3,1,WA,Isuzu,Sedan,Petrol,63800.0
2021,11,4,QLD,Ford,Sedan,Diesel,49200.0
2022,9,3,NSW,Toyota,Hatchback,Hybrid,46300.0
2019,4,2,QLD,Ford,Ute,Petrol,50200.0
2020,5,2,QLD,Ford,Hatchback,Petrol,39700.0
2024,1,1,NSW,Kia,Ute,Electric,58900.0
2024,11,4,NSW,Toyota,Wagon,Electric,77900.0
2019,12,4,SA,Nissan,Ute,Petrol,32500.0
2024,2,1,VIC,Mazda,Van,Petrol,39600.0
2023,12,4,NSW,Mazda,SUV,Petrol,44000.0
2024,9,3,VIC,Kia,SUV,Petrol,38100.0
2022,2,1,QLD,Kia,Sedan,Diesel,34200.0
2022,5,2,NSW,Ford,Wagon,Diesel,53700.0
2022,8,3,NSW,BYD,Sedan,Electric,86900.0
2023,3,1,NSW,Kia,SUV,Electric,59500.0
2020,6,2,TAS,Mitsubishi,Sedan,Petrol,35200.0
2019,4,2,NSW,Tesla,Ute,Electric,149700.0
2021,11,4,VIC,Toyota,SUV,Diesel,55600.0
2023,7,3,SA,Kia,Ute,Petrol,32800.0
2020,10,4,NSW,Nissan,Wagon,Petrol,36500.0
2023,3,1,ACT,Toyota,Hatchback,Diesel,40800.0
2024,6,2,SA,Ford,SUV,Petrol,54600.0
2019,12,4,WA,Nissan,SUV,Petrol,40200.0
2023,10,4,NSW,Hyundai,SUV,Electric,63000.0
2022,9,3,QLD,Ford,SUV,Petrol,52000.0
2024,11,4,QLD,Nissan,SUV,Hybrid,50400.0
2020,10,4,TAS,Mazda,Ute,Petrol,33700.0
2023,1,1,NSW,Toyota,SUV,Petrol,51000.0
2024,3,1,QLD,Nissan,Hatchback,Diesel,34100.0
2024,2,1,VIC,Nissan,Hatchback,Hybrid,39000.0
2023,8,3,NSW,Ford,SUV,Petrol,63600.0
2022,7,3,VIC,Kia,Wagon,Diesel,37400.0
2023,2,1,QLD,Isuzu,Ute,Electric,113800.0
2024,6,2,VIC,Tesla,Sedan,Electric,145200.0
2023,3,1,VIC,Mazda,SUV,Hybrid,55000.0
2019,8,3,TAS,Toyota,Sedan,Petrol,35300.0
2024,10,4,VIC,Ford,SUV,Hybrid,68300.0
2023,3,1,QLD,Nissan,Sedan,Diesel,38500.0
2023,10,4,VIC,Nissan,SUV,Hybrid,51100.0
2020,9,3,VIC,Nissan,Sedan,Petrol,32000.0
2023,1,1,QLD,Nissan,SUV,Petrol,40400.0
2022,5,2,SA,Kia,SUV,Diesel,40100.0
2023,3,1,VIC,Ford,Sedan,Diesel,58400.0
2019,6,2,QLD,BYD,Sedan,Electric,77600.0
2023,10,4,NSW,Tesla,Sedan,Electric,140500.0
2024,2,1,NSW,Kia,SUV,Diesel,46700.0
2019,9,3,VIC,Toyota,Hatchback,Hybrid,41000.0
2024,6,2,NSW,Nissan,Sedan,Electric,55700.0
2022,7,3,NSW,Ford,SUV,Diesel,62500.0
2024,5,2,VIC,Hyundai,Sedan,Diesel,40400.0
2024,9,3,NSW,Mitsubishi,Sedan,Diesel,44500.0
2023,1,1,NSW,Tesla,SUV,Electric,160800.0
2023,5,2,VIC,Mazda,Sedan,Diesel,40900.0
2024,11,4,VIC,Isuzu,Ute,Electric,122300.0
2022,10,4,SA,Mazda,Ute,Diesel,44500.0
2021,11,4,QLD,Mazda,SUV,Petrol,39700.0
2023,6,2,VIC,Ford,Hatchback,Diesel,51200.0
2024,7,3,SA,Tesla,SUV,Electric,146800.0
2023,12,4,QLD,Nissan,Van,Diesel,39000.0
2024,4,2,NSW,Isuzu,SUV,Diesel,94500.0
2022,12,4,NSW,Nissan,Sedan,Diesel,39800.0
2024,1,1,QLD,Toyota,Sedan,Petrol,40100.0
2020,11,4,VIC,Toyota,SUV,Petrol,47300.0
2022,8,3,QLD,Kia,Ute,Petrol,35600.0
2019,10,4,QLD,Mazda,Sedan,Petrol,33800.0
2021,4,2,QLD,Isuzu,SUV,Petrol,74000.0
2021,3,1,TAS,Tesla,Sedan,Electric,119200.0
2022,12,4,VIC,Nissan,Sedan,Hybrid,45400.0
2023,7,3,NSW,Mazda,SUV,Petrol,45000.0
2021,12,4,WA,Ford,Wagon,Hybrid,61300.0
2022,2,1,NSW,Kia,Hatchback,Petrol,29800.0
2020,8,3,QLD,Mazda,SUV,Petrol,38700.0
2021,6,2,SA,Mitsubishi,Sedan,Petrol,34100.0
2020,7,3,QLD,Ford,SUV,Petrol,51100.0
2019,5,2,VIC,Ford,Ute,Hybrid,63000.0
2023,9,3,VIC,Hyundai,Van,Petrol,35100.0
2023,5,2,VIC,Toyota,SUV,Petrol,48300.0
2023,11,4,VIC,Kia,Ute,Electric,55400.0
2022,5,2,QLD,Hyundai,Sedan,Petrol,29500.0
2021,3,1,QLD,Toyota,SUV,Petrol,47700.0
2024,11,4,QLD,Hyundai,Van,Petrol,34500.0
2022,1,1,NSW,Mazda,Sedan,Diesel,38800.0
2022,2,1,VIC,Hyundai,Sedan,Petrol,34100.0
2019,8,3,QLD,Toyota,Ute,Petrol,43700.0
2021,1,1,VIC,Kia,SUV,Diesel,38000.0
2021,7,3,VIC,Tesla,SUV,Electric,148500.0
2022,5,2,QLD,Mitsubishi,Van,Hybrid,53100.0
2023,3,1,QLD,Isuzu,Ute,Petrol,68900.0
2022,12,4,VIC,Ford,Hatchback,Petrol,45500.0
2023,12,4,WA,Kia,SUV,Petrol,37200.0
2023,11,4,NSW,Isuzu,Sedan,Diesel,70800.0
2024,7,3,TAS,Ford,Wagon,Petrol,46400.0
2023,9,3,NSW,Tesla,SUV,Electric,155200.0
2024,2,1,NSW,Ford,SUV,Hybrid,79000.0
2019,8,3,WA,Ford,Sedan,Diesel,52700.0
2020,9,3,NSW,BYD,SUV,Electric,108900.0
2019,11,4,QLD,Toyota,SUV,Petrol,46100.0
2023,3,1,WA,Hyundai,Hatchback,Diesel,34200.0
2024,2,1,WA,Mazda,Wagon,Petrol,40700.0
2020,7,3,TAS,Hyundai,Sedan,Petrol,29900.0
2024,5,2,NSW,Mazda,Ute,Petrol,41900.0
2019,5,2,QLD,Kia,Hatchback,Petrol,24600.0
2024,10,4,NSW,BYD,Ute,Electric,108700.0
2021,5,2,VIC,BYD,SUV,Electric,108300.0
2019,4,2,WA,Hyundai,SUV,Diesel,40600.0
2022,5,2,VIC,Nissan,SUV,Diesel,48200.0
2021,4,2,VIC,Mitsubishi,SUV,Petrol,45800.0
2021,6,2,VIC,Hyundai,SUV,Electric,61100.0
2021,4,2,QLD,Isuzu,SUV,Petrol,75200.0
2024,2,1,ACT,Tesla,SUV,Electric,164900.0
2022,9,3,NSW,BYD,SUV,Electric,113800.0
2021,2,1,VIC,Mazda,Sedan,Petrol,35800.0
2023,9,3,WA,Ford,SUV,Petrol,59400.0
2023,10,4,VIC,Nissan,Ute,Diesel,47000.0
2021,6,2,NSW,Kia,SUV,Hybrid,45400.0
2022,9,3,VIC,Tesla,Hatchback,Electric,116500.0
2020,9,3,VIC,Mitsubishi,Van,Petrol,41200.0
2020,3,1,NSW,Isuzu,Ute,Hybrid,79600.0
2023,1,1,WA,Mazda,Ute,Diesel,45600.0
2020,1,1,VIC,Kia,Van,Petrol,32100.0
2022,3,1,SA,Toyota,SUV,Diesel,54000.0
2023,5,2,WA,Tesla,Wagon,Electric,134200.0
2019,3,1,QLD,Tesla,Ute,Electric,131900.0
2023,12,4,NSW,Toyota,Ute,Hybrid,63700.0
2021,9,3,VIC,Tesla,SUV,Electric,163000.0
2024,9,3,NSW,Ford,Sedan,Petrol,53400.0
2022,3,1,SA,Toyota,Ute,Hybrid,54300.0
2024,3,1,NSW,Ford,Sedan,Petrol,50400.0
2022,12,4,NSW,Mazda,Ute,Petrol,40900.0
2019,5,2,VIC,Ford,SUV,Petrol,50400.0
2023,2,1,NSW,Hyundai,SUV,Diesel,46800.0
2024,6,2,NSW,Tesla,Sedan,Electric,139300.0
2023,7,3,VIC,BYD,SUV,Electric,110300.0
2024,9,3,NSW,Mitsubishi,SUV,Petrol,49200.0
2024,6,2,NSW,Toyota,SUV,Petrol,52700.0
2020,3,1,VIC,Nissan,SUV,Petrol,40200.0
2020,12,4,QLD,Tesla,Sedan,Electric,126600.0
2023,5,2,VIC,Toyota,SUV,Hybrid,59500.0
2022,4,2,VIC,Isuzu,Van,Hybrid,83400.0
2024,5,2,VIC,Mazda,Ute,Hybrid,49500.0
2024,8,3,VIC,Kia,Ute,Petrol,35400.0
2021,8,3,SA,Ford,SUV,Electric,82300.0
2020,6,2,NSW,Ford,Sedan,Diesel,49800.0
2024,1,1,QLD,Nissan,Sedan,Petrol,33100.0
2021,8,3,WA,Ford,Wagon,Petrol,52200.0
2024,8,3,WA,Toyota,Ute,Petrol,49100.0
2022,2,1,NSW,Nissan,Sedan,Diesel,37700.0
2023,4,2,NSW,Nissan,Hatchback,Hybrid,37200.0
2019,12,4,QLD,Tesla,SUV,Electric,132400.0
2023,2,1,NSW,Ford,SUV,Hybrid,72900.0
2022,4,2,WA,Toyota,Ute,Hybrid,58300.0
2023,12,4,QLD,BYD,SUV,Electric,104600.0
2020,10,4,QLD,Toyota,SUV,Petrol,42800.0
2023,7,3,NSW,Toyota,Ute,Diesel,55100.0
2024,9,3,QLD,Kia,SUV,Petrol,37200.0
2020,8,3,QLD,Toyota,Sedan,Petrol,38000.0
2019,12,4,WA,Toyota,Hatchback,Diesel,39100.0
2019,9,3,NSW,Ford,SUV,Petrol,53200.0
2023,8,3,NSW,Toyota,SUV,Hybrid,60100.0
2023,2,1,VIC,Toyota,SUV,Diesel,58800.0
2022,7,3,NSW,Toyota,SUV,Hybrid,59300.0
2020,2,1,VIC,Mazda,SUV,Petrol,39900.0
2022,12,4,SA,Tesla,SUV,Electric,151500.0
2023,11,4,VIC,Isuzu,Sedan,Hybrid,82200.0
2022,2,1,WA,Ford,SUV,Electric,92000.0
2024,4,2,NSW,Kia,Ute,Hybrid,44700.0
2020,1,1,NSW,Toyota,Hatchback,Diesel,38800.0
2023,5,2,NSW,Toyota,Ute,Hybrid,56800.0
2022,6,2,VIC,Mazda,Sedan,Petrol,36700.0
2022,9,3,SA,Kia,SUV,Hybrid,41800.0
2023,10,4,NSW,Tesla,Ute,Electric,160500.0
2023,8,3,QLD,Mitsubishi,SUV,Hybrid,52000.0
