date,city,month,day_of_year,temp_max,temp_min,temp_range,rainfall_mm,uv_index
2023-08-14,Sydney,8,226,17.3,9.9,7.4,0.0,6.0
2023-08-15,Sydney,8,227,17.5,6.0,11.5,2.5,6.8
2023-08-16,Sydney,8,228,17.9,8.5,9.4,0.0,7.1
2023-08-17,Sydney,8,229,15.4,4.8,10.6,1.3,5.7
2023-08-18,Sydney,8,230,19.9,8.8,11.1,2.7,6.2
2023-08-19,Sydney,8,231,16.3,8.0,8.3,5.0,5.3
2023-08-20,Sydney,8,232,14.4,5.0,9.4,0.0,5.3
2023-08-21,Sydney,8,233,18.2,10.9,7.3,0.0,6.7
2023-08-22,Sydney,8,234,17.8,7.0,10.8,0.0,7.0
2023-08-23,Sydney,8,235,20.8,9.0,11.8,0.0,6.2
2023-08-24,Sydney,8,236,14.4,5.8,8.6,1.7,5.9
2023-08-25,Sydney,8,237,19.3,10.0,9.3,0.0,6.6
2023-08-26,Sydney,8,238,17.6,9.7,7.9,0.0,5.6
2023-08-27,Sydney,8,239,12.3,4.0,8.3,0.0,5.4
2023-08-28,Sydney,8,240,19.6,8.4,11.2,0.0,6.5
2023-08-29,Sydney,8,241,13.8,1.9,11.9,0.0,5.4
2023-08-30,Sydney,8,242,21.9,14.5,7.4,0.0,6.0
2023-08-31,Sydney,8,243,19.6,12.1,7.5,0.0,6.9
2023-09-01,Sydney,9,244,23.6,13.3,10.3,0.0,5.4
2023-09-02,Sydney,9,245,17.9,8.3,9.6,0.0,5.8
2023-09-03,Sydney,9,246,16.1,5.1,11.0,0.0,6.5
2023-09-04,Sydney,9,247,18.4,12.1,6.3,0.0,7.1
2023-09-05,Sydney,9,248,20.2,8.6,11.6,0.0,6.1
2023-09-06,Sydney,9,249,22.5,13.4,9.1,1.4,6.7
2023-09-07,Sydney,9,250,20.0,9.9,10.1,0.0,6.2
2023-09-08,Sydney,9,251,16.9,10.3,6.6,0.0,6.5
2023-09-09,Sydney,9,252,17.6,10.4,7.2,0.0,6.9
2023-09-10,Sydney,9,253,19.7,10.8,8.9,0.0,5.8
2023-09-11,Sydney,9,254,18.2,9.0,9.2,0.0,5.6
2023-09-12,Sydney,9,255,22.1,13.9,8.2,0.0,5.7
2023-09-13,Sydney,9,256,15.4,4.3,11.1,0.0,5.8
2023-09-14,Sydney,9,257,19.7,9.0,10.7,0.0,6.5
2023-09-15,Sydney,9,258,22.9,16.4,6.5,0.0,7.1
2023-09-16,Sydney,9,259,19.6,12.7,6.9,4.0,5.8
2023-09-17,Sydney,9,260,18.6,7.4,11.2,0.0,5.6
2023-09-18,Sydney,9,261,22.2,13.7,8.5,0.0,6.5
2023-09-19,Sydney,9,262,18.7,9.3,9.4,5.1,5.4
2023-09-20,Sydney,9,263,22.1,11.6,10.5,0.3,5.8
2023-09-21,Sydney,9,264,19.4,9.8,9.6,0.0,5.9
2023-09-22,Sydney,9,265,20.2,13.8,6.4,3.5,5.3
2023-09-23,Sydney,9,266,18.6,6.9,11.7,0.0,6.1
2023-09-24,Sydney,9,267,21.0,11.7,9.3,3.3,5.6
2023-09-25,Sydney,9,268,18.3,7.4,10.9,3.4,6.8
2023-09-26,Sydney,9,269,19.8,9.8,10.0,0.0,6.2
2023-09-27,Sydney,9,270,17.5,7.1,10.4,0.0,6.1
2023-09-28,Sydney,9,271,19.5,9.2,10.3,0.0,5.3
2023-09-29,Sydney,9,272,21.9,14.0,7.9,0.0,5.7
2023-09-30,Sydney,9,273,22.1,15.2,6.9,0.0,5.7
2023-10-01,Sydney,10,274,20.7,11.2,9.5,1.8,6.0
2023-10-02,Sydney,10,275,20.3,10.5,9.8,0.0,5.3
2023-10-03,Sydney,10,276,23.2,16.3,6.9,3.4,6.6
2023-10-04,Sydney,10,277,22.8,11.9,10.9,3.0,6.0
2023-10-05,Sydney,10,278,21.4,15.2,6.2,2.5,6.1
2023-10-06,Sydney,10,279,23.6,12.2,11.4,0.0,6.8
2023-10-07,Sydney,10,280,22.3,13.7,8.6,0.0,5.5
2023-10-08,Sydney,10,281,16.6,4.9,11.7,0.0,5.9
2023-10-09,Sydney,10,282,20.0,11.4,8.6,0.0,7.1
2023-10-10,Sydney,10,283,24.0,14.1,9.9,0.0,6.1
2023-10-11,Sydney,10,284,25.4,19.0,6.4,0.0,5.6
2023-10-12,Sydney,10,285,15.0,7.7,7.3,0.0,5.5
2023-10-13,Sydney,10,286,21.1,14.7,6.4,0.0,5.6
2023-10-14,Sydney,10,287,22.4,12.3,10.1,0.0,6.9
2023-10-15,Sydney,10,288,21.0,12.5,8.5,6.8,5.4
2023-10-16,Sydney,10,289,18.7,11.4,7.3,0.0,6.0
2023-10-17,Sydney,10,290,23.1,11.7,11.4,2.0,6.8
2023-10-18,Sydney,10,291,22.6,11.8,10.8,0.0,5.4
2023-10-19,Sydney,10,292,24.4,16.6,7.8,0.0,7.1
2023-10-20,Sydney,10,293,19.7,9.0,10.7,2.9,5.8
2023-10-21,Sydney,10,294,25.3,17.5,7.8,1.7,7.0
2023-10-22,Sydney,10,295,22.2,14.9,7.3,0.0,6.8
2023-10-23,Sydney,10,296,22.7,13.8,8.9,0.0,5.7
2023-10-24,Sydney,10,297,20.9,11.9,9.0,0.0,7.0
2023-10-25,Sydney,10,298,22.6,12.3,10.3,0.0,6.3
2023-10-26,Sydney,10,299,26.4,18.8,7.6,1.7,7.2
2023-10-27,Sydney,10,300,25.3,18.0,7.3,0.0,5.4
2023-10-28,Sydney,10,301,25.1,13.5,11.6,0.0,6.4
2023-10-29,Sydney,10,302,22.5,13.3,9.2,0.0,6.2
2023-10-30,Sydney,10,303,29.4,20.0,9.4,0.0,6.9
2023-10-31,Sydney,10,304,25.4,15.5,9.9,0.0,5.3
2023-11-01,Sydney,11,305,23.8,15.3,8.5,0.0,5.9
2023-11-02,Sydney,11,306,24.7,15.9,8.8,0.0,5.3
2023-11-03,Sydney,11,307,23.5,12.9,10.6,6.7,6.5
2023-11-04,Sydney,11,308,20.0,8.7,11.3,0.1,7.0
2023-11-05,Sydney,11,309,24.4,18.2,6.2,0.0,6.9
2023-11-06,Sydney,11,310,27.0,20.7,6.3,0.0,5.3
2023-11-07,Sydney,11,311,23.3,12.3,11.0,0.0,6.4
2023-11-08,Sydney,11,312,25.1,18.2,6.9,0.0,5.8
2023-11-09,Sydney,11,313,28.9,22.7,6.2,0.0,6.9
2023-11-10,Sydney,11,314,23.9,12.2,11.7,0.0,5.8
2023-11-11,Sydney,11,315,24.5,17.4,7.1,2.3,5.5
2023-11-12,Sydney,11,316,25.5,14.4,11.1,0.8,5.8
2023-11-13,Sydney,11,317,22.6,15.2,7.4,0.0,6.8
2023-11-14,Sydney,11,318,23.0,14.9,8.1,0.0,6.6
2023-11-15,Sydney,11,319,27.0,17.8,9.2,0.0,6.4
2023-11-16,Sydney,11,320,27.0,19.3,7.7,0.0,7.0
2023-11-17,Sydney,11,321,22.4,14.3,8.1,0.4,6.3
2023-11-18,Sydney,11,322,22.8,15.1,7.7,5.5,6.4
2023-11-19,Sydney,11,323,29.5,22.5,7.0,0.0,5.5
2023-11-20,Sydney,11,324,25.4,13.9,11.5,0.0,5.4
2023-11-21,Sydney,11,325,26.5,17.6,8.9,0.0,6.8
2023-11-22,Sydney,11,326,27.5,20.0,7.5,0.0,7.0
2023-11-23,Sydney,11,327,25.4,16.1,9.3,2.7,5.5
2023-11-24,Sydney,11,328,27.4,19.5,7.9,5.7,5.7
2023-11-25,Sydney,11,329,24.4,17.4,7.0,2.3,5.9
2023-11-26,Sydney,11,330,24.5,12.7,11.8,15.2,5.7
2023-11-27,Sydney,11,331,25.2,15.1,10.1,3.0,7.0
2023-11-28,Sydney,11,332,25.7,15.3,10.4,3.4,5.5
2023-11-29,Sydney,11,333,23.3,16.2,7.1,0.0,6.9
2023-11-30,Sydney,11,334,27.4,19.2,8.2,1.0,6.1
2023-12-01,Sydney,12,335,25.9,16.9,9.0,2.4,5.3
2023-12-02,Sydney,12,336,26.6,18.6,8.0,0.0,6.6
2023-12-03,Sydney,12,337,26.3,20.0,6.3,0.0,5.5
2023-12-04,Sydney,12,338,21.8,10.9,10.9,0.0,7.1
2023-12-05,Sydney,12,339,28.8,19.0,9.8,6.0,7.1
2023-12-06,Sydney,12,340,27.6,20.2,7.4,0.7,6.3
2023-12-07,Sydney,12,341,25.8,19.3,6.5,0.0,7.1
2023-12-08,Sydney,12,342,24.0,16.8,7.2,2.1,6.8
2023-12-09,Sydney,12,343,30.1,21.1,9.0,0.0,5.6
2023-12-10,Sydney,12,344,29.1,20.4,8.7,0.0,6.2
2023-12-11,Sydney,12,345,30.5,20.8,9.7,0.0,6.1
2023-12-12,Sydney,12,346,30.6,21.4,9.2,0.0,5.3
2023-12-13,Sydney,12,347,29.5,22.3,7.2,0.0,6.3
2023-12-14,Sydney,12,348,25.4,18.0,7.4,0.0,5.8
2023-12-15,Sydney,12,349,28.5,19.5,9.0,0.9,6.9
2023-12-16,Sydney,12,350,23.0,16.5,6.5,0.1,5.8
2023-12-17,Sydney,12,351,24.8,17.5,7.3,0.0,6.2
2023-12-18,Sydney,12,352,28.6,16.7,11.9,9.9,6.6
2023-12-19,Sydney,12,353,30.7,22.7,8.0,3.5,5.8
2023-12-20,Sydney,12,354,26.8,18.6,8.2,2.3,7.1
2023-12-21,Sydney,12,355,26.5,18.4,8.1,0.0,6.4
2023-12-22,Sydney,12,356,30.8,20.9,9.9,1.2,6.6
2023-12-23,Sydney,12,357,31.3,22.9,8.4,0.0,6.3
2023-12-24,Sydney,12,358,24.9,17.4,7.5,0.0,7.0
2023-12-25,Sydney,12,359,26.7,14.9,11.8,0.0,6.8
2023-12-26,Sydney,12,360,28.3,18.4,9.9,1.5,5.9
2023-12-27,Sydney,12,361,27.4,20.9,6.5,0.0,5.8
2023-12-28,Sydney,12,362,24.8,15.2,9.6,4.6,6.5
2023-12-29,Sydney,12,363,27.5,17.5,10.0,0.1,5.3
2023-12-30,Sydney,12,364,25.6,17.3,8.3,6.3,6.1
2023-12-31,Sydney,12,365,30.7,19.4,11.3,0.0,7.0
2024-01-01,Sydney,1,1,26.7,19.0,7.7,4.8,5.6
2024-01-02,Sydney,1,2,28.5,21.5,7.0,0.0,6.0
2024-01-03,Sydney,1,3,25.7,16.0,9.7,0.0,6.4
2024-01-04,Sydney,1,4,26.5,19.6,6.9,4.3,5.8
2024-01-05,Sydney,1,5,28.4,21.0,7.4,0.0,6.2
2024-01-06,Sydney,1,6,28.9,21.1,7.8,0.0,7.2
2024-01-07,Sydney,1,7,26.6,17.0,9.6,0.0,6.2
2024-01-08,Sydney,1,8,30.7,21.7,9.0,0.0,6.4
2024-01-09,Sydney,1,9,30.2,22.8,7.4,4.5,6.2
2024-01-10,Sydney,1,10,29.0,22.7,6.3,0.0,5.4
2024-01-11,Sydney,1,11,22.7,16.6,6.1,0.0,6.5
2024-01-12,Sydney,1,12,22.9,14.1,8.8,0.0,5.3
2024-01-13,Sydney,1,13,28.4,19.8,8.6,0.0,5.7
2024-01-14,Sydney,1,14,30.9,22.4,8.5,0.0,5.8
2024-01-15,Sydney,1,15,27.9,20.6,7.3,0.0,6.2
2024-01-16,Sydney,1,16,26.7,20.3,6.4,0.0,5.8
2024-01-17,Sydney,1,17,27.8,16.3,11.5,0.0,6.4
2024-01-18,Sydney,1,18,27.2,21.0,6.2,0.0,6.2
2024-01-19,Sydney,1,19,27.7,17.9,9.8,0.0,6.7
2024-01-20,Sydney,1,20,26.0,17.2,8.8,0.0,5.7
2024-01-21,Sydney,1,21,27.1,16.0,11.1,0.0,5.7
2024-01-22,Sydney,1,22,28.8,18.1,10.7,0.0,5.8
2024-01-23,Sydney,1,23,28.0,19.0,9.0,3.6,6.0
2024-01-24,Sydney,1,24,27.1,15.3,11.8,0.0,6.2
2024-01-25,Sydney,1,25,27.5,19.9,7.6,0.0,5.8
2024-01-26,Sydney,1,26,28.1,18.4,9.7,7.2,6.1
2024-01-27,Sydney,1,27,26.8,18.1,8.7,0.0,6.1
2024-01-28,Sydney,1,28,28.7,18.0,10.7,0.0,6.2
2024-01-29,Sydney,1,29,27.4,20.3,7.1,2.9,6.8
2024-01-30,Sydney,1,30,28.2,20.1,8.1,7.4,6.3
2024-01-31,Sydney,1,31,29.7,20.0,9.7,0.0,5.3
2024-02-01,Sydney,2,32,28.5,20.9,7.6,0.0,5.3
2024-02-02,Sydney,2,33,26.6,14.6,12.0,0.0,7.0
2024-02-03,Sydney,2,34,30.4,20.4,10.0,1.5,7.0
2024-02-04,Sydney,2,35,30.1,19.5,10.6,0.0,6.3
2024-02-05,Sydney,2,36,29.2,22.6,6.6,0.0,7.1
2024-02-06,Sydney,2,37,23.9,13.0,10.9,0.0,6.0
2024-02-07,Sydney,2,38,30.1,22.3,7.8,0.0,5.5
2024-02-08,Sydney,2,39,25.5,18.5,7.0,0.8,5.6
2024-02-09,Sydney,2,40,27.1,19.1,8.0,4.0,5.8
2024-02-10,Sydney,2,41,26.6,19.3,7.3,0.0,7.2
2024-02-11,Sydney,2,42,29.9,18.7,11.2,0.9,6.0
2024-02-12,Sydney,2,43,25.1,16.5,8.6,0.0,6.7
2024-02-13,Sydney,2,44,28.9,17.7,11.2,0.0,6.2
2024-02-14,Sydney,2,45,22.5,14.4,8.1,0.0,5.8
2024-02-15,Sydney,2,46,27.6,16.3,11.3,0.0,6.0
2024-02-16,Sydney,2,47,28.8,17.3,11.5,0.7,6.2
2024-02-17,Sydney,2,48,24.5,13.8,10.7,0.0,6.1
2024-02-18,Sydney,2,49,30.5,19.0,11.5,3.5,6.3
2024-02-19,Sydney,2,50,27.9,17.2,10.7,0.0,6.5
2024-02-20,Sydney,2,51,27.0,17.7,9.3,0.0,6.2
2024-02-21,Sydney,2,52,29.5,21.3,8.2,0.0,6.9
2024-02-22,Sydney,2,53,30.8,23.0,7.8,0.0,5.9
2024-02-23,Sydney,2,54,27.3,18.9,8.4,0.0,5.4
2024-02-24,Sydney,2,55,28.9,19.6,9.3,0.0,5.6
2024-02-25,Sydney,2,56,28.6,17.8,10.8,0.0,6.8
2024-02-26,Sydney,2,57,27.9,18.3,9.6,10.6,6.4
2024-02-27,Sydney,2,58,31.9,20.2,11.7,0.3,5.6
2024-02-28,Sydney,2,59,28.4,19.4,9.0,2.3,5.4
2024-02-29,Sydney,2,60,29.3,19.7,9.6,4.6,6.3
2024-03-01,Sydney,3,61,20.9,13.6,7.3,1.8,6.0
2024-03-02,Sydney,3,62,22.3,11.7,10.6,6.0,7.2
2024-03-03,Sydney,3,63,26.1,16.4,9.7,0.0,6.5
2024-03-04,Sydney,3,64,24.9,13.3,11.6,8.4,6.4
2024-03-05,Sydney,3,65,24.8,15.1,9.7,0.2,5.4
2024-03-06,Sydney,3,66,27.2,17.2,10.0,0.0,5.8
2024-03-07,Sydney,3,67,29.0,18.1,10.9,0.0,5.6
2024-03-08,Sydney,3,68,24.0,17.7,6.3,3.8,6.8
2024-03-09,Sydney,3,69,29.8,18.3,11.5,0.0,5.4
2024-03-10,Sydney,3,70,24.9,15.0,9.9,0.0,6.9
2024-03-11,Sydney,3,71,26.2,16.5,9.7,4.8,7.2
2024-03-12,Sydney,3,72,28.0,19.6,8.4,0.0,6.0
2024-03-13,Sydney,3,73,24.9,18.4,6.5,0.0,6.0
2024-03-14,Sydney,3,74,26.1,17.4,8.7,0.0,5.7
2024-03-15,Sydney,3,75,22.4,11.3,11.1,6.7,6.7
2024-03-16,Sydney,3,76,23.0,11.7,11.3,0.0,7.2
2024-03-17,Sydney,3,77,26.3,20.2,6.1,0.0,5.6
2024-03-18,Sydney,3,78,22.3,11.2,11.1,0.0,5.3
2024-03-19,Sydney,3,79,24.3,14.4,9.9,0.0,6.2
2024-03-20,Sydney,3,80,25.5,18.2,7.3,1.6,6.8
2024-03-21,Sydney,3,81,28.9,20.6,8.3,0.0,5.6
2024-03-22,Sydney,3,82,26.0,18.1,7.9,0.0,5.7
2024-03-23,Sydney,3,83,27.5,18.3,9.2,0.0,6.4
2024-03-24,Sydney,3,84,23.3,16.8,6.5,0.0,6.5
2024-03-25,Sydney,3,85,22.7,16.2,6.5,0.0,7.1
2024-03-26,Sydney,3,86,30.3,20.5,9.8,0.5,7.0
2024-03-27,Sydney,3,87,21.0,13.6,7.4,0.0,5.6
2024-03-28,Sydney,3,88,31.2,21.4,9.8,0.0,6.5
2024-03-29,Sydney,3,89,28.4,20.3,8.1,2.1,6.6
2024-03-30,Sydney,3,90,25.8,17.9,7.9,1.9,5.7
2024-03-31,Sydney,3,91,25.8,17.4,8.4,0.0,6.5
2024-04-01,Sydney,4,92,20.9,10.0,10.9,0.0,6.7
2024-04-02,Sydney,4,93,17.7,11.6,6.1,0.4,6.3
2024-04-03,Sydney,4,94,19.4,12.9,6.5,0.0,7.1
2024-04-04,Sydney,4,95,21.5,11.9,9.6,6.7,6.9
2024-04-05,Sydney,4,96,25.0,14.9,10.1,0.0,5.9
2024-04-06,Sydney,4,97,23.5,15.1,8.4,0.2,5.9
2024-04-07,Sydney,4,98,22.7,12.3,10.4,0.0,5.6
2024-04-08,Sydney,4,99,26.4,19.2,7.2,4.9,6.0
2024-04-09,Sydney,4,100,24.8,16.0,8.8,0.0,6.9
2024-04-10,Sydney,4,101,21.1,10.3,10.8,0.0,6.3
2024-04-11,Sydney,4,102,24.2,17.6,6.6,0.0,5.4
2024-04-12,Sydney,4,103,21.2,11.2,10.0,2.0,5.4
2024-04-13,Sydney,4,104,18.9,9.8,9.1,0.0,5.5
2024-04-14,Sydney,4,105,22.4,14.0,8.4,0.0,6.2
2024-04-15,Sydney,4,106,21.1,14.4,6.7,0.0,6.6
2024-04-16,Sydney,4,107,23.8,13.0,10.8,10.1,6.4
2024-04-17,Sydney,4,108,24.5,18.0,6.5,3.1,6.4
2024-04-18,Sydney,4,109,19.5,8.5,11.0,0.0,7.0
2024-04-19,Sydney,4,110,20.9,11.6,9.3,0.0,5.8
2024-04-20,Sydney,4,111,18.5,7.7,10.8,0.0,5.8
2024-04-21,Sydney,4,112,20.7,9.2,11.5,1.6,6.2
2024-04-22,Sydney,4,113,25.7,16.0,9.7,0.3,6.3
2024-04-23,Sydney,4,114,21.7,15.2,6.5,6.0,7.1
2024-04-24,Sydney,4,115,24.5,18.0,6.5,0.0,6.8
2024-04-25,Sydney,4,116,19.4,8.4,11.0,0.7,6.4
2024-04-26,Sydney,4,117,25.2,14.9,10.3,2.6,5.8
2024-04-27,Sydney,4,118,24.5,18.0,6.5,0.0,5.3
2024-04-28,Sydney,4,119,22.7,16.6,6.1,0.0,6.0
2024-04-29,Sydney,4,120,17.1,6.7,10.4,0.0,6.3
2024-04-30,Sydney,4,121,23.4,11.5,11.9,0.0,5.8
2024-05-01,Sydney,5,122,17.6,7.1,10.5,0.0,6.5
2024-05-02,Sydney,5,123,17.0,8.2,8.8,0.4,6.4
2024-05-03,Sydney,5,124,17.3,9.2,8.1,0.6,6.6
2024-05-04,Sydney,5,125,20.4,12.7,7.7,0.0,6.5
2024-05-05,Sydney,5,126,20.9,11.1,9.8,0.0,7.2
2024-05-06,Sydney,5,127,21.1,9.7,11.4,0.0,5.6
2024-05-07,Sydney,5,128,18.7,12.0,6.7,0.0,5.7
2024-05-08,Sydney,5,129,22.3,13.2,9.1,0.9,5.3
2024-05-09,Sydney,5,130,22.2,15.8,6.4,0.0,7.0
2024-05-10,Sydney,5,131,13.8,2.8,11.0,2.0,6.7
2024-05-11,Sydney,5,132,17.8,6.8,11.0,2.3,5.3
2024-05-12,Sydney,5,133,15.5,9.0,6.5,0.0,5.8
2024-05-13,Sydney,5,134,16.1,9.9,6.2,0.0,6.2
2024-05-14,Sydney,5,135,15.3,5.9,9.4,0.0,7.1
2024-05-15,Sydney,5,136,15.3,8.6,6.7,0.0,6.9
2024-05-16,Sydney,5,137,20.7,13.5,7.2,0.3,6.1
2024-05-17,Sydney,5,138,15.5,7.8,7.7,0.0,7.2
2024-05-18,Sydney,5,139,15.0,4.2,10.8,0.0,5.6
2024-05-19,Sydney,5,140,22.2,11.4,10.8,0.0,6.9
2024-05-20,Sydney,5,141,22.1,14.0,8.1,3.2,6.3
2024-05-21,Sydney,5,142,20.5,14.5,6.0,1.9,6.2
2024-05-22,Sydney,5,143,20.4,13.7,6.7,2.6,7.1
2024-05-23,Sydney,5,144,17.4,9.4,8.0,1.4,5.5
2024-05-24,Sydney,5,145,19.1,9.3,9.8,3.2,5.6
2024-05-25,Sydney,5,146,21.7,12.7,9.0,0.0,6.3
2024-05-26,Sydney,5,147,21.1,12.7,8.4,0.0,5.7
2024-05-27,Sydney,5,148,21.2,9.8,11.4,0.0,6.6
2024-05-28,Sydney,5,149,20.1,11.2,8.9,0.0,7.1
2024-05-29,Sydney,5,150,20.0,10.0,10.0,20.0,5.4
2024-05-30,Sydney,5,151,22.8,11.3,11.5,0.0,6.3
2024-05-31,Sydney,5,152,18.5,7.7,10.8,1.0,5.9
2024-06-01,Sydney,6,153,22.2,12.3,9.9,0.0,5.5
2024-06-02,Sydney,6,154,14.7,8.6,6.1,0.0,5.9
2024-06-03,Sydney,6,155,18.7,8.9,9.8,0.0,6.3
2024-06-04,Sydney,6,156,19.7,10.1,9.6,9.6,5.5
2024-06-05,Sydney,6,157,22.1,12.1,10.0,0.0,5.5
2024-06-06,Sydney,6,158,20.7,12.6,8.1,0.0,5.3
2024-06-07,Sydney,6,159,17.1,5.6,11.5,3.4,5.7
2024-06-08,Sydney,6,160,19.7,10.8,8.9,7.4,6.1
2024-06-09,Sydney,6,161,17.0,10.4,6.6,0.0,6.0
2024-06-10,Sydney,6,162,17.4,6.4,11.0,8.9,7.0
2024-06-11,Sydney,6,163,14.0,2.6,11.4,0.0,6.9
2024-06-12,Sydney,6,164,17.8,7.7,10.1,0.0,6.7
2024-06-13,Sydney,6,165,15.5,9.1,6.4,0.0,6.0
2024-06-14,Sydney,6,166,17.5,8.2,9.3,0.0,7.0
2024-06-15,Sydney,6,167,17.5,9.1,8.4,0.0,6.7
2024-06-16,Sydney,6,168,19.2,8.9,10.3,5.4,6.6
2024-06-17,Sydney,6,169,15.7,6.8,8.9,17.5,6.7
2024-06-18,Sydney,6,170,20.5,12.5,8.0,0.0,5.9
2024-06-19,Sydney,6,171,21.5,14.0,7.5,0.2,6.3
2024-06-20,Sydney,6,172,20.6,13.6,7.0,0.8,5.9
2024-06-21,Sydney,6,173,16.9,6.8,10.1,0.0,5.7
2024-06-22,Sydney,6,174,17.5,5.8,11.7,0.0,6.9
2024-06-23,Sydney,6,175,17.2,9.0,8.2,0.0,6.9
2024-06-24,Sydney,6,176,16.8,8.0,8.8,0.0,6.4
2024-06-25,Sydney,6,177,16.8,9.8,7.0,1.9,6.8
2024-06-26,Sydney,6,178,18.3,10.1,8.2,0.0,5.6
2024-06-27,Sydney,6,179,16.9,5.8,11.1,0.0,7.1
2024-06-28,Sydney,6,180,16.9,10.9,6.0,0.0,5.3
2024-06-29,Sydney,6,181,16.5,5.9,10.6,0.0,5.6
2024-06-30,Sydney,6,182,14.8,4.5,10.3,0.0,5.3
2024-07-01,Sydney,7,183,15.4,8.6,6.8,0.0,7.2
2024-07-02,Sydney,7,184,15.0,7.8,7.2,6.2,7.1
2024-07-03,Sydney,7,185,17.9,11.5,6.4,0.0,7.2
2024-07-04,Sydney,7,186,14.9,7.7,7.2,0.0,5.4
2024-07-05,Sydney,7,187,16.1,5.6,10.5,0.0,5.9
2024-07-06,Sydney,7,188,13.9,5.0,8.9,3.9,5.9
2024-07-07,Sydney,7,189,18.1,11.5,6.6,0.1,7.1
2024-07-08,Sydney,7,190,20.4,8.8,11.6,0.7,6.1
2024-07-09,Sydney,7,191,21.5,9.6,11.9,0.0,5.7
2024-07-10,Sydney,7,192,20.7,12.0,8.7,0.0,5.7
2024-07-11,Sydney,7,193,15.6,9.5,6.1,0.0,6.6
2024-07-12,Sydney,7,194,13.6,4.1,9.5,0.0,7.0
2024-07-13,Sydney,7,195,15.2,6.3,8.9,0.0,6.3
2024-07-14,Sydney,7,196,20.5,12.0,8.5,0.0,5.9
2024-07-15,Sydney,7,197,20.4,14.3,6.1,0.0,6.2
2024-07-16,Sydney,7,198,16.7,8.7,8.0,9.4,7.0
2024-07-17,Sydney,7,199,14.6,7.6,7.0,0.0,7.0
2024-07-18,Sydney,7,200,14.4,4.5,9.9,5.0,6.5
2024-07-19,Sydney,7,201,20.5,13.5,7.0,0.6,5.2
2024-07-20,Sydney,7,202,13.3,6.0,7.3,0.0,6.3
2024-07-21,Sydney,7,203,20.5,9.2,11.3,0.5,6.9
2024-07-22,Sydney,7,204,17.0,6.7,10.3,0.0,6.2
2024-07-23,Sydney,7,205,12.8,3.2,9.6,0.0,5.5
2024-07-24,Sydney,7,206,19.1,7.7,11.4,2.4,5.9
2024-07-25,Sydney,7,207,13.1,3.8,9.3,0.0,6.8
2024-07-26,Sydney,7,208,15.5,6.0,9.5,0.3,6.8
2024-07-27,Sydney,7,209,19.7,8.5,11.2,0.0,5.3
2024-07-28,Sydney,7,210,20.9,10.7,10.2,0.0,5.9
2024-07-29,Sydney,7,211,17.1,6.9,10.2,0.0,6.4
2024-07-30,Sydney,7,212,15.8,3.8,12.0,0.4,6.2
2024-07-31,Sydney,7,213,18.0,8.1,9.9,0.0,5.8
2024-08-01,Sydney,8,214,15.1,4.6,10.5,10.1,6.7
2024-08-02,Sydney,8,215,16.8,10.2,6.6,0.0,6.0
2024-08-03,Sydney,8,216,17.9,9.4,8.5,0.0,6.7
2024-08-04,Sydney,8,217,19.1,7.8,11.3,6.7,6.3
2024-08-05,Sydney,8,218,15.9,5.9,10.0,0.0,7.0
2024-08-06,Sydney,8,219,18.4,8.8,9.6,0.0,6.1
2024-08-07,Sydney,8,220,22.5,16.5,6.0,7.1,6.6
2024-08-08,Sydney,8,221,17.1,10.8,6.3,0.0,7.2
2024-08-09,Sydney,8,222,19.6,7.6,12.0,0.0,6.6
2024-08-10,Sydney,8,223,19.8,11.6,8.2,0.0,6.4
2024-08-11,Sydney,8,224,17.4,6.9,10.5,0.5,6.9
2024-08-12,Sydney,8,225,22.1,12.5,9.6,0.0,5.2
2024-08-13,Sydney,8,226,18.6,9.2,9.4,0.0,6.9
2024-08-14,Sydney,8,227,12.5,2.8,9.7,0.0,5.7
2024-08-15,Sydney,8,228,20.0,8.5,11.5,0.0,5.7
2024-08-16,Sydney,8,229,14.9,7.6,7.3,0.0,6.2
2024-08-17,Sydney,8,230,20.1,13.9,6.2,0.0,6.0
2024-08-18,Sydney,8,231,16.2,8.5,7.7,0.0,5.9
2024-08-19,Sydney,8,232,16.9,8.1,8.8,0.0,6.3
2024-08-20,Sydney,8,233,22.1,12.4,9.7,0.3,6.4
2024-08-21,Sydney,8,234,15.2,3.5,11.7,24.1,6.4
2024-08-22,Sydney,8,235,16.1,4.1,12.0,0.0,6.0
2024-08-23,Sydney,8,236,18.9,8.9,10.0,2.3,5.6
2024-08-24,Sydney,8,237,23.2,15.5,7.7,0.8,6.4
2024-08-25,Sydney,8,238,15.8,7.8,8.0,1.0,6.0
2024-08-26,Sydney,8,239,20.0,10.7,9.3,0.0,5.8
2024-08-27,Sydney,8,240,19.9,11.9,8.0,1.8,6.7
2024-08-28,Sydney,8,241,13.5,7.5,6.0,0.0,5.9
2024-08-29,Sydney,8,242,15.0,3.4,11.6,0.0,5.6
2024-08-30,Sydney,8,243,17.6,8.4,9.2,8.1,6.5
2024-08-31,Sydney,8,244,12.3,1.9,10.4,0.0,5.3
2024-09-01,Sydney,9,245,18.6,10.2,8.4,0.0,5.5
2024-09-02,Sydney,9,246,18.2,11.5,6.7,0.0,6.0
2024-09-03,Sydney,9,247,20.8,9.7,11.1,4.3,5.4
