order_id,vendor_id,product_id,order_date,sla_days,actual_days,quantity,unit_cost,quality_status,delivery_date,total_cost,source_file,days_to_deliver,on_time,defect_flag,week_num
ORD-W04-0049,V018,SKU-0005,2025-01-11,3,5,361,40.39,Pass,2025-01-16,14580.79,week_04_orders.csv,5,False,False,2
ORD-W04-0050,V020,SKU-0039,2025-01-02,7,9,268,43.87,Defect,2025-01-11,11757.16,week_04_orders.csv,9,False,True,1
ORD-W04-0051,V016,SKU-0007,2025-01-08,7,4,376,145.44,Pass,2025-01-12,54685.44,week_04_orders.csv,4,True,False,2
ORD-W04-0052,V009,SKU-0008,2025-01-20,10,4,369,152.82,Pending,2025-01-24,56390.58,week_04_orders.csv,4,True,False,4
ORD-W04-0053,V008,SKU-0040,2025-01-06,5,9,451,187.28,Pass,2025-01-15,84463.28,week_04_orders.csv,9,False,False,2
ORD-W04-0054,V011,SKU-0037,2025-01-16,10,11,354,172.18,Defect,2025-01-27,60951.72,week_04_orders.csv,11,False,True,3
ORD-W04-0055,V003,SKU-0014,2025-01-28,10,6,97,58.42,Pass,2025-02-03,5666.74,week_04_orders.csv,6,True,False,5
ORD-W04-0056,V005,SKU-0031,2025-01-17,7,3,121,27.27,Pass,2025-01-20,3299.67,week_04_orders.csv,3,True,False,3
ORD-W04-0057,V005,SKU-0019,2025-01-12,5,2,193,165.8,Pass,2025-01-14,31999.4,week_04_orders.csv,2,True,False,2
ORD-W04-0058,V009,SKU-0039,2025-01-13,5,6,11,134.5,Pass,2025-01-19,1479.5,week_04_orders.csv,6,False,False,3
ORD-W04-0059,V002,SKU-0032,2025-01-05,5,6,91,85.39,Pass,2025-01-11,7770.49,week_04_orders.csv,6,False,False,1
ORD-W04-0060,V017,SKU-0014,2025-01-04,3,9,384,163.29,Pass,2025-01-13,62703.36,week_04_orders.csv,9,False,False,1
ORD-W04-0061,V020,SKU-0034,2025-01-11,10,5,236,192.75,Pass,2025-01-16,45489.0,week_04_orders.csv,5,True,False,2
ORD-W04-0062,V010,SKU-0048,2025-01-12,7,2,303,163.8,Pass,2025-01-14,49631.4,week_04_orders.csv,2,True,False,2
ORD-W04-0063,V008,SKU-0046,2025-01-22,7,11,246,138.06,Pending,2025-02-02,33962.76,week_04_orders.csv,11,False,False,4
ORD-W04-0064,V003,SKU-0038,2025-01-03,7,13,137,21.58,Pass,2025-01-16,2956.46,week_04_orders.csv,13,False,False,1
ORD-W04-0065,V018,SKU-0050,2025-01-03,10,2,105,79.59,Pass,2025-01-05,8356.95,week_04_orders.csv,2,True,False,1
ORD-W04-0066,V011,SKU-0041,2025-01-05,10,3,84,78.93,Pass,2025-01-08,6630.12,week_04_orders.csv,3,True,False,1
ORD-W04-0067,V008,SKU-0026,2025-01-23,10,7,130,26.15,Pending,2025-01-30,3399.5,week_04_orders.csv,7,True,False,4
ORD-W04-0068,V007,SKU-0001,2025-01-11,7,13,224,127.06,Defect,2025-01-24,28461.44,week_04_orders.csv,13,False,True,2
ORD-W04-0069,V007,SKU-0028,2025-01-10,7,3,421,167.52,Pass,2025-01-13,70525.92,week_04_orders.csv,3,True,False,2
ORD-W04-0070,V003,SKU-0019,2025-01-03,10,5,23,90.5,Pass,2025-01-08,2081.5,week_04_orders.csv,5,True,False,1
ORD-W04-0071,V009,SKU-0005,2025-01-14,7,4,286,44.38,Pass,2025-01-18,12692.68,week_04_orders.csv,4,True,False,3
ORD-W04-0072,V013,SKU-0037,2025-01-11,7,6,132,123.72,Pass,2025-01-17,16331.04,week_04_orders.csv,6,True,False,2
ORD-W04-0073,V003,SKU-0034,2025-01-28,3,8,115,69.6,Pass,2025-02-05,8004.0,week_04_orders.csv,8,False,False,5
ORD-W04-0074,V011,SKU-0049,2025-01-25,3,6,419,15.46,Defect,2025-01-31,6477.74,week_04_orders.csv,6,False,True,4
ORD-W04-0075,V001,SKU-0019,2025-01-04,7,13,188,90.4,Defect,2025-01-17,16995.2,week_04_orders.csv,13,False,True,1
ORD-W04-0076,V015,SKU-0012,2025-01-23,7,4,370,89.44,Pass,2025-01-27,33092.8,week_04_orders.csv,4,True,False,4
ORD-W04-0077,V019,SKU-0047,2025-01-09,5,7,271,136.05,Pass,2025-01-16,36869.55,week_04_orders.csv,7,False,False,2
ORD-W04-0078,V012,SKU-0009,2025-01-03,5,2,30,99.23,Pass,2025-01-05,2976.9,week_04_orders.csv,2,True,False,1
ORD-W04-0079,V006,SKU-0030,2025-01-05,7,2,113,151.3,Pending,2025-01-07,17096.9,week_04_orders.csv,2,True,False,1
ORD-W04-0080,V001,SKU-0027,2025-01-12,5,5,363,197.81,Pass,2025-01-17,71805.03,week_04_orders.csv,5,True,False,2
ORD-W04-0081,V011,SKU-0044,2025-01-18,5,4,464,166.76,Pass,2025-01-22,77376.64,week_04_orders.csv,4,True,False,3
ORD-W04-0082,V013,SKU-0016,2025-01-23,7,2,135,129.26,Pass,2025-01-25,17450.1,week_04_orders.csv,2,True,False,4
ORD-W04-0083,V005,SKU-0050,2025-01-15,5,12,464,35.44,Pass,2025-01-27,16444.16,week_04_orders.csv,12,False,False,3
ORD-W04-0084,V019,SKU-0023,2025-01-24,5,7,24,5.37,Pass,2025-01-31,128.88,week_04_orders.csv,7,False,False,4
ORD-W04-0085,V008,SKU-0008,2025-01-04,3,7,497,31.95,Pass,2025-01-11,15879.15,week_04_orders.csv,7,False,False,1
ORD-W04-0086,V018,SKU-0007,2025-01-14,5,13,256,181.46,Pass,2025-01-27,46453.76,week_04_orders.csv,13,False,False,3
ORD-W04-0087,V015,SKU-0005,2025-01-13,10,3,479,82.94,Pass,2025-01-16,39728.26,week_04_orders.csv,3,True,False,3
ORD-W04-0088,V001,SKU-0022,2025-01-21,5,11,171,76.42,Pass,2025-02-01,13067.82,week_04_orders.csv,11,False,False,4
ORD-W04-0089,V013,SKU-0011,2025-01-06,3,9,331,177.3,Pass,2025-01-15,58686.3,week_04_orders.csv,9,False,False,2
ORD-W04-0090,V003,SKU-0050,2025-01-20,5,10,296,38.26,Pass,2025-01-30,11324.96,week_04_orders.csv,10,False,False,4
ORD-W04-0091,V020,SKU-0025,2025-01-07,7,9,441,124.98,Pass,2025-01-16,55116.18,week_04_orders.csv,9,False,False,2
ORD-W04-0092,V001,SKU-0027,2025-01-28,7,10,419,62.0,Pass,2025-02-07,25978.0,week_04_orders.csv,10,False,False,5
ORD-W04-0093,V013,SKU-0041,2025-01-11,3,4,27,195.12,Pass,2025-01-15,5268.24,week_04_orders.csv,4,False,False,2
ORD-W04-0094,V010,SKU-0038,2025-01-26,7,4,143,32.06,Pass,2025-01-30,4584.58,week_04_orders.csv,4,True,False,4
ORD-W04-0095,V019,SKU-0041,2025-01-25,10,7,34,72.32,Pass,2025-02-01,2458.88,week_04_orders.csv,7,True,False,4
ORD-W04-0096,V019,SKU-0025,2025-01-15,7,4,213,44.63,Pass,2025-01-19,9506.19,week_04_orders.csv,4,True,False,3
ORD-W04-0097,V019,SKU-0044,2025-01-08,7,12,462,86.68,Pass,2025-01-20,40046.16,week_04_orders.csv,12,False,False,2
ORD-W04-0098,V013,SKU-0010,2025-01-08,5,6,432,92.59,Pass,2025-01-14,39998.88,week_04_orders.csv,6,False,False,2
ORD-W04-0099,V001,SKU-0047,2025-01-26,7,3,461,190.19,Pass,2025-01-29,87677.59,week_04_orders.csv,3,True,False,4
ORD-W04-0100,V017,SKU-0017,2025-01-08,7,7,116,10.93,Pass,2025-01-15,1267.88,week_04_orders.csv,7,True,False,2
ORD-W04-0101,V007,SKU-0045,2025-01-19,5,7,422,28.56,Pass,2025-01-26,12052.32,week_04_orders.csv,7,False,False,3
ORD-W04-0102,V010,SKU-0037,2025-01-27,5,5,350,84.9,Pass,2025-02-01,29715.0,week_04_orders.csv,5,True,False,5
ORD-W04-0103,V016,SKU-0011,2025-01-10,5,12,58,70.76,Pass,2025-01-22,4104.08,week_04_orders.csv,12,False,False,2
ORD-W04-0104,V018,SKU-0039,2025-01-12,5,6,46,78.58,Pass,2025-01-18,3614.68,week_04_orders.csv,6,False,False,2
ORD-W04-0105,V004,SKU-0038,2025-01-28,5,10,252,106.03,Pass,2025-02-07,26719.56,week_04_orders.csv,10,False,False,5
ORD-W04-0106,V005,SKU-0050,2025-01-04,7,11,293,112.56,Pass,2025-01-15,32980.08,week_04_orders.csv,11,False,False,1
ORD-W04-0107,V015,SKU-0031,2025-01-08,7,4,441,134.12,Defect,2025-01-12,59146.92,week_04_orders.csv,4,True,True,2
ORD-W04-0108,V002,SKU-0047,2025-01-10,10,7,94,154.32,Pass,2025-01-17,14506.08,week_04_orders.csv,7,True,False,2
ORD-W04-0109,V013,SKU-0020,2025-01-22,10,13,318,171.63,Pass,2025-02-04,54578.34,week_04_orders.csv,13,False,False,4
ORD-W04-0110,V001,SKU-0001,2025-01-08,7,10,303,57.04,Pass,2025-01-18,17283.12,week_04_orders.csv,10,False,False,2
ORD-W04-0111,V007,SKU-0045,2025-01-12,7,10,15,164.82,Pass,2025-01-22,2472.3,week_04_orders.csv,10,False,False,2
ORD-W04-0112,V010,SKU-0002,2025-01-15,7,2,250,76.22,Pass,2025-01-17,19055.0,week_04_orders.csv,2,True,False,3
ORD-W04-0113,V016,SKU-0037,2025-01-26,7,6,350,157.84,Pending,2025-02-01,55244.0,week_04_orders.csv,6,True,False,4
ORD-W04-0114,V013,SKU-0028,2025-01-01,7,12,240,111.82,Pass,2025-01-13,26836.8,week_04_orders.csv,12,False,False,1
ORD-W04-0115,V008,SKU-0003,2025-01-13,10,6,207,82.22,Pending,2025-01-19,17019.54,week_04_orders.csv,6,True,False,3
ORD-W04-0116,V002,SKU-0043,2025-01-06,7,2,212,176.47,Pass,2025-01-08,37411.64,week_04_orders.csv,2,True,False,2
ORD-W04-0117,V018,SKU-0002,2025-01-04,7,8,148,151.9,Pass,2025-01-12,22481.2,week_04_orders.csv,8,False,False,1
ORD-W04-0118,V008,SKU-0042,2025-01-28,3,2,356,129.77,Pass,2025-01-30,46198.12,week_04_orders.csv,2,True,False,5
ORD-W04-0119,V013,SKU-0034,2025-01-28,5,4,364,23.08,Pass,2025-02-01,8401.12,week_04_orders.csv,4,True,False,5
ORD-W04-0120,V002,SKU-0023,2025-01-16,7,9,126,64.44,Pass,2025-01-25,8119.44,week_04_orders.csv,9,False,False,3
ORD-W04-0121,V003,SKU-0030,2025-01-27,10,12,117,54.71,Pass,2025-02-08,6401.07,week_04_orders.csv,12,False,False,5
ORD-W04-0122,V014,SKU-0048,2025-01-26,10,7,274,46.69,Pass,2025-02-02,12793.06,week_04_orders.csv,7,True,False,4
ORD-W04-0123,V019,SKU-0032,2025-01-04,7,12,315,179.86,Pass,2025-01-16,56655.9,week_04_orders.csv,12,False,False,1
ORD-W04-0124,V005,SKU-0006,2025-01-15,10,2,393,71.69,Pass,2025-01-17,28174.17,week_04_orders.csv,2,True,False,3
ORD-W04-0125,V002,SKU-0041,2025-01-19,10,7,418,181.55,Pass,2025-01-26,75887.9,week_04_orders.csv,7,True,False,3
ORD-W04-0126,V002,SKU-0002,2025-01-03,3,11,230,125.19,Pass,2025-01-14,28793.7,week_04_orders.csv,11,False,False,1
ORD-W04-0127,V005,SKU-0010,2025-01-07,5,8,278,183.84,Pass,2025-01-15,51107.52,week_04_orders.csv,8,False,False,2
ORD-W04-0128,V007,SKU-0042,2025-01-27,5,5,288,69.33,Pass,2025-02-01,19967.04,week_04_orders.csv,5,True,False,5
ORD-W04-0129,V003,SKU-0023,2025-01-13,3,8,62,171.6,Pass,2025-01-21,10639.2,week_04_orders.csv,8,False,False,3
ORD-W04-0130,V007,SKU-0048,2025-01-28,3,13,150,70.22,Pass,2025-02-10,10533.0,week_04_orders.csv,13,False,False,5
ORD-W04-0131,V019,SKU-0035,2025-01-10,7,8,468,158.5,Pass,2025-01-18,74178.0,week_04_orders.csv,8,False,False,2
ORD-W04-0132,V008,SKU-0021,2025-01-03,7,12,380,166.16,Pass,2025-01-15,63140.8,week_04_orders.csv,12,False,False,1
ORD-W04-0133,V018,SKU-0007,2025-01-21,7,13,281,113.61,Pass,2025-02-03,31924.41,week_04_orders.csv,13,False,False,4
ORD-W04-0134,V011,SKU-0003,2025-01-08,5,2,441,6.71,Pending,2025-01-10,2959.11,week_04_orders.csv,2,True,False,2
ORD-W04-0135,V008,SKU-0044,2025-01-19,5,13,81,103.32,Pass,2025-02-01,8368.92,week_04_orders.csv,13,False,False,3
ORD-W04-0136,V014,SKU-0025,2025-01-03,5,3,184,52.99,Pass,2025-01-06,9750.16,week_04_orders.csv,3,True,False,1
ORD-W04-0137,V020,SKU-0027,2025-01-01,3,9,440,16.35,Pass,2025-01-10,7194.0,week_04_orders.csv,9,False,False,1
ORD-W04-0138,V002,SKU-0002,2025-01-17,5,7,398,117.32,Defect,2025-01-24,46693.36,week_04_orders.csv,7,False,True,3
ORD-W04-0139,V016,SKU-0043,2025-01-27,5,4,109,19.34,Pass,2025-01-31,2108.06,week_04_orders.csv,4,True,False,5
ORD-W04-0140,V006,SKU-0037,2025-01-01,3,8,63,148.27,Pass,2025-01-09,9341.01,week_04_orders.csv,8,False,False,1
ORD-W04-0141,V010,SKU-0021,2025-01-10,5,9,168,43.16,Pass,2025-01-19,7250.88,week_04_orders.csv,9,False,False,2
ORD-W04-0142,V020,SKU-0017,2025-01-28,5,10,209,144.79,Pass,2025-02-07,30261.11,week_04_orders.csv,10,False,False,5
ORD-W04-0143,V001,SKU-0001,2025-01-10,10,11,89,181.42,Pass,2025-01-21,16146.38,week_04_orders.csv,11,False,False,2
ORD-W04-0144,V003,SKU-0001,2025-01-14,3,11,287,85.08,Pass,2025-01-25,24417.96,week_04_orders.csv,11,False,False,3
ORD-W04-0145,V002,SKU-0014,2025-01-03,3,4,77,75.5,Pass,2025-01-07,5813.5,week_04_orders.csv,4,False,False,1
ORD-W04-0146,V007,SKU-0005,2025-01-23,7,7,199,40.58,Pass,2025-01-30,8075.42,week_04_orders.csv,7,True,False,4
ORD-W04-0147,V013,SKU-0037,2025-01-01,7,6,172,133.58,Pass,2025-01-07,22975.76,week_04_orders.csv,6,True,False,1
ORD-W04-0148,V010,SKU-0002,2025-01-13,3,4,139,68.96,Pass,2025-01-17,9585.44,week_04_orders.csv,4,False,False,3
ORD-W04-0149,V007,SKU-0002,2025-01-19,10,9,338,123.99,Defect,2025-01-28,41908.62,week_04_orders.csv,9,True,True,3
ORD-W04-0150,V003,SKU-0003,2025-01-16,5,13,77,161.52,Pass,2025-01-29,12437.04,week_04_orders.csv,13,False,False,3
ORD-W04-0151,V011,SKU-0002,2025-01-20,7,2,464,88.24,Pass,2025-01-22,40943.36,week_04_orders.csv,2,True,False,4
ORD-W04-0152,V001,SKU-0031,2025-01-04,5,12,258,181.19,Pass,2025-01-16,46747.02,week_04_orders.csv,12,False,False,1
ORD-W04-0153,V001,SKU-0045,2025-01-02,5,8,198,11.8,Pass,2025-01-10,2336.4,week_04_orders.csv,8,False,False,1
ORD-W04-0154,V010,SKU-0006,2025-01-09,5,7,140,191.29,Pass,2025-01-16,26780.6,week_04_orders.csv,7,False,False,2
ORD-W04-0155,V013,SKU-0033,2025-01-12,3,2,343,12.04,Pass,2025-01-14,4129.72,week_04_orders.csv,2,True,False,2
ORD-W04-0156,V010,SKU-0019,2025-01-18,7,9,17,120.35,Pass,2025-01-27,2045.95,week_04_orders.csv,9,False,False,3
ORD-W04-0157,V014,SKU-0007,2025-01-18,5,8,426,90.66,Defect,2025-01-26,38621.16,week_04_orders.csv,8,False,True,3
ORD-W04-0158,V004,SKU-0028,2025-01-23,5,13,297,47.17,Pass,2025-02-05,14009.49,week_04_orders.csv,13,False,False,4
ORD-W04-0159,V012,SKU-0008,2025-01-24,5,5,157,60.25,Pass,2025-01-29,9459.25,week_04_orders.csv,5,True,False,4
ORD-W04-0160,V001,SKU-0037,2025-01-24,7,11,425,33.0,Pass,2025-02-04,14025.0,week_04_orders.csv,11,False,False,4
ORD-W04-0161,V020,SKU-0015,2025-01-25,5,5,257,103.02,Pass,2025-01-30,26476.14,week_04_orders.csv,5,True,False,4
ORD-W04-0162,V005,SKU-0007,2025-01-23,7,9,398,59.34,Pass,2025-02-01,23617.32,week_04_orders.csv,9,False,False,4
ORD-W04-0163,V019,SKU-0009,2025-01-17,5,4,237,149.12,Pass,2025-01-21,35341.44,week_04_orders.csv,4,True,False,3
ORD-W04-0164,V007,SKU-0005,2025-01-07,3,8,398,116.22,Pass,2025-01-15,46255.56,week_04_orders.csv,8,False,False,2
ORD-W04-0165,V008,SKU-0024,2025-01-25,5,6,369,10.15,Pass,2025-01-31,3745.35,week_04_orders.csv,6,False,False,4
ORD-W04-0166,V012,SKU-0002,2025-01-16,5,7,220,53.25,Pass,2025-01-23,11715.0,week_04_orders.csv,7,False,False,3
ORD-W05-0000,V019,SKU-0048,2025-01-09,10,3,488,37.59,Pass,2025-01-12,18343.92,week_05_orders.csv,3,True,False,2
ORD-W05-0001,V016,SKU-0014,2025-01-04,10,8,187,130.24,Pending,2025-01-12,24354.88,week_05_orders.csv,8,True,False,1
ORD-W05-0002,V016,SKU-0005,2025-01-13,7,8,486,155.19,Pass,2025-01-21,75422.34,week_05_orders.csv,8,False,False,3
ORD-W05-0003,V016,SKU-0007,2025-01-13,7,13,24,18.81,Pass,2025-01-26,451.44,week_05_orders.csv,13,False,False,3
ORD-W05-0004,V004,SKU-0042,2025-02-04,3,11,244,175.75,Pass,2025-02-15,42883.0,week_05_orders.csv,11,False,False,6
ORD-W05-0005,V002,SKU-0029,2025-01-17,5,6,276,169.63,Pass,2025-01-23,46817.88,week_05_orders.csv,6,False,False,3
ORD-W05-0006,V018,SKU-0018,2025-01-16,5,6,349,183.21,Pass,2025-01-22,63940.29,week_05_orders.csv,6,False,False,3
ORD-W05-0007,V005,SKU-0029,2025-01-20,3,3,120,106.54,Pass,2025-01-23,12784.8,week_05_orders.csv,3,True,False,4
ORD-W05-0008,V012,SKU-0021,2025-01-28,7,3,430,18.54,Pass,2025-01-31,7972.2,week_05_orders.csv,3,True,False,5
ORD-W05-0009,V011,SKU-0011,2025-01-16,7,10,369,198.4,Defect,2025-01-26,73209.6,week_05_orders.csv,10,False,True,3
ORD-W05-0010,V020,SKU-0009,2025-01-14,7,9,468,168.73,Defect,2025-01-23,78965.64,week_05_orders.csv,9,False,True,3
ORD-W05-0011,V006,SKU-0009,2025-01-08,7,2,46,43.81,Pass,2025-01-10,2015.26,week_05_orders.csv,2,True,False,2
ORD-W05-0012,V018,SKU-0021,2025-01-11,5,11,33,117.49,Pass,2025-01-22,3877.17,week_05_orders.csv,11,False,False,2
ORD-W05-0013,V008,SKU-0048,2025-02-03,7,11,338,139.54,Defect,2025-02-14,47164.52,week_05_orders.csv,11,False,True,6
ORD-W05-0014,V018,SKU-0021,2025-01-07,7,6,148,68.05,Pass,2025-01-13,10071.4,week_05_orders.csv,6,True,False,2
ORD-W05-0015,V004,SKU-0034,2025-02-04,5,6,455,34.0,Pending,2025-02-10,15470.0,week_05_orders.csv,6,False,False,6
ORD-W05-0016,V009,SKU-0014,2025-01-07,7,10,433,187.5,Pass,2025-01-17,81187.5,week_05_orders.csv,10,False,False,2
ORD-W05-0017,V004,SKU-0020,2025-02-01,5,6,94,61.14,Pass,2025-02-07,5747.16,week_05_orders.csv,6,False,False,5
ORD-W05-0018,V019,SKU-0017,2025-01-13,3,3,113,41.77,Pass,2025-01-16,4720.01,week_05_orders.csv,3,True,False,3
ORD-W05-0019,V009,SKU-0004,2025-01-29,5,6,284,64.83,Pass,2025-02-04,18411.72,week_05_orders.csv,6,False,False,5
ORD-W05-0020,V002,SKU-0002,2025-02-04,7,13,418,109.78,Pass,2025-02-17,45888.04,week_05_orders.csv,13,False,False,6
ORD-W05-0021,V001,SKU-0034,2025-01-29,5,11,208,155.77,Pass,2025-02-09,32400.16,week_05_orders.csv,11,False,False,5
ORD-W05-0022,V015,SKU-0018,2025-01-22,3,13,94,33.03,Pass,2025-02-04,3104.82,week_05_orders.csv,13,False,False,4
ORD-W05-0023,V005,SKU-0050,2025-01-28,5,7,458,100.03,Pass,2025-02-04,45813.74,week_05_orders.csv,7,False,False,5
ORD-W05-0024,V014,SKU-0020,2025-01-08,5,6,226,93.27,Pass,2025-01-14,21079.02,week_05_orders.csv,6,False,False,2
ORD-W05-0025,V011,SKU-0003,2025-01-20,5,5,291,54.0,Pass,2025-01-25,15714.0,week_05_orders.csv,5,True,False,4
ORD-W05-0026,V010,SKU-0006,2025-01-12,3,11,108,131.94,Pass,2025-01-23,14249.52,week_05_orders.csv,11,False,False,2
ORD-W05-0027,V008,SKU-0006,2025-01-03,7,3,211,144.58,Pass,2025-01-06,30506.38,week_05_orders.csv,3,True,False,1
ORD-W05-0028,V002,SKU-0018,2025-02-04,5,9,313,47.94,Pass,2025-02-13,15005.22,week_05_orders.csv,9,False,False,6
ORD-W05-0029,V010,SKU-0028,2025-01-09,10,4,453,48.56,Pass,2025-01-13,21997.68,week_05_orders.csv,4,True,False,2
ORD-W05-0030,V010,SKU-0025,2025-01-02,5,13,296,117.51,Pass,2025-01-15,34782.96,week_05_orders.csv,13,False,False,1
ORD-W05-0031,V016,SKU-0009,2025-01-18,3,13,24,111.41,Pass,2025-01-31,2673.84,week_05_orders.csv,13,False,False,3
ORD-W05-0032,V001,SKU-0026,2025-02-01,10,7,310,53.18,Pass,2025-02-08,16485.8,week_05_orders.csv,7,True,False,5
ORD-W05-0033,V005,SKU-0032,2025-01-08,5,11,43,163.57,Pass,2025-01-19,7033.51,week_05_orders.csv,11,False,False,2
ORD-W05-0034,V002,SKU-0007,2025-01-29,5,11,376,59.94,Pass,2025-02-09,22537.44,week_05_orders.csv,11,False,False,5
ORD-W05-0035,V016,SKU-0040,2025-01-30,7,9,309,17.43,Pass,2025-02-08,5385.87,week_05_orders.csv,9,False,False,5
ORD-W05-0036,V019,SKU-0001,2025-01-02,10,13,28,6.63,Pass,2025-01-15,185.64,week_05_orders.csv,13,False,False,1
ORD-W05-0037,V001,SKU-0006,2025-01-10,7,11,376,54.57,Pass,2025-01-21,20518.32,week_05_orders.csv,11,False,False,2
ORD-W05-0038,V012,SKU-0022,2025-01-06,7,12,179,127.48,Pass,2025-01-18,22818.92,week_05_orders.csv,12,False,False,2
ORD-W05-0039,V013,SKU-0029,2025-01-19,10,10,285,159.81,Pass,2025-01-29,45545.85,week_05_orders.csv,10,True,False,3
ORD-W05-0040,V019,SKU-0021,2025-01-20,7,4,384,165.65,Pass,2025-01-24,63609.6,week_05_orders.csv,4,True,False,4
ORD-W05-0041,V012,SKU-0021,2025-01-06,7,7,16,85.63,Pass,2025-01-13,1370.08,week_05_orders.csv,7,True,False,2
ORD-W05-0042,V016,SKU-0024,2025-01-23,7,3,184,187.7,Pass,2025-01-26,34536.8,week_05_orders.csv,3,True,False,4
ORD-W05-0043,V009,SKU-0009,2025-01-12,7,11,495,123.07,Pass,2025-01-23,60919.65,week_05_orders.csv,11,False,False,2
ORD-W05-0044,V001,SKU-0027,2025-01-22,7,12,130,31.19,Pass,2025-02-03,4054.7,week_05_orders.csv,12,False,False,4
ORD-W05-0045,V004,SKU-0024,2025-02-01,5,12,26,180.06,Pass,2025-02-13,4681.56,week_05_orders.csv,12,False,False,5
ORD-W05-0046,V018,SKU-0031,2025-01-01,5,6,384,78.94,Pass,2025-01-07,30312.96,week_05_orders.csv,6,False,False,1
ORD-W05-0047,V005,SKU-0008,2025-01-27,5,13,488,41.99,Pass,2025-02-09,20491.12,week_05_orders.csv,13,False,False,5
ORD-W05-0048,V010,SKU-0027,2025-01-26,5,2,432,50.79,Pass,2025-01-28,21941.28,week_05_orders.csv,2,True,False,4
ORD-W05-0049,V002,SKU-0009,2025-01-22,5,10,89,87.82,Pass,2025-02-01,7815.98,week_05_orders.csv,10,False,False,4
ORD-W05-0050,V010,SKU-0013,2025-01-26,10,7,148,168.82,Pass,2025-02-02,24985.36,week_05_orders.csv,7,True,False,4
ORD-W05-0051,V001,SKU-0008,2025-01-11,5,6,269,142.32,Defect,2025-01-17,38284.08,week_05_orders.csv,6,False,True,2
ORD-W05-0052,V008,SKU-0046,2025-01-27,7,11,286,196.06,Pass,2025-02-07,56073.16,week_05_orders.csv,11,False,False,5
ORD-W05-0053,V012,SKU-0006,2025-01-16,7,10,292,92.28,Pass,2025-01-26,26945.76,week_05_orders.csv,10,False,False,3
ORD-W05-0054,V013,SKU-0004,2025-01-02,5,5,275,95.81,Pass,2025-01-07,26347.75,week_05_orders.csv,5,True,False,1
ORD-W05-0055,V016,SKU-0039,2025-01-31,3,10,352,15.19,Pass,2025-02-10,5346.88,week_05_orders.csv,10,False,False,5
ORD-W05-0056,V018,SKU-0035,2025-01-02,3,11,351,145.66,Pass,2025-01-13,51126.66,week_05_orders.csv,11,False,False,1
ORD-W05-0057,V007,SKU-0013,2025-01-10,5,7,24,183.24,Pass,2025-01-17,4397.76,week_05_orders.csv,7,False,False,2
ORD-W05-0058,V010,SKU-0041,2025-01-21,5,5,157,194.94,Pass,2025-01-26,30605.58,week_05_orders.csv,5,True,False,4
ORD-W05-0059,V004,SKU-0019,2025-02-03,3,6,335,65.25,Pending,2025-02-09,21858.75,week_05_orders.csv,6,False,False,6
ORD-W05-0060,V020,SKU-0014,2025-01-25,10,2,49,159.08,Pass,2025-01-27,7794.92,week_05_orders.csv,2,True,False,4
ORD-W05-0061,V002,SKU-0005,2025-01-12,5,13,275,147.55,Pass,2025-01-25,40576.25,week_05_orders.csv,13,False,False,2
ORD-W05-0062,V018,SKU-0036,2025-01-05,3,5,421,199.82,Pass,2025-01-10,84124.22,week_05_orders.csv,5,False,False,1
ORD-W05-0063,V011,SKU-0042,2025-01-18,5,4,146,34.57,Pass,2025-01-22,5047.22,week_05_orders.csv,4,True,False,3
ORD-W05-0064,V012,SKU-0047,2025-01-26,3,11,292,131.33,Pass,2025-02-06,38348.36,week_05_orders.csv,11,False,False,4
ORD-W05-0065,V019,SKU-0004,2025-01-23,5,10,99,128.54,Pass,2025-02-02,12725.46,week_05_orders.csv,10,False,False,4
ORD-W05-0066,V010,SKU-0003,2025-02-02,5,2,206,56.17,Pass,2025-02-04,11571.02,week_05_orders.csv,2,True,False,5
ORD-W05-0067,V013,SKU-0033,2025-01-20,7,4,38,198.44,Pass,2025-01-24,7540.72,week_05_orders.csv,4,True,False,4
ORD-W05-0068,V004,SKU-0036,2025-01-12,5,6,464,8.59,Pass,2025-01-18,3985.76,week_05_orders.csv,6,False,False,2
ORD-W05-0069,V013,SKU-0021,2025-01-02,5,9,292,199.1,Pass,2025-01-11,58137.2,week_05_orders.csv,9,False,False,1
ORD-W05-0070,V015,SKU-0011,2025-01-19,3,10,163,109.61,Pass,2025-01-29,17866.43,week_05_orders.csv,10,False,False,3
ORD-W05-0071,V012,SKU-0044,2025-01-28,5,12,481,196.42,Defect,2025-02-09,94478.02,week_05_orders.csv,12,False,True,5
ORD-W05-0072,V016,SKU-0030,2025-01-26,7,10,215,95.19,Pass,2025-02-05,20465.85,week_05_orders.csv,10,False,False,4
ORD-W05-0073,V005,SKU-0038,2025-01-02,5,9,389,27.71,Pass,2025-01-11,10779.19,week_05_orders.csv,9,False,False,1
ORD-W05-0074,V020,SKU-0014,2025-01-18,5,12,391,49.06,Pass,2025-01-30,19182.46,week_05_orders.csv,12,False,False,3
ORD-W05-0075,V006,SKU-0045,2025-01-06,7,3,333,65.99,Pass,2025-01-09,21974.67,week_05_orders.csv,3,True,False,2
ORD-W05-0076,V012,SKU-0014,2025-01-23,7,11,472,140.7,Pass,2025-02-03,66410.4,week_05_orders.csv,11,False,False,4
ORD-W05-0077,V001,SKU-0012,2025-01-14,3,11,161,14.59,Pass,2025-01-25,2348.99,week_05_orders.csv,11,False,False,3
