job_id,title,company,city,industry,experience_required,exp_level_num,salary_aud,skills,remote_ok,visa_sponsor,posted_year
J0421,Systems Analyst,Dept of Health,Adelaide,Energy,1-3 years,1,86000,"SQL,Python,DAX",0,0,2026
J0422,Senior Business Analyst,Commonwealth Bank,Canberra,Government,1-3 years,2,103000,"Power BI,SQL,Azure,BPMN",1,1,2024
J0423,Business Analyst,Deloitte,Sydney,Consulting,Graduate/<1yr,0,68000,"Power BI,SQL,Python",0,1,2025
J0424,BI Analyst,PwC,Melbourne,Government,3-5 years,2,104000,"Azure,AWS,Stakeholder Management,Power BI,Looker,Machine Learning,SQL",0,0,2026
J0425,Business Analyst,Commonwealth Bank,Melbourne,Retail,3-5 years,2,102000,"DAX,SQL,Excel,Jira,Stakeholder Management",1,0,2025
J0426,Business Analyst,Commonwealth Bank,Melbourne,Energy,1-3 years,1,88000,"Power BI,SQL,AWS,Looker,DAX,Azure",0,0,2025
J0427,Business Analyst,Dept of Health,Melbourne,Retail,1-3 years,1,89000,"Jira,Python,Power BI,Tableau,SQL,R,Looker",1,1,2024
J0428,Reporting Analyst,ANZ Bank,Melbourne,Energy,5+ years,3,137000,"Python,Agile,AWS,Machine Learning,Power BI,BPMN",1,0,2026
J0429,Senior Data Analyst,Deloitte,Melbourne,Retail,3-5 years,2,103000,"Power BI,SQL,BPMN,Agile,Stakeholder Management",0,0,2026
J0430,Associate BA,NAB,Adelaide,Retail,3-5 years,2,94000,"Machine Learning,SQL,Tableau,DAX,Stakeholder Management,Power BI,Azure,Agile",0,0,2026
J0431,Reporting Analyst,Telstra,Melbourne,Retail,1-3 years,1,89000,"Power BI,SQL,Python,BPMN,R",0,0,2024
J0432,Reporting Analyst,Woolworths,Sydney,Finance,3-5 years,2,107000,"Looker,SQL,Excel,Jira,Azure",0,0,2025
J0433,Junior Data Analyst,Commonwealth Bank,Melbourne,Government,1-3 years,1,95000,"SQL,DAX,Machine Learning,Stakeholder Management,Jira",0,1,2025
J0434,Data Analyst,PwC,Sydney,Retail,Graduate/<1yr,0,74000,"Power BI,SQL,Azure",0,1,2026
J0435,Business Analyst,NAB,Melbourne,Retail,3-5 years,2,99000,"BPMN,DAX,Power BI,SQL",1,0,2024
J0436,Senior Data Analyst,ANZ Bank,Sydney,Finance,1-3 years,2,107000,"Power BI,SQL,Looker,Tableau,AWS,Jira,Stakeholder Management,Python",0,0,2026
J0437,Reporting Analyst,Commonwealth Bank,Brisbane,Consulting,3-5 years,2,102000,"SQL,Tableau,BPMN,Excel",0,0,2026
J0438,Business Analyst,Telstra,Sydney,Consulting,Graduate/<1yr,0,71000,"Power BI,SQL,Jira,Excel,Python",0,1,2026
J0439,Senior Business Analyst,KPMG,Sydney,Retail,Graduate/<1yr,2,105000,"DAX,SQL,Power BI",1,0,2025
J0440,Reporting Analyst,ANZ Bank,Sydney,Healthcare,1-3 years,1,78000,"Azure,SQL,Jira,BPMN,Power BI,Excel,Stakeholder Management",0,0,2024
J0441,BI Analyst,Deloitte,Sydney,Healthcare,3-5 years,2,110000,"Power BI,SQL,BPMN,Azure",0,0,2026
J0442,Business Analyst,Amazon,Sydney,Technology,3-5 years,2,108000,"Looker,Jira,SQL,Python,BPMN,Agile,Machine Learning,Stakeholder Management",0,0,2025
J0443,Senior Data Analyst,NAB,Brisbane,Healthcare,5+ years,3,120000,"Power BI,SQL,Tableau,Excel,Python",1,0,2024
J0444,Associate BA,PwC,Melbourne,Consulting,1-3 years,1,75000,"Power BI,SQL,Excel",0,0,2026
J0445,Reporting Analyst,PwC,Canberra,Retail,5+ years,3,143000,"Power BI,DAX,Machine Learning,R,SQL,Azure,BPMN,Looker",0,0,2024
J0446,Senior Data Analyst,KPMG,Sydney,Healthcare,3-5 years,2,118000,"Machine Learning,Power BI,BPMN,Tableau,DAX,SQL,Azure,Agile",1,0,2025
J0447,Business Analyst,Woolworths,Perth,Retail,Graduate/<1yr,0,69000,"Power BI,SQL,BPMN,Looker,Jira,Azure",0,0,2025
J0448,Systems Analyst,PwC,Adelaide,Property,1-3 years,1,77000,"R,SQL,Excel",0,0,2026
J0449,Senior Business Analyst,Telstra,Adelaide,Energy,3-5 years,2,102000,"SQL,AWS,DAX,Tableau,Machine Learning,Agile,Looker",0,0,2025
J0450,Data Analyst,KPMG,Brisbane,Consulting,Graduate/<1yr,0,61000,"Power BI,Agile,Tableau,BPMN",0,0,2025
J0451,Junior Data Analyst,Amazon,Melbourne,Energy,1-3 years,1,91000,"DAX,SQL,Python,Looker",1,0,2024
J0452,Business Analyst,Amazon,Sydney,Finance,1-3 years,1,98000,"Power BI,SQL,Python",1,0,2026
J0453,Associate BA,PwC,Canberra,Government,3-5 years,2,105000,"Power BI,Stakeholder Management,Azure,Excel",1,0,2026
J0454,Senior Data Analyst,Dept of Health,Brisbane,Retail,5+ years,3,115000,"Power BI,SQL,Jira",0,1,2025
J0455,Junior Data Analyst,ANZ Bank,Remote,Government,5+ years,1,96000,"Power BI,Machine Learning,SQL,Looker,Tableau,AWS",0,0,2025
J0456,Business Analyst,NAB,Perth,Healthcare,Graduate/<1yr,0,76000,"Jira,SQL,BPMN,Looker",0,1,2025
J0457,Senior Business Analyst,PwC,Perth,Government,Graduate/<1yr,2,92000,"Agile,SQL,Power BI",1,0,2024
J0458,Business Analyst,KPMG,Perth,Finance,3-5 years,2,104000,"Looker,SQL,AWS,Machine Learning",0,0,2026
J0459,BI Analyst,KPMG,Melbourne,Energy,1-3 years,1,97000,"Power BI,SQL,Looker,Machine Learning,R,Excel,Python",1,0,2025
J0460,Senior Data Analyst,PwC,Perth,Government,3-5 years,2,107000,"Machine Learning,SQL,Python,Tableau,Azure,Stakeholder Management",0,0,2025
J0461,Business Analyst,Commonwealth Bank,Sydney,Healthcare,3-5 years,2,111000,"Power BI,Excel,Looker,BPMN,SQL,Agile,R,Tableau",0,0,2026
J0462,Business Analyst,Telstra,Sydney,Consulting,1-3 years,1,92000,"Power BI,Python,SQL",0,0,2026
J0463,BI Analyst,Deloitte,Adelaide,Healthcare,3-5 years,2,103000,"Azure,SQL,Agile,Looker,Stakeholder Management,Power BI,Excel,Machine Learning",0,0,2026
J0464,Senior Data Analyst,PwC,Sydney,Healthcare,1-3 years,2,109000,"Power BI,SQL,Tableau,Azure,Looker",0,0,2024
J0465,Data Analyst,ANZ Bank,Brisbane,Energy,3-5 years,2,102000,"Power BI,SQL,Python",1,1,2025
J0466,Business Analyst,NAB,Perth,Retail,1-3 years,1,82000,"Tableau,Excel,DAX,Power BI,Stakeholder Management",1,0,2024
J0467,Business Analyst,Deloitte,Brisbane,Finance,1-3 years,1,89000,"Azure,Stakeholder Management,SQL,AWS,Power BI",1,0,2024
J0468,Data Analyst,Commonwealth Bank,Brisbane,Retail,3-5 years,2,89000,"Agile,SQL,Stakeholder Management,R,Excel,Power BI",0,0,2026
J0469,Data Analyst,ANZ Bank,Sydney,Consulting,3-5 years,2,106000,"Power BI,SQL,R,Python,Agile,Stakeholder Management",1,0,2026
J0470,Insights Analyst,Amazon,Sydney,Energy,5+ years,3,127000,"Machine Learning,SQL,R",0,0,2026
J0471,Systems Analyst,NAB,Sydney,Retail,1-3 years,1,94000,"Power BI,Jira,Stakeholder Management,Looker,SQL,Python",1,0,2024
J0472,BI Analyst,ANZ Bank,Melbourne,Government,3-5 years,2,107000,"Tableau,Azure,Agile,Power BI,Looker,SQL,R",0,0,2026
J0473,Business Analyst,NAB,Sydney,Retail,1-3 years,1,87000,"Stakeholder Management,Agile,Excel,Azure",1,0,2025
J0474,Data Analyst,PwC,Perth,Retail,1-3 years,1,81000,"Power BI,SQL,DAX,R",0,0,2024
J0475,Senior Business Analyst,Dept of Health,Melbourne,Finance,3-5 years,2,101000,"BPMN,SQL,AWS",1,1,2024
J0476,Data Analyst,Telstra,Melbourne,Energy,3-5 years,2,102000,"Power BI,SQL,DAX,R,Azure",0,0,2026
J0477,Systems Analyst,Deloitte,Melbourne,Technology,Graduate/<1yr,0,66000,"R,BPMN,Stakeholder Management,DAX,Azure,SQL,Tableau,Agile",0,0,2025
J0478,Reporting Analyst,Amazon,Perth,Technology,1-3 years,1,84000,"Looker,Excel,SQL,Stakeholder Management,R,Python,Jira,Tableau",1,0,2026
J0479,Senior Business Analyst,KPMG,Sydney,Energy,1-3 years,2,102000,"Power BI,Python,Looker,SQL,Agile",0,1,2025
J0480,Data Analyst,Amazon,Perth,Technology,3-5 years,2,103000,"SQL,Power BI,Jira,Excel,Machine Learning",1,0,2025
J0481,Business Analyst,Deloitte,Remote,Retail,1-3 years,1,85000,"Machine Learning,Agile,AWS,Tableau,Looker,Jira,SQL,DAX",1,0,2026
J0482,BI Analyst,Dept of Health,Sydney,Government,1-3 years,1,91000,"Power BI,SQL,Azure",1,0,2025
J0483,Insights Analyst,NAB,Melbourne,Finance,1-3 years,1,90000,"Excel,R,Agile,SQL,Power BI,Looker,Azure,Python",1,1,2026
J0484,Insights Analyst,PwC,Sydney,Retail,3-5 years,2,106000,"Power BI,SQL,Agile,Machine Learning,BPMN",0,0,2024
J0485,Reporting Analyst,Deloitte,Sydney,Property,5+ years,3,125000,"SQL,Power BI,Agile,R",0,0,2025
J0486,Reporting Analyst,ANZ Bank,Sydney,Property,Graduate/<1yr,0,76000,"R,SQL,Python,BPMN,Tableau,Azure",0,0,2025
J0487,Reporting Analyst,Dept of Health,Sydney,Energy,1-3 years,1,81000,"Excel,SQL,R,Stakeholder Management",0,0,2026
J0488,Junior Data Analyst,Amazon,Sydney,Technology,1-3 years,1,101000,"Machine Learning,SQL,Stakeholder Management,Tableau,Jira,Looker,AWS,DAX",0,0,2026
J0489,Systems Analyst,ANZ Bank,Brisbane,Government,3-5 years,2,92000,"Power BI,SQL,Stakeholder Management,R,BPMN,Tableau",0,0,2024
J0490,Data Analyst,Amazon,Sydney,Government,3-5 years,2,111000,"Power BI,SQL,Python,Stakeholder Management,Jira",0,1,2025
J0491,Senior Business Analyst,PwC,Melbourne,Property,1-3 years,2,106000,"Power BI,Tableau,Azure,Stakeholder Management,DAX,BPMN,Looker,SQL",0,0,2025
J0492,Business Analyst,ANZ Bank,Brisbane,Retail,3-5 years,2,102000,"Power BI,SQL,Azure,BPMN,Agile,Stakeholder Management,Looker",0,0,2025
J0493,Senior Data Analyst,Telstra,Perth,Healthcare,5+ years,3,118000,"Power BI,SQL,R,Looker",0,0,2025
J0494,Reporting Analyst,Deloitte,Brisbane,Consulting,3-5 years,2,101000,"Power BI,Tableau,SQL,Python",1,0,2024
J0495,Senior Business Analyst,Dept of Health,Melbourne,Consulting,1-3 years,2,111000,"Jira,SQL,Azure,Python,Power BI,AWS,Excel",1,0,2026
J0496,Senior Data Analyst,ANZ Bank,Canberra,Consulting,1-3 years,2,105000,"SQL,Power BI,DAX,BPMN",0,0,2025
J0497,Data Analyst,Dept of Health,Melbourne,Healthcare,3-5 years,2,111000,"Azure,SQL,Power BI,DAX,Stakeholder Management,Tableau",1,0,2026
J0498,Business Analyst,Deloitte,Melbourne,Technology,1-3 years,1,81000,"DAX,SQL,Excel,Jira",0,1,2025
J0499,Systems Analyst,PwC,Adelaide,Property,Graduate/<1yr,0,64000,"Excel,SQL,Agile,Stakeholder Management,Azure,AWS,Jira,R",1,0,2025
J0500,Business Analyst,NAB,Melbourne,Retail,1-3 years,1,90000,"Power BI,SQL,Tableau,AWS",1,0,2026
J0501,Data Analyst,Deloitte,Perth,Consulting,5+ years,3,129000,"DAX,SQL,Machine Learning,BPMN,Power BI",1,0,2025
J0502,Data Analyst,Commonwealth Bank,Perth,Government,Graduate/<1yr,0,68000,"AWS,SQL,Jira,Power BI",0,0,2026
J0503,Junior Data Analyst,Amazon,Remote,Consulting,3-5 years,1,75000,"Jira,SQL,R,Python",1,0,2026
J0504,Data Analyst,Commonwealth Bank,Melbourne,Finance,Graduate/<1yr,0,69000,"Jira,Agile,Power BI,Stakeholder Management,Tableau,R",0,0,2024
J0505,BI Analyst,KPMG,Canberra,Government,3-5 years,2,99000,"Power BI,SQL,Agile,Tableau",0,0,2026
J0506,Junior Data Analyst,Telstra,Perth,Finance,1-3 years,1,84000,"DAX,SQL,Jira,Python,Excel,Stakeholder Management",1,0,2024
J0507,Senior Data Analyst,Commonwealth Bank,Sydney,Government,3-5 years,2,108000,"Power BI,SQL,R",0,0,2025
J0508,Senior Data Analyst,Telstra,Melbourne,Finance,5+ years,3,115000,"Power BI,Agile,SQL,BPMN,Tableau,Looker",0,1,2025
J0509,Data Analyst,Woolworths,Melbourne,Consulting,3-5 years,2,99000,"Power BI,SQL,R",0,0,2024
J0510,Junior Data Analyst,Dept of Health,Adelaide,Retail,1-3 years,1,93000,"Power BI,SQL,DAX,Machine Learning,Stakeholder Management,Looker,Tableau",1,0,2025
J0511,Senior Business Analyst,Dept of Health,Melbourne,Property,3-5 years,2,108000,"Power BI,SQL,Azure",1,0,2025
J0512,Data Analyst,Telstra,Melbourne,Property,3-5 years,2,98000,"Tableau,SQL,Excel",0,0,2025
J0513,Data Analyst,Amazon,Sydney,Technology,5+ years,3,130000,"Machine Learning,SQL,Power BI",1,1,2025
J0514,Business Analyst,Dept of Health,Melbourne,Energy,Graduate/<1yr,0,67000,"Power BI,SQL,BPMN",0,0,2024
J0515,Data Analyst,NAB,Brisbane,Consulting,3-5 years,2,102000,"Power BI,SQL,DAX,Stakeholder Management,Azure",1,0,2025
J0516,Systems Analyst,PwC,Sydney,Government,5+ years,3,122000,"Agile,SQL,BPMN,Looker,Jira,Stakeholder Management,Excel,Power BI",0,0,2025
J0517,Systems Analyst,ANZ Bank,Perth,Healthcare,1-3 years,1,92000,"Python,SQL,Tableau,Looker,Azure,R,Stakeholder Management,Jira",0,0,2025
J0518,Reporting Analyst,Woolworths,Brisbane,Healthcare,3-5 years,2,103000,"Power BI,R,DAX,Agile,Jira,SQL,BPMN,Machine Learning",0,0,2025
J0519,Business Analyst,Telstra,Remote,Government,1-3 years,1,78000,"Power BI,SQL,Excel,AWS",1,0,2025
J0520,BI Analyst,Commonwealth Bank,Adelaide,Technology,3-5 years,2,106000,"Power BI,SQL,Agile,Tableau,Python,DAX,Excel",1,0,2025
J0521,Systems Analyst,PwC,Remote,Finance,3-5 years,2,94000,"Jira,Power BI,Tableau,Stakeholder Management,R",0,1,2026
J0522,Reporting Analyst,NAB,Sydney,Healthcare,Graduate/<1yr,0,79000,"Azure,SQL,Looker,BPMN,Excel,Machine Learning,Power BI,Stakeholder Management",1,0,2025
J0523,Junior Data Analyst,KPMG,Brisbane,Government,1-3 years,1,88000,"Stakeholder Management,SQL,Python,Excel,Azure,Tableau,BPMN",0,0,2024
J0524,Senior Business Analyst,Woolworths,Brisbane,Government,1-3 years,2,99000,"Power BI,Machine Learning,Jira,Excel,Looker,SQL,Stakeholder Management,R",0,0,2024
J0525,Data Analyst,Dept of Health,Sydney,Consulting,1-3 years,1,107000,"Agile,SQL,Tableau,DAX,Power BI,Python,Machine Learning,Looker",1,0,2026
J0526,BI Analyst,NAB,Brisbane,Healthcare,Graduate/<1yr,0,69000,"Stakeholder Management,SQL,Machine Learning",1,0,2026
J0527,Business Analyst,Deloitte,Sydney,Consulting,Graduate/<1yr,0,78000,"Power BI,BPMN,Tableau,SQL,Python,Looker",1,0,2024
J0528,Reporting Analyst,PwC,Sydney,Finance,3-5 years,2,106000,"Jira,SQL,Tableau,Excel,Python",0,0,2026
J0529,Business Analyst,Amazon,Sydney,Consulting,3-5 years,2,103000,"Excel,Looker,Power BI,SQL",1,0,2026
J0530,BI Analyst,Telstra,Canberra,Consulting,3-5 years,2,117000,"Azure,Stakeholder Management,Agile,AWS,SQL,Python,Machine Learning,Power BI",1,0,2024
J0531,BI Analyst,Commonwealth Bank,Remote,Finance,1-3 years,1,73000,"Power BI,SQL,Tableau",0,0,2025
J0532,Reporting Analyst,Telstra,Brisbane,Energy,1-3 years,1,85000,"Power BI,BPMN,Stakeholder Management,Looker,Python",0,1,2026
J0533,Reporting Analyst,PwC,Sydney,Retail,1-3 years,1,89000,"Machine Learning,SQL,Tableau,Power BI,Stakeholder Management",0,0,2025
J0534,BI Analyst,Deloitte,Melbourne,Retail,1-3 years,1,80000,"R,Looker,Tableau,SQL,AWS",1,0,2024
J0535,Business Analyst,KPMG,Melbourne,Technology,Graduate/<1yr,0,63000,"Power BI,SQL,R",0,0,2025
J0536,Systems Analyst,NAB,Sydney,Healthcare,1-3 years,1,90000,"Azure,SQL,BPMN,Machine Learning",1,1,2024
J0537,Data Analyst,Telstra,Canberra,Consulting,1-3 years,1,92000,"Power BI,SQL,R,BPMN,Jira,Looker,AWS",0,0,2026
J0538,BI Analyst,Commonwealth Bank,Melbourne,Energy,1-3 years,1,98000,"Agile,Power BI,Tableau,Machine Learning,R,AWS",0,0,2024
J0539,Business Analyst,NAB,Melbourne,Retail,3-5 years,2,97000,"DAX,BPMN,R,Power BI,SQL,Excel,AWS,Jira",1,1,2025
J0540,Reporting Analyst,Dept of Health,Melbourne,Retail,3-5 years,2,104000,"AWS,SQL,Azure,Looker,BPMN,Stakeholder Management,R",1,0,2026
J0541,Business Analyst,Dept of Health,Melbourne,Finance,5+ years,3,124000,"DAX,Agile,R,Python,AWS,Tableau,Azure",1,0,2026
J0542,Senior Business Analyst,Dept of Health,Canberra,Government,5+ years,3,118000,"Power BI,SQL,BPMN",0,0,2024
J0543,Reporting Analyst,Amazon,Sydney,Finance,5+ years,3,131000,"Power BI,BPMN,Tableau,SQL,AWS",1,0,2026
J0544,Business Analyst,Commonwealth Bank,Sydney,Retail,3-5 years,2,108000,"Azure,SQL,Stakeholder Management,Tableau,AWS,Jira,Looker",0,0,2026
J0545,Junior Data Analyst,Commonwealth Bank,Sydney,Government,5+ years,1,93000,"Power BI,SQL,Python,Looker,BPMN,Excel,Stakeholder Management",1,0,2026
J0546,Associate BA,Deloitte,Brisbane,Healthcare,5+ years,3,119000,"Power BI,Python,Excel,Jira,DAX,SQL",0,1,2024
J0547,Data Analyst,Dept of Health,Adelaide,Technology,5+ years,3,102000,"Agile,SQL,Looker",0,0,2025
J0548,Senior Business Analyst,KPMG,Melbourne,Consulting,1-3 years,2,109000,"Power BI,SQL,Tableau,Python,AWS,Azure,R",0,0,2025
J0549,Junior Data Analyst,Woolworths,Remote,Energy,Graduate/<1yr,0,68000,"Power BI,Machine Learning,SQL,Tableau",1,0,2025
J0550,Senior Data Analyst,Amazon,Sydney,Technology,1-3 years,2,114000,"Power BI,SQL,BPMN,Stakeholder Management,Machine Learning",1,0,2025
J0551,Business Analyst,KPMG,Perth,Government,1-3 years,1,95000,"Power BI,Azure,SQL,R,DAX,Machine Learning,AWS",1,0,2026
J0552,Senior Data Analyst,PwC,Sydney,Retail,1-3 years,2,111000,"Power BI,Azure,BPMN,Tableau,Python,SQL,Stakeholder Management",1,0,2026
J0553,BI Analyst,Woolworths,Sydney,Energy,1-3 years,1,93000,"Power BI,R,Azure,Machine Learning,Excel",1,0,2025
J0554,Associate BA,Woolworths,Melbourne,Finance,3-5 years,2,99000,"Power BI,SQL,R,Tableau,Machine Learning,Azure",1,0,2025
J0555,Data Analyst,Dept of Health,Sydney,Finance,3-5 years,2,114000,"Power BI,BPMN,Looker,Machine Learning,Azure,SQL",1,1,2025
J0556,Data Analyst,PwC,Melbourne,Consulting,5+ years,3,127000,"DAX,Power BI,AWS,Looker,SQL,Excel,R",1,1,2025
J0557,BI Analyst,Dept of Health,Sydney,Property,3-5 years,2,104000,"Power BI,BPMN,Excel,SQL,Azure,Stakeholder Management,Machine Learning",0,0,2024
J0558,Business Analyst,Dept of Health,Adelaide,Property,5+ years,3,108000,"Power BI,R,BPMN,Stakeholder Management",1,0,2026
J0559,Business Analyst,Deloitte,Brisbane,Energy,1-3 years,1,74000,"R,SQL,BPMN,Agile,Jira",1,0,2024
J0560,BI Analyst,Deloitte,Perth,Government,3-5 years,2,96000,"Power BI,Jira,BPMN,R,DAX,SQL,Azure",0,1,2026
J0561,Junior Data Analyst,Commonwealth Bank,Perth,Energy,1-3 years,1,91000,"Power BI,SQL,Jira,Azure,Agile,Looker",0,0,2024
J0562,Junior Data Analyst,ANZ Bank,Brisbane,Property,3-5 years,1,88000,"Power BI,SQL,Excel,R,Tableau,Looker,Machine Learning,AWS",0,1,2025
J0563,Senior Data Analyst,ANZ Bank,Remote,Energy,3-5 years,2,94000,"Power BI,SQL,Jira,BPMN,DAX,Looker",0,0,2026
J0564,Business Analyst,Amazon,Sydney,Property,1-3 years,1,91000,"Power BI,Python,Jira,Agile,AWS,BPMN",0,0,2024
J0565,Junior Data Analyst,ANZ Bank,Sydney,Energy,5+ years,1,99000,"Power BI,SQL,Looker,Stakeholder Management,AWS,Machine Learning,Agile",1,0,2026
J0566,Associate BA,PwC,Melbourne,Energy,1-3 years,1,93000,"Power BI,SQL,AWS,Machine Learning,Stakeholder Management",1,1,2024
J0567,Systems Analyst,PwC,Remote,Technology,1-3 years,1,78000,"Power BI,SQL,Stakeholder Management",0,0,2024
J0568,Systems Analyst,NAB,Sydney,Finance,Graduate/<1yr,0,81000,"AWS,SQL,Power BI,Agile,Looker,Machine Learning,Stakeholder Management",0,0,2025
J0569,Data Analyst,PwC,Perth,Technology,1-3 years,1,87000,"Excel,SQL,R",0,0,2025
J0570,BI Analyst,ANZ Bank,Melbourne,Finance,1-3 years,1,97000,"AWS,SQL,Machine Learning,DAX,R,Agile",0,1,2024
J0571,Senior Data Analyst,ANZ Bank,Perth,Energy,1-3 years,2,100000,"Power BI,SQL,Looker,Azure,DAX",0,0,2024
J0572,Reporting Analyst,Dept of Health,Melbourne,Healthcare,3-5 years,2,106000,"Power BI,SQL,Looker",0,1,2025
J0573,Business Analyst,NAB,Sydney,Property,1-3 years,1,91000,"Power BI,Agile,SQL,Excel,DAX",0,0,2026
J0574,Associate BA,PwC,Melbourne,Healthcare,3-5 years,2,103000,"Power BI,SQL,Excel",1,0,2024
J0575,Reporting Analyst,ANZ Bank,Sydney,Finance,Graduate/<1yr,0,72000,"Power BI,SQL,Azure,BPMN,Agile,Jira",0,0,2024
J0576,BI Analyst,Dept of Health,Sydney,Retail,Graduate/<1yr,0,75000,"AWS,SQL,Power BI,Stakeholder Management,R,BPMN",0,1,2026
J0577,Data Analyst,PwC,Remote,Healthcare,Graduate/<1yr,0,64000,"Power BI,SQL,Python,AWS",0,0,2025
J0578,Senior Data Analyst,Woolworths,Perth,Retail,Graduate/<1yr,2,108000,"AWS,SQL,Power BI,Python,Looker,Excel",0,0,2026
J0579,Senior Business Analyst,Woolworths,Melbourne,Energy,5+ years,3,125000,"Power BI,SQL,AWS",1,1,2024
J0580,Business Analyst,Telstra,Melbourne,Technology,5+ years,3,133000,"Power BI,AWS,Tableau,DAX,SQL,Jira,Azure",0,0,2026
J0581,BI Analyst,Dept of Health,Melbourne,Property,1-3 years,1,88000,"Power BI,SQL,Agile,DAX,Azure",1,0,2026
J0582,Data Analyst,PwC,Perth,Consulting,Graduate/<1yr,0,72000,"Power BI,SQL,BPMN,Machine Learning",1,0,2025
J0583,BI Analyst,Telstra,Melbourne,Finance,3-5 years,2,110000,"Tableau,Excel,SQL,Jira,Python,BPMN",0,1,2025
J0584,Systems Analyst,Commonwealth Bank,Sydney,Energy,3-5 years,2,109000,"SQL,Jira,Stakeholder Management,DAX,AWS,Machine Learning,Agile,Excel",1,0,2025
J0585,Senior Data Analyst,KPMG,Perth,Energy,1-3 years,2,102000,"Power BI,Machine Learning,Stakeholder Management,SQL,Jira,Azure,Looker",1,1,2026
J0586,Business Analyst,Telstra,Melbourne,Consulting,3-5 years,2,104000,"R,SQL,Azure,Stakeholder Management,AWS,Power BI,Looker",0,0,2026
J0587,BI Analyst,Woolworths,Brisbane,Retail,3-5 years,2,97000,"Python,SQL,Jira,Power BI",0,0,2024
J0588,BI Analyst,Amazon,Sydney,Property,1-3 years,1,90000,"Power BI,Azure,BPMN,AWS,Excel,SQL,Jira,Tableau",1,1,2026
J0589,Business Analyst,NAB,Melbourne,Consulting,5+ years,3,128000,"Power BI,Tableau,Azure,SQL,Machine Learning",0,1,2026
J0590,Senior Data Analyst,Amazon,Canberra,Finance,1-3 years,2,110000,"Power BI,Jira,R,Machine Learning,Python,Tableau,SQL,BPMN",1,0,2025
J0591,Business Analyst,Telstra,Sydney,Energy,3-5 years,2,97000,"Power BI,SQL,R",0,0,2025
J0592,BI Analyst,ANZ Bank,Perth,Consulting,1-3 years,1,102000,"Looker,SQL,Machine Learning,Jira,AWS,BPMN,Power BI",1,0,2024
J0593,Reporting Analyst,PwC,Adelaide,Government,1-3 years,1,80000,"BPMN,SQL,Excel,Agile,Jira,AWS,Power BI",0,0,2024
J0594,Senior Data Analyst,Deloitte,Perth,Technology,3-5 years,2,97000,"Excel,SQL,R",1,0,2026
J0595,Reporting Analyst,Commonwealth Bank,Brisbane,Consulting,Graduate/<1yr,0,78000,"BPMN,Python,Excel,AWS,Power BI",0,0,2026
J0596,BI Analyst,Amazon,Adelaide,Finance,1-3 years,1,93000,"Excel,Jira,Machine Learning,AWS,Stakeholder Management,Azure,SQL,Tableau",1,0,2025
J0597,Systems Analyst,PwC,Brisbane,Technology,Graduate/<1yr,0,70000,"BPMN,DAX,SQL,Azure,Jira,Looker",1,0,2024
J0598,Business Analyst,ANZ Bank,Sydney,Technology,5+ years,3,118000,"SQL,Agile,Azure",0,1,2026
J0599,Senior Data Analyst,Telstra,Sydney,Property,3-5 years,2,105000,"Power BI,R,DAX,Jira,SQL,Stakeholder Management,BPMN",0,0,2026
J0600,Junior Data Analyst,Dept of Health,Perth,Consulting,1-3 years,1,86000,"Agile,SQL,Excel,DAX,Tableau,R",1,0,2025
J0601,Reporting Analyst,Commonwealth Bank,Perth,Technology,1-3 years,1,82000,"R,SQL,Machine Learning,Excel",0,0,2025
J0602,Business Analyst,ANZ Bank,Melbourne,Technology,1-3 years,1,89000,"Power BI,SQL,Stakeholder Management,DAX",1,0,2026
J0603,Reporting Analyst,Amazon,Sydney,Technology,3-5 years,2,111000,"Power BI,SQL,R,Tableau,DAX",0,0,2026
J0604,Senior Business Analyst,ANZ Bank,Sydney,Government,1-3 years,2,103000,"Power BI,AWS,Jira",1,1,2025
J0605,Junior Data Analyst,ANZ Bank,Sydney,Healthcare,3-5 years,1,96000,"Tableau,SQL,Python",0,0,2026
J0606,Data Analyst,Deloitte,Melbourne,Retail,3-5 years,2,99000,"SQL,Stakeholder Management,Power BI",1,1,2024
J0607,Business Analyst,PwC,Melbourne,Retail,Graduate/<1yr,0,85000,"Power BI,SQL,Jira,Python,Agile,Azure,AWS,R",1,1,2025
J0608,Junior Data Analyst,NAB,Melbourne,Property,Graduate/<1yr,0,76000,"Machine Learning,Jira,DAX,Excel,Power BI,BPMN,SQL,Python",0,0,2025
J0609,Data Analyst,Commonwealth Bank,Remote,Government,3-5 years,2,101000,"Power BI,SQL,Looker",0,1,2024
J0610,Systems Analyst,Deloitte,Sydney,Technology,3-5 years,2,119000,"Power BI,SQL,DAX,Excel,Machine Learning",1,1,2025
J0611,Senior Business Analyst,Telstra,Brisbane,Healthcare,1-3 years,2,98000,"Jira,SQL,Stakeholder Management",1,0,2024
J0612,Data Analyst,PwC,Sydney,Government,3-5 years,2,120000,"Jira,SQL,Machine Learning,Stakeholder Management,Python,AWS,Azure,Looker",1,0,2024
J0613,Data Analyst,KPMG,Melbourne,Property,3-5 years,2,105000,"DAX,Azure,Power BI",1,0,2026
J0614,Systems Analyst,ANZ Bank,Melbourne,Property,1-3 years,1,95000,"R,SQL,Excel,Power BI,Machine Learning,Stakeholder Management",0,1,2025
J0615,Data Analyst,Amazon,Brisbane,Property,3-5 years,2,98000,"Power BI,Excel,Azure",0,1,2026
